,2019q2,2018q4,2019q3,2019q4
AccrualOfRestrictedStockGrantsAmount,341939.0,,451570.0,426287.0
FindersFeeSharesAmount,26000.0,,,
ProceedsFromSaleOfCommonStockForCashInFebruary2019PublicOfferingNetOfUnderwritingDiscountAndExpenses,10388400.0,,,
ComprehensiveIncomeNetOfTax,-2747184.0,,-510506.0,-16554872.0
PreferredStockIssuedDuringPeriodValueNewIssues,550000.0,,,2169185.0
SeriesBPreferredStockIssuedDuringPeriodValueNewIssues,3289000.0,,3289000.0,3289000.0
IssuanceOfCommonStockPursuantToOptionExercisesValue,106000.0,,60000.0,88000.0
RestrictedStockIssuedDuringPeriodValueShareBasedCompensation,39100.0,39100.0,,39100.0
DebtDiscountRecordedInConnectionWithBorrowings,250.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,377000.0,3750.0,0.0,12195.0
StockIssuedDuringPeriodValueNewIssues1,11811385.0,1857361.0,6319167.0,
SharesIssuedConversionConvertiblePromissoryNotesAmount,0.0,,0.0,
DebtConversionConvertedInstrumentAmount1,199627.0,50000.0,0.0,0.0
ContributionsFromNoncontrollingInterests,12420000.0,,,
BeneficialConversionFeature,2272775.0,0.0,0.0,0.0
PreferredStockBeneficialConversionFeature,1023786.0,,1023786.0,
SeriesAPreferredStockIssuedDuringPeriodValueIssuedForServices,25000.0,,,
WarrantsIssuedInConnectionWithLeaseInterests,77962.0,77961.0,,
DividendsPreferredStockCash,146610.0,,573348.0,28125.0
InducedConversionCosts,57201.0,57201.0,,
StockIssuedDuringPeriodValueAcquisitions2,1485000.0,6448000.0,,
StockIssuedDuringPeriodValueIssuedForInterest,13835.0,,1610000.0,
StockOptionCompensationExpense,762353.0,762353.0,,
MarketableSecuritiesUnrealizedGainLossExcludingOtherThanTemporaryImpairments,590.0,-175000.0,590.0,
CumulativeTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,-189000.0,375000.0,-420000.0,-539000.0
DividendsCash,2226000.0,6965000.0,18409000.0,740250.0
StockReceivedDuringPeriodValueCancelledAcquisitions,0.0,,,0.0
IssuanceOfCommonStockForAccruedLiabilitiesAmount,755960.0,711950.0,755960.0,711950.0
IssuanceOfStockAndWarrantsForServicesOrClaims,9617.0,,2477614.0,440319.0
IncreaseDecreaseThroughExerciseOfOptions,1781.0,1177727.0,,1177727.0
StockRepurchasedAndRetiredDuringPeriodShares,5000000.0,14000.0,4000.0,
DividendsSharebasedCompensationStock,689121.0,1093784.0,956991.0,417689.0
StockIssuedDuringPeriodSharesRestrictedStockAwardGross,2289156.0,166667.0,0.0,
DebtDiscountsRelatedToWarrants,54941.0,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossBeforeReclassificationAndTax,-53849.0,-4035.0,115000.0,
StockIssuedDuringPeriodValuePendingAcquisitions,0.0,,,0.0
NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfChangeOnNetIncome,-243000.0,-243000.0,96000.0,0.0
PreferredStocksIssuedInConnectionWithPurchaseOfAssetsValue,519600.0,,,
PreferredStockIssuedDuringPeriodValueAcquisitions,6652511.0,,0.0,0.0
CommonStockIssuedInBusinessCombinationWithMorindaAmount,10970000.0,,,
StockOptionsIssuedForServices,111250.0,2221685.0,,
CommonStockIssuedInOpenalprTechnologyAcquisitionAmount,396600.0,,397000.0,397000.0
PropertyAcquisitionAmount,4000.0,,,
AssumptionOfDebtByRelatedParty,4821025.0,,,
PreferredSharesSeriesDividends,4667.0,,4667.0,19000.0
FairValueOfWarrantsIssuedWithConvertibleNotes,2138931.0,,,
DividendOfBeneficialConversionFeature,-1023786.0,,-1023786.0,
StockRepurchasedAndRetiredDuringPeriodValue,-312000.0,-18750.0,-20000.0,-2490000.0
StockIssuedInConnectionWithWarrantsCashlessExercisedAmount,0.0,,,
StockIssuedToConvertInterestAmount,101319.0,,,
StockIssuedForFinancingCostValue,7500.0,,7500.0,8050.0
ExerciseOfOptionswarrantsAmount,66903.0,,164997.0,
ShareIssueExpenses,-6000.0,,,
SharesIssuedInSettlementOfDebtsAmount,276983.0,,276983.0,
SeriesCPreferredStockIssuedDuringPeriodValueNewIssues,0.0,,,67000.0
AdjustmentsToDerivativeLiabilityDueToDebtConversions,199627.0,,,303542.0
ReclassificationOfWarrantLiabilityToEquity,66967.0,,1542000.0,1542000.0
DebtConversionConvertedInstrumentSharesIssued1,136785.0,847819.0,,
CommonStockIssuedForReductionOfNotePayableAmount,1589099.0,3077950.0,,
StockIssuedDuringPeriodValueRestrictedStockAwardForfeitures,0.0,,0.0,0.0
StockOptionsIssuedDuringPeriodValueIssuedForServices,326094.0,,136250.0,218279.0
PaymentsOfDividendsMinorityInterest,27707.0,30758.0,0.0,4498.0
AccruedDividendsOnSeriesBPreferredStock,-1030400.0,,,
StockIssuedDuringPeriodValueRestrictedStockAwardGross,-265994.0,915000.0,0.0,207000.0
IssuanceOfPreferredStockForCashAmount,1934569.0,,,
StockIssuedDuringPeriodValueIssuedForInterestRelatedParty,27478.0,,,
StockIssuedDuringPeriodValueAcquisitions3,18600000.0,500000.0,,
StockIssuedDuringPeriodSharesRestrictedStockAwardForfeited,10720252.0,,,
MarketableSecuritiesUnrealizedGainLoss,-1599.0,,0.0,6515.0
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensationRestrictedStock,-12214.0,-39871.0,-9309.0,-148278.0
IncreaseDecreaseThroughExerciseOfWarrantsEquity,241.0,2269688.0,,2269688.0
ReclassificationOfDerivativeLiability,1854687.0,0.0,,
DividendsPaidinkind,64279.0,,,
ProceedsFromSaleOfCommonStockAndWarrantsForCashInPrivatePlacementOfferings,1073200.0,,50000.0,4728800.0
StockIssuedDuringPeriodValueCash,1750000.0,1750000.0,1750000.0,1750000.0
StockIssuedDuringPeriodValuePrivatePlacement,200000.0,,,
AcquisitionOfNettrader,-2590000.0,,,
RestrictedStockAwardsIssuedToEmployees,353000.0,,,
PreferredStockDeemedDividends,0.0,,,
StockIssuedDuringPeriodValuePrivatePlacements,2630000.0,,,
StockIssuedDuringPeriodValueIssuedForCashUnderEquityAgreementNet,106905.0,,,
StockIssuedDuringPeriodValueIssuedToOfficers,546100.0,,,
ReleaseOfDerivativeLiabilityUponConversionOfNotes,1248746.0,,,
StockOptionPlanExpense,108090.0,31000.0,314104.0,50899.0
AdjustmentsToAdditionalPaidInCapitalWarrantIssuedRelatedParties,272585.0,,272585.0,272585.0
AdjustmentsToAdditionalPaidInCapitalWarrantsIssuedInConnectionWithEquityFinancing,2439360.0,,2439360.0,
StockIssuedDuringPeriodValueIssuedForAccruedExpenses,0.0,,13818.0,
PreferredStockIssuedDuringPeriodValueConversionOfUnits,198116.0,,,
TaxesWithheldRelatedToRestrictedStockUnits,-65992.0,-65992.0,-27088.0,-65992.0
SharesHeldInEscrowAndReturnedToTreasuryAmount,-5374.0,,-5374.0,
NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfChangeOnOperatingResults,0.0,0.0,-21228.0,0.0
AccountsPayableSettledWithSharesOfCommonStock,16482.0,,,
WarrantsIssuedForFinancingCostAmount,,,,
StockIssuedDuringPeriodValueIssuedForServicesRelatedParties,364750.0,,,
ExerciseOfStockOptionsAmount,61000.0,,,
CancellationOfSharesIssuedForServicesAndAsSettlement,0.0,,,
CommonStockSoldForCashAmount,285000.0,-642750.0,,285000.0
AdjustmentsToAdditionalPaidInCapitalWarrantsIssuedInConnectionWithEquityFinancingToPlacementAgentsForOverAllotmentOption,61024.0,,61024.0,
AcquisitionOfAsylInvest,-2240000.0,,-2240000.0,-2240000.0
StockSubscriptionReceived,125000.0,,,
ForfeitedOptions,39.0,,,
IssuanceOfCommonStockForDividendsOnPreferredStockAmount,65708.0,,,
FairValueAdjustmentOfWarrants,2973682.0,440000.0,0.0,-227669.0
ProceedsFromWarrantExercises,534318.0,748535.0,0.0,13528.0
WarrantsIssuedWithNotesPayableRelatedParty,288000.0,,,
AdjustmentsToAdditionalPaidInCapitalWarrantIssuedWithConvertiblePromissoryNote,808458.0,620748.0,808458.0,808458.0
DividendsPreferredStockStock,169101.0,-500000.0,160000.0,166904.0
WarrantsIssuedDuringPeriodValueLoanAgreement,221160.0,,,
SharebasedPayments,118000.0,,,
DividendsPaid,1417639000.0,,,4764000000.0
StockCompensationExpenseWarrants,239680.0,5000.0,239680.0,239680.0
EquityFairValueAdjustment,10000.0,,,
IncreaseDecreaseThroughSharebasedPaymentTransactions,4240.0,,,45000000.0
SharesSubscriptionsReceivedNetOfIssuanceCosts,308977.0,,308977.0,
TreasuryStockSharesAcquired,196594.0,36275.0,87600.0,
DebtInstrumentDecreaseForgiveness,4590085.0,,,
DebtDiscountOnConvertibleNote,70000.0,,,
StockIssuedDuringPeriodValueIssuedInConnectionWithThePurchaseOfAssets,519600.0,,,
StockIssuedDuringPeriodValueConversionOfRelatedPartyNotePayable,1350040.0,,,
StockGrantedDuringPeriodValueSharebasedCompensation,1621000.0,300000.0,2178716.0,1685000.0
WarrantModificationWithIssuanceOfNotePayableRelatedParty,480771.0,,,
StockIssuedDuringPeriodValuePatents,520000.0,520000.0,520000.0,520000.0
IssuanceOfCommonStockInExchangeForWarrantsAmount,6080278.0,,,
WarrantsRepurchased,-1095000.0,,,
StockIssuedDuringPeriodValueIssuedForDebtSettlement,343735.0,,,40616.0
StockIssuedDuringPeriodValueTreasuryStockReissued,-25278.0,,,
SharesIssuedForServicesOnTerminatedOfferingAmount,586823.0,,,586823.0
AmortizationOfDebtDiscountPremium,181426.0,,174110.0,
StockIssuedDuringPeriodSharesShareBasedCompensation,200000.0,48000.0,1.0,
StockIssuedDuringPeriodValueNewIssues,50000.0,121140.0,5276000.0,240553.0
StockIssuedDuringPeriodValueShareBasedCompensation,2866779.0,134546.0,1000.0,1000.0
ComprehensiveIncome,-2383000.0,-73712.0,-172969.0,-4570750.0
ProceedsFromStockOptionsExercised,43900.0,,1165763.0,0.0
TreasuryStockValueAcquiredParValueMethod,-366894.0,-540253.0,-540223.0,30.0
AdjustmentsToAdditionalPaidInCapitalConvertiblePromisoryNoteWithConversionFeature,709827.0,,,
StockIssuedDuringPeriodValueIssuedForCashToRelatedParties,10000.0,,,
IssuanceOfCommonStockPursuantToExerciseOfStockOptionsAmount,2000.0,,2000.0,
StockIssuedForBoardOfDirectorFeesAmount,68000.0,,,
StockIssuedDuringPeriodValueIssuedForInterestExpense,90000.0,,,
AdjustmentsToAdditionalPaidInCapitalDebtForgiveness,293000.0,,,
OtherComprehensiveIncome,0.0,-20146.0,,2672.0
AdjustmentsToAdditionalPaidInCapitalWarrantIssuedWithPromissoryNote,36104.0,,36104.0,36104.0
StockIssuedDuringPeriodSharesNewIssues,6560000.0,233484.0,506095239.0,5633650.0
ExerciseOfWarrantsAmount,77000.0,,,
Dividends,316861.0,14000.0,0.0,2827276.0
StockIssuedDuringPeriodValueIssuedForVehicles,0.0,,,
SeriesDPreferredStockIssuedDuringPeriodValueNewIssues,50000.0,,,50000.0
TreasuryStockValueAcquiredCostMethod,413821.0,7000.0,4333.0,209.0
StockIssuedDuringPeriodValueWarrantExercise,0.0,-80147.0,0.0,0.0
DebtInstrumentPremium,-1309536.0,,,
StockIssuedInConnectionWithSaleOfCommonStockAmount,299640.0,,,
AmortizationOfFinancingCostsAndDiscounts,2767361.0,,,
AdjustmentsToAdditionalPaidInCapitalPromissoryNoteWithConversionFeature,35396.0,,35396.0,35396.0
StockIssuedDuringPeriodValueAcquisitionsGlobal,2974898.0,,,
StockIssuedDuringPeriodValueConversionOfAccruedInterest,159584.0,159584.0,159584.0,159584.0
ChangeInUnrealizedGainLossOnFairValueHedgingInstruments1,-76000.0,,,
StockIssuedDuringPeriodValueIssuedForExtensionOfNotes,16897.0,,,
IssuanceOfRestrictedCommonStockToEmployeesAmount,-5000.0,,,
SeriesCPreferredStockConvertedToCommonStock,7000.0,,,
FairValueOfCommonStockIssuedForPh94bLicenseAndPh10OptionAndLicense,4250000.0,,,
StockIssuedForAdvisoryFeesAmount,65500.0,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,10000.0,0.0,-1579.0,-806.0
ReclassificationAdjustmentRelatingToAvailableForSaleInvestmentsDisposedOfInPeriod,22000.0,,22000.0,
OtherAmortizationOfDeferredCharges,14236.0,,,
ConversionOfStockAmountConverted1,-58468.0,831000.0,0.0,1028.0
SeriesBConvertiblePreferredStockSoldForCashAmount,150000.0,,,150000.0
IssuanceOfSharesUponCashlessExerciseOfWarrants,0.0,,,
StockIssuedDuringPeriodValueWarrantsExercised,30.0,,677100.0,2324742.0
NetUnrealizedGainsLossesOnSecuritiesAvailableForSaleNetOfIncomeTax,-2077468.0,-3281445.0,-1105918.0,-3281445.0
SeriesDPreferredStockIssuedDuringPeriodValueIssuedForDebt,0.0,,,0.0
IssuanceOfSeriesFNonvotingPreferredStockValue,1877176.0,,,
StockIssuedDuringPeriodValueNewIssuesRelatedToEquityOffering,14411231.0,,,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition1,381715.0,,,
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,215619.0,0.0,0.0,50000.0
GainsLossesOnExtinguishmentOfDebt,0.0,,0.0,-5274.0
InterestOnLockupSharesInRelationToConvertibleDebt,672144.0,,,
StockIssuedDuringPeriodSharesRestrictedStockAwardNetOfForfeitures,166666.0,,150000.0,
StockIssuedDuringPeriodValueInterestOnLockupSharesInRelationToConvertibleDebtShares,672144.0,,,
WarrantsIssuedForServicesRelatedParties,102364.0,,,102364.0
CommonStockExchangedForSeriesCPreferredStock,-7000.0,,,
AdjustmentsToAdditionalPaidInCapitalWarrantIssuedConsultants,538945.0,,,
ForeignCurrencyTransactionGainLossBeforeTax,65000.0,,7675.0,1279.0
StockIssuedDuringPeriodValueAcquisitionsBCManagement,163332.0,,,
StockIssuedDuringPeriodValueIssuedForCommitmentFees,21200.0,,,
ConversionOfStockSharesConverted1,1284938.0,13144660.0,1284938.0,1284938.0
StockCancelledDuringPeriodValueForExtinguishmentOfDebt,0.0,,,
ExerciseOfFinderFeeWarrantsAmount,4000.0,,,
StockIssuedForConsultingExpenseAmount,39150.0,,,
StockRepurchasedDuringPeriodShares,7818.0,743400.0,347781.0,967000.0
StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures,-9000.0,167285.0,0.0,0.0
WarrantsIssuedForServices,9617.0,,,9617.0
StockIssuedDuringPeriodValueIssuedForPurchaseOfMembershipInterestInSubsidiaryAmount,990000.0,,,990000.0
WriteOffOfDerivativeLiabilityToAdditionalPaidInCapital,410524.0,410524.0,410524.0,410524.0
AdjustmentsToAdditionalPaidInCapitalWarrantAmendment,4633.0,,4633.0,
