,2019q2,2018q4,2019q3,2019q4
ProfessionalAndContractServicesExpense,747886.0,51200.0,491262.0,852342.0
EquityFairValueAdjustment,-210000.0,250000.0,-170000.0,-240000.0
InterestIncomeOperatingRelatedParty,0.0,6000.0,4000.0,0.0
BrokerageCommissionsRevenue,1277683.0,4430855.0,1691168.0,2982960.0
WellOperationalAndPumpingFeesRevenue,7194.0,3786.0,,
DistributionIncome,7343.0,139.0,9336.0,0.0
InterestAndFeeIncomeLoansAndLeasesHeldForSale,150000.0,317000.0,308000.0,775000.0
ManagementFeesRelatedParty,0.0,,,
ProjectFeeRevenueOthers,25517.0,20408.0,,
UpfrontFees,82246.0,262443.0,,2366485.0
LeaseCost,170000.0,1031000.0,3091.0,399000.0
EmployeeAndDirectorRemuneration,792000.0,,,
InvestorRelationsAndMarketingCommunicationsExpense,1634.0,,,
AppHostingExpense,15000.0,,,
VesselMaintenanceAndDockage,11355.0,63947.0,15265.0,14890.0
SurveyCost,1289429.0,,,
GainLossOnSaleOfLeasedAssetsNetOperatingLeases,137451.0,,,
DisposalFeesRevenue,25433.0,63864.0,,
RentalIncomeApartments,1042000.0,351000.0,,
SalesAllowances,611719.0,-906765.0,,-4427893.0
NoncashMergerRelatedCosts,0.0,,0.0,
ServiceRevenues,65000.0,205000.0,105000.0,187000.0
NetInvestmentIncome,63000.0,-10367544.0,3343481.0,280000.0
CorporateSupportServices,500.0,1446.0,469.0,
HomeSales,21000.0,,,
AmortizationOfAcquiredTechnology,291375.0,220181.0,0.0,0.0
NonCashCompensationResearchAndDevelopment,1489000.0,1814000.0,2841000.0,644000.0
DistributionRevenue,5587000.0,1536000.0,6853000.0,2099000.0
OtherRevenues,182000.0,416000.0,313000.0,20000.0
FindersFeeExpense,48877.0,0.0,10939.0,54746.0
InterestIncomeSecuritiesTaxable,248108.0,488250.0,221016.0,652398.0
CostOfServicesRevenues,4404000.0,4700000.0,8018000.0,11532000.0
DepreciationAndAmortisationExpense,0.0,1898.0,0.0,118025000.0
OfficersCompensation,112676.0,345064.0,148050.0,110626.0
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,61087000.0,,,
MarketableSecuritiesUnrealizedGainLoss,2525.0,0.0,0.0,-74000.0
NetSalesRevenue,433211.0,6428096.0,,0.0
PropertyDevelopmentAndProjectManagementExpense,102683.0,,102683.0,
InterestIncomeSecuritiesUSTreasuryAndOtherUSGovernment,673000.0,578000.0,641000.0,1942000.0
RealizedInvestmentGainsLosses,-523127.0,20998.0,2714018.0,-277835.0
CostDirectLabor,885696.0,810744.0,,
GeneralAndAdministrativeStockbasedCompensation,582344.0,,,
OtherResearchAndDevelopmentExpense,30896000.0,421000.0,62310000.0,118814000.0
CostOfProductsRevenues,269000.0,868000.0,545000.0,323000.0
CostOfServiceRevenue,877000.0,2293000.0,731000.0,2587000.0
OtherRevenue,110000.0,0.0,14354.0,165152.0
CorporateDevelopmentAndDueDiligence,505.0,,,
InformationTechnologyAndDataProcessing,454638.0,1292238.0,492573.0,1390161.0
WarrantExpense,6769562.0,,,
MineralOptionFees,24976.0,25012.0,49988.0,
CondominiumSales,207000.0,225000.0,646000.0,
Exploration,-26184.0,,73339.0,250380.0
DirectorServices,1500.0,,,
ImpairmentLossRecognisedInProfitOrLoss,4181.0,,,
ProductionCosts,2291317.0,93195000.0,4294513.0,2465020.0
BrokerageFeeExpense,7866.0,1592.0,7231.0,16168.0
BusinessCombinationAcquisitionRelatedCosts,0.0,19000.0,0.0,
ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,1494412.0,8004800.0,1618994.0,4205200.0
EquitySecuritiesFvNiUnrealizedGainLoss,-172000.0,0.0,73000.0,118000.0
KeyManagementPersonnelCompensation,30000.0,348787.0,30000.0,0.0
ConsultingExpense,37373.0,977410.0,67632.0,0.0
CostsIncurredOilAndGasPropertyAcquisitionExplorationAndDevelopmentActivities,4619412.0,,139551000.0,92167000.0
ShareholderRelations,311000.0,,,
OtherRealEstateIncome,0.0,52000.0,203000.0,
NetOtherSalesRevenue,309090.0,1992046.0,,
CostOfProductRevenues,26000.0,17000.0,139000.0,9000.0
InterestIncomeFederalFundsSold,14000.0,116000.0,25000.0,85524.0
AssetManagementFee,68464.0,29254.0,14627.0,14627.0
GeneralAndAdministrativeOther,6934381.0,,,
InterestIncomeSecuritiesStateAndMunicipal,834000.0,2950000.0,980000.0,2265000.0
CostOfProductRevenue,187000.0,151000.0,201000.0,664000.0
CostOfSoftwareRevenues,5000.0,4000.0,5000.0,0.0
AdjustmentsForSharebasedPayments,118000.0,,,
GainOnSaleOfLand,0.0,,,
BadDebtExpense,0.0,,,
FinancialConsulting,127013.0,59867.0,,
LifeSettlementContractsFairValueMethodUnrealizedGainLoss,15761303.0,-77677176.0,39414497.0,
Compensation,13292.0,169464.0,26837.0,
CostOfPropertyRepairsAndMaintenance,42674.0,35772.0,1817000.0,35772.0
CostsIncurredDevelopmentCosts,296416.0,370090.0,,
FeeAndCommissionIncome,44316000.0,12786000.0,22592000.0,18759000.0
FacilitationFeeIncome,0.0,,,
CostOfSoftwareSales,5501673.0,1274371.0,,
TradingAndManufacturingRevenue,13770000.0,,,
OtherConversionCosts,8693000.0,,4521000.0,1959000.0
Consulting,307402.0,,307402.0,
EmbeddedServiceCosts1,659868.0,680094.0,1308433.0,686876.0
OtherInterestAndDividendIncome,43000.0,138000.0,88000.0,50000.0
CostOfGoodsAndServicesSoldDepreciationAndAmortization,533590.0,895088.0,500704.0,698192.0
InvestmentWriteDown,1720000.0,,,
FinancingFindersFees,0.0,,123101.0,
DepositForfeiture,0.0,,,
BasicAndDilutedNetLossPerCommonShare,-0.13,,,
RestructuringCharges,0.0,558833.0,,0.0
ResearchAndDevelopmentExpenseSoftwareExcludingAcquiredInProcessCost,454638.0,463386.0,67368.0,923218.0
CostsAndExpensesRelatedParty,7054263.0,,16217793.0,4859509.0
CvoReceivablesUpdate,11017014000.0,,,
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,-5638182.0,751634.0,-5501966.0,
CostOfMaintenanceRevenues,120000.0,34000.0,226000.0,323000.0
CostOfManufacturedProductsSold,7806000.0,3649000.0,11393000.0,2555000.0
TransferAndFilingFees,16434.0,20668.0,2093.0,
ImpairmentOfRealEstate,2404547.0,,,4725275.0
OfficeExpense,54153.0,45215.0,12643.0,51945.0
LeaseAndRentalExpense,39644.0,17244.0,1328.0,32000.0
EngineeringRevenue,6349000.0,,,
ImpairmentExpense,-139891.0,0.0,,
NonCashCompensationGeneralAndAdministrativeExpenses,393000.0,-817000.0,3375000.0,-817000.0
SharesUsedInBasicAndDilutedPerShareComputation,371576.0,,,
AdministrativeExpense,56000.0,16.0,0.0,7243.0
BankFees,1000.0,0.0,1000.0,1000.0
TaxesExcludingIncomeAndExciseTaxes,1000.0,2000.0,2000.0,4000.0
OtherOperatingIncome,10104000.0,10945000.0,,
RealEstateTaxExpense,81024.0,62731.0,44921.0,110660.0
InventoryWriteDown,68000.0,-42000.0,,0.0
ImpairmentOfIntangibleAssetsFinitelived,556120.0,-50227.0,0.0,0.0
WriteOffOfOtherAssets,2643.0,1500.0,375.0,9000.0
SalesAndMarketingExpense,15621.0,,0.0,32228.0
PolicyholderBenefitsAndClaimsIncurredNet,17266330.0,41739123.0,11176085.0,71587850.0
ReserveForNoteReceivable,0.0,,,
OtherGeneralExpense,119076.0,,,
MarketableSecuritiesGainLoss,10857.0,-12969.0,486051.0,1033537.0
IncurredClaimsPropertyCasualtyAndLiability,0.0,41400000.0,,
ChangeInFairValueOfEarnoutObligations,100000.0,,,
ServiceChargeRevenue,19396000.0,,,
CostOfTestingServicesRendered,3491000.0,3139000.0,12202000.0,3383000.0
RevenueFromContractWithCustomerExcludingAssessedTax,13814000.0,15032000.0,16696000.0,50008000.0
InvestorRelations,0.0,,19000.0,
UtilitiesOperatingExpense,149516.0,8005.0,32252.0,21267.0
CostOfEducationalServices,4987000.0,6354000.0,9105000.0,
GainLossOnSettlementOfRelatedPartyDebt,0.0,,,
OfficerAndDirectorRemuneration,40201.0,,446644.0,212000.0
SurveyingAndSiteMapping,15660.0,,,
CostOfServiceRevenues,96000.0,102000.0,193000.0,114000.0
InterestExpenseShortTermBorrowings,203000.0,33000.0,28502.0,607000.0
ConsultingAndAccounting,9000.0,27000.0,,
InterestExpenseDeposits,687063.0,2326812.0,2563219.0,1355000.0
InterestIncomeOnOtherFinancialAssets,28000.0,,,
ProfitLossFromOperatingActivities,4173086000.0,,,-20733178000.0
OtherNonoperatingGainsLosses,421353.0,,1877197.0,-2276604.0
NonoperatingGainsLosses,0.0,0.0,0.0,755000.0
GeneralInsuranceExpense,12462.0,41065.0,19658.0,21086.0
AdjustmentForAmortization,4757000.0,52437.0,719967.0,1081344.0
CostMethodInvestmentsRealizedGainLoss,0.0,,,
InterestExpenseFederalFundsPurchased,7483.0,90199.0,15006.0,65074.0
InterestExpenseLongTermDebt,24534.0,739000.0,446000.0,12534.0
InterestExpenseNOWAccountsMoneyMarketAccountsAndSavingsDeposits,176000.0,551000.0,186000.0,189000.0
CommunicationsAndInformationTechnology,3314815.0,1012970.0,4962000.0,6797000.0
GainsLossesOnNetMonetaryPosition,-1836626000.0,,,
PaymentsOfFinancingCosts,0.0,0.0,-81269.0,0.0
AdjustmentsForFairValueGainsLosses,-140000.0,,,
PropertyManagementFeeRevenue,169765000.0,,,
InterestIncomeExpenseNonoperatingNet,7000.0,,12141.0,38719.0
OtherExpenseByNature,89.0,121090.0,,2739000000.0
KeyManagementPersonnelCompensationSharebasedPayment,60000.0,3447415.0,60000.0,3447415.0
MineralPropertyExpenditures,73948.0,,,
CostOfDistribution,1483000.0,1368000.0,6505000.0,1807000.0
ConsultingFees,35006.0,63293.0,38352.0,
DeferredPolicyAcquisitionCostAmortizationExpense,8000.0,63000.0,10000.0,41000.0
TradingAndManufacturingExpense,11136000.0,,,
AdjustmentsForFinanceCosts,1205447000.0,,,
OperatingLeaseExpense,29000.0,191204.0,0.0,
CommunityOperatingExpenses,199821.0,,430935.0,198129.0
IncomeFromEquityMethodInvestmentCellerateLlc,9951.0,,,
AmortizationOfAcquisitionCosts,7995.0,7677.0,19564.0,24234.0
NoncashConsultingExpense,710508.0,296005.0,,
OtherUnderwritingExpense,6135991.0,4475455.0,11552440.0,5193679.0
AmortizationOfOtherAcquiredIntangibleAssets,533137.0,412449.0,276844.0,135605.0
InterestExpenseTimeDeposits,151000.0,112000.0,322000.0,127000.0
LitigationSettlementExpense,0.0,0.0,0.0,0.0
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,0.0,-217828.0,-217828.0,-217828.0
CostOfRealEstate,52000.0,,119000.0,18000.0
ForeignCurrencyTransactionGainLossRealized,-1861.0,,,
RepurchaseAgreementsInterestExpenseAmount,31206.0,20564.0,37641.0,60049.0
Office,7137.0,10916.0,7137.0,
ImpairmentOfAvailableForSaleSecurities,0.0,,,
LEHOperatingFee,817000.0,,,
FinanceIncome,190.0,,,82440000.0
OtherAssetImpairmentCharges,0.0,,,
ShareBasedCompensation,3222436.0,277915.0,50899.0,69000.0
GainLossOnSaleOfCommodityContracts,-77600.0,7475.0,-1187050.0,133912.0
GainLossRelatedToLitigationSettlement,0.0,369439.0,0.0,0.0
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,309558.0,,0.0,-177000.0
CostOfCondominiumSales,507000.0,236000.0,507000.0,
ValuationAllowancesAndReservesChargedToCostAndExpense,-7942.0,20910.0,,
ValuationAllowancesAndReservesRecoveries,-10416.0,,,
DebtorReorganizationItemsGainLossOnSettlementOfOtherClaimsNet1,0.0,,,
ProductionTaxExpense,348195.0,753190.0,776161.0,
InterestExpenseDebt,0.0,60608.0,0.0,0.0
TravelAndEntertainmentExpense,54636.0,146017.0,27675.0,32550.0
DepreciationDepletionAndAmortization,43526.0,201000.0,44000.0,81283.0
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,3175000.0,,,436578.0
UnrealizedGainLossOnMarketableSecuritiesCostMethodInvestmentsAndOtherInvestments,-1553303.0,,,
OperatingExpense,289155.0,73712.0,644278.0,-53190000000.0
OtherSellingGeneralAndAdministrativeExpense,-319388.0,,,
ExpenseByNature,1103267.0,,715243.0,
OtherCostAndExpenseOperating,8795.0,7882.0,45046.0,705710.0
AccruedDividendOnSeriesBPreferredStock,263000.0,,,
GainsLossesOnExtinguishmentOfAccountsPayable,-279432.0,,,
AccretionExpense,19039.0,48675.0,114583.0,184000.0
CostOfGoodsAndServicesSold,9954518.0,0.0,8743000.0,10608000.0
InterestExpenseFederalHomeLoanBankAndFederalReserveBankAdvancesLongTerm,0.0,0.0,0.0,0.0
LossOnInvestmentOne,0.0,0.0,,
EngineeringExpense,5269000.0,,,
DebtAssignmentIncome,203409000.0,,,
TotalCommunityOperatingExpenses,676381.0,,,
IncreaseDecreaseInDerivativeLiabilities,-2331888.0,-3993216.0,-75000.0,61078.0
InterestPaid,0.0,0.0,0.0,0.0
GoodwillImpairmentLoss,5133000.0,-92573.0,61902.0,0.0
GainLossOnSaleOfLocalLimitedPartnership,0.0,,,
DeemedDividendFromTriggerOfDownRoundProvisionFeature,0.0,,,
GainLossOnConversionOfLiabilities,0.0,,,
UnrealizedGainLossOnCommodityContracts,-504875.0,241863.0,7151175.0,1313650.0
SalesCommissionsAndFees,1817.0,134255.0,1305.0,1673.0
CostOfRevenue,0.0,4380069.0,18036409.0,6613583.0
InterestExpenseJuniorSubordinatedDebentures,142997.0,481486.0,361367.0,532722.0
GainLossOnContractTerminationAndAcceleration,-362000.0,,,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,-4169718.0,5467000.0,,
GainLossOnSaleOfDerivatives,0.0,,,
ExplorationExpense,61693.0,0.0,28000.0,50000.0
SalariesAndWages,290000.0,419347.0,100362.0,876723.0
ProvisionForLoanLossesExpensed,680000.0,-372000.0,3050000.0,422000.0
DebtInstrumentConvertibleBeneficialConversionFeature,188521.0,,81500.0,877413.0
FairValueOptionChangesInFairValueGainLoss1,-177141.0,0.0,,
DebtForgiveness,-50646.0,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,30914074.0,,,32461680.0
MarketableSecuritiesRealizedGainLoss,-1207617.0,,,
ArbitrationAwardAndAssociatedFees,0.0,24339000.0,,
InterestExpenseOnOtherFinancialLiabilities,0.0,,,
ShareOfProfitLossOfAssociatesAccountedForUsingEquityMethod,422650000.0,,,
ConversionGainsAndLossesOnForeignInvestments,0.0,,,
IncomeLossIncludingPortionAttributableToNoncontrollingInterest,-110575.0,418822.0,-9597.0,-430641.0
GrossProfit,3065895.0,6453889.0,-35000.0,-90869.0
IncomeLossFromEquityMethodInvestments,-20000.0,10906.0,-227896.0,-113978.0
InterestAndDividendIncomeOperating,881.0,11608000.0,7028859.0,23867245.0
GainLossOnSaleOfInvestments,-7537.0,-281650.0,-58112.0,5000.0
GainLossOnSalesOfAssetsAndAssetImpairmentCharges,-278000.0,,,
DividendsPreferredStockCash,162966.0,,,
RefinancingCosts,0.0,,496412.0,552272.0
SellingGeneralAndAdministrativeExpense,470494.0,15508000.0,992462.0,13031.0
ResultsOfOperationsDepreciationDepletionAmortizationAndAccretion,243676.0,187296.0,90547.0,195477.0
LossOnDeposit,-110000.0,,,0.0
GainLossOnImpairmentAndDispositionOfAssets,-2071000.0,,,
ForeignCurrencyTransactionGainBeforeTax,0.0,-6379.0,24884.0,647000.0
InterestExpenseOther,52000.0,37316.0,42783.0,536525.0
LossOnSaleAndAbandonmentOfProperties,822290.0,,822290.0,
InvestmentIncomeNet,1623712.0,2917111.0,9338.0,5200034.0
ChangeInFairValueDerivativeLiability,0.0,72065.0,,
ParentPortionIncomeLossBeforeProvisionForIncomeTaxes,-4510000.0,-138146000.0,,
AdministrativeAndFilingFees,250000.0,265603.0,494327.0,
TotalOtherIncomeExpense,-244703.0,,18944.0,
AccumulatedDepreciationDepletionAndAmortizationSaleOfPropertyPlantAndEquipment1,455000.0,478000.0,1223000.0,1855000.0
EquityInLossesOfInvestmentInJointVenture,0.0,0.0,,0.0
FinancingInterestExpense,-110000.0,,,2800000.0
GainsLossesOnExchangeDifferencesOnTranslationRecognisedInProfitOrLoss,-33993.0,2766.0,-58937.0,-10874.0
DepreciationAndAmortization,534290.0,145375.0,0.0,145375.0
FinanceCosts,1205447000.0,49322.0,,0.0
GainOnTaxSettlement,0.0,,,
AdjustmentsForRecoveryOfPromissoryNotesReceivable,152000.0,,,
CoinDevelopmentFeeIncome,0.0,,0.0,
LossOnExtinguishmentOfDebt,-1064720.0,,,
NoninterestExpenseCommissionExpense,5799948.0,15491027.0,11817137.0,21931933.0
DividendIncomeOperating,,96135.0,52747.0,
EmbeddedDerivativeGainLossOnEmbeddedDerivativeNet,-470000.0,,,
FinancingCostRelatedParties,77000.0,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,16945299.0,,16379439.0,
BenefitsLossesAndExpenses,29210615.0,18496784.0,76723292.0,117523144.0
AssetRetirementObligationCashPaidToSettle,0.0,,38742.0,
AccretionExpenseIncludingAssetRetirementObligations,117636.0,,,
UnrealizedGainLossOnSecurities,-573264.0,70643.0,-694131.0,1218627.0
ProceedsFromLegalSettlements,-100000.0,0.0,,
OtherNonrecurringIncomeExpense,0.0,-14.0,-145.0,
GainsLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeNetOfTax,-3399.0,,,
IncomeTaxExpenseContinuingOperations,0.0,844.0,,-410455000.0
InterestIncomeExpenseNet,-4485.0,549003.0,2087816.0,-146187.0
AmortizationOfFinancingCostsAndDiscounts,1602061.0,,,
GainLossOnDerivativeInstrumentsNetPretax,-289776.0,1328000.0,1319500.0,-55000.0
AssetRetirementObligationPeriodIncreaseDecrease,-6596.0,,,
AssetImpairmentCharges,9375.0,0.0,0.0,0.0
WarrantDownRoundFeatureIncreaseDecreaseInEquityAmount,1399661.0,0.0,125845.0,
InducedConversionOfConvertibleDebtExpense,871726.0,685101.0,0.0,0.0
SellingExpense,580000.0,236100.0,213110.0,2032486.0
ReorganizationCosts,304559.0,,,
GainOnBusinessInterruptionInsuranceRecovery,0.0,0.0,,
OtherGeneralAndAdministrativeExpense,694880.0,567000.0,513000.0,770000.0
GainOnRedemptionOfConvertibleNote,0.0,,,
OtherNonoperatingExpense,151000.0,49261.0,0.0,0.0
InterestIncomeOther,31437.0,4842.0,279051.0,140457.0
GainLossOnDisposalOfMineralRights,-46000.0,,,
SellingAndAdministrativeExpenses,4751000.0,,,
AdjustmentsForWriteOffOfMineralPropertyInterest,0.0,,,
GainOnDiscontinuanceOfTradingPlatform,7158.0,,7158.0,
GainOnExtinguishmentOfDebt,0.0,,,
ServiceChargesOnDeposits,386000.0,1102000.0,803000.0,1263000.0
Revenues,16513363.0,18463872.0,2715497.0,0.0
Depreciation,0.0,456702.0,400.0,40150.0
OtherOperatingIncomeExpenseNet,4547.0,-193283.0,0.0,
CurrentFederalStateAndLocalTaxExpenseBenefit,41180.0,,0.0,
AmortizationOfDebtDiscountPremium,21120.0,-71460.0,475174.0,7851.0
GainLossOnSaleOfOilAndGasProperty,0.0,656596.0,920000.0,0.0
AdjustmentsForWriteOffOfEquipment,-1000.0,,,
GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,431.0,,,
GainLossOnHedgeIneffectiveness,0.0,,0.0,
FactoringExpense,1946.0,12104.0,938.0,1154.0
DebtConversionConvertedInstrumentAmount1,0.0,,,
ProvisionForDoubtfulAccounts,4034.0,15000.0,136217.0,0.0
ImpairmentOfOilAndGasProperties,9896807.0,241881.0,0.0,0.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxes,-10091000.0,,-259186000.0,-254955000.0
InvestmentServicesAndInsuranceIncome,151000.0,169000.0,171000.0,487000.0
ProvisionForImpairmentLosses,1498000.0,,-1073000.0,
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,0.0,0.0,452009.0,388000.0
AmortizationOfFinancingCostsAndDiscountsRelatedParties,0.0,,,
DerivativeExpense,1595079.0,0.0,0.0,3572107.0
ProvisionForOtherCreditLosses,354711000.0,,,
ProvisionForLoanAndLeaseLosses,31000.0,110000.0,255000.0,210000.0
GainLossOnSaleOfProperties,3273000.0,,,
UnrealizedGainLossOnDerivatives,8498.0,-3329.0,0.0,-12025.0
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToNoncontrollingInterest,-26.0,,,
GainsLossesOnRestructuringOfDebt,12500.0,4762594.0,0.0,0.0
AssetRetirementObligationAccretionExpense,105000.0,3479.0,265000.0,13018.0
ResearchAndDevelopmentExpense,22304.0,3076000.0,102683.0,327935.0
DividendsPreferredStockStock,170329.0,-70157.0,,166904.0
AmortizationOfIntangibleAssets,1561137.0,129277.0,92337.0,277131.0
IncomeLossAttributableToNoncontrollingInterest,-35604.0,0.0,-187948.0,-173680.0
ServiceFeeIncome,790366.0,773419.0,810731.0,2478711.0
ProfitLossBeforeTax,-1103267.0,-201979.0,-715243.0,-647906.0
GainLossOnInvestments,0.0,-555957.0,0.0,-123079.0
GainLossOnDispositionOfAssets1,71373.0,,,
OtherExpenses,7581.0,245413.0,-60000.0,0.0
MortgageBankingIncomeNet,530000.0,783000.0,1345000.0,529000.0
NetIncomeLossFromContinuingOperationsAvailableToCommonShareholdersBasic,-7640806.0,,,
InterestIncomeExpenseAfterProvisionForLoanLoss,7084000.0,21155000.0,10315000.0,17455000.0
InducedConversionCosts,57201.0,0.0,57201.0,0.0
ChangeInFairValueOfDerivative,3141708.0,-202820.0,,
IncomeTaxReconciliationOtherReconcilingItems,0.0,3959.0,-239646.0,
AmortizationOfFinancingCostsAndDiscountsFactoring,-20540.0,,,
PreferredStockDividendsPerShareCashPaid,12162.0,36487.0,24325.0,12162.0
RedeemablePreferredStockDividends,40660.0,40660.0,81320.0,
OtherComprehensiveIncome,0.0,324255.0,0.0,-1417000000.0
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,-95281.0,-2000.0,-395525.0,-834382.0
GainsLossesOnExtinguishmentOfDebt,0.0,0.0,-20000.0,0.0
InterestAndDebtExpense,2415.0,322323.0,28464.0,178000.0
ManagementFeeExpense,276741.0,1269139.0,278910.0,408185.0
FairValueAdjustmentOfWarrants,-55376.0,0.0,0.0,428748.0
UnrealizedGainLossOnForeignCurrencyDerivativesNetBeforeTax,0.0,-147424.0,-4056.0,1599.0
AdjustmentsForIncomeTaxExpense,0.0,,,
NetIncomeLossFromDiscontinuedOperationsAvailableToCommonShareholdersBasic,-3854599.0,,,
TitleInsuranceIncome,276000.0,966000.0,306000.0,1116000.0
InterestAndFeeIncomeLoansHeldForSaleMortgages,103087.0,185844.0,231777.0,434951.0
InterestIncomeOperating,219.0,41171.0,2313.0,1285.0
SeriesCPreferredStockInducementDividends,103197.0,0.0,103197.0,
PropertyAndManagementCost,112030000.0,,,
IncomeTaxExpenseBenefitContinuingOperationsAdjustmentOfDeferredTaxAssetLiability,0.0,,,
InterestIncomeDomesticDeposits,11000.0,2000.0,9000.0,10000.0
GainOrLossOnSaleOfStockInSubsidiary,-15000.0,,299255.0,0.0
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossBeforeReclassificationAndTax,58000.0,53502.0,115000.0,-4035.0
InterestIncome,-2957688.0,,,
InterestsIncome,24000.0,,,
CostsAndExpenses,46603.0,2192524.0,650605.0,159796.0
DerivativeGainLossOnDerivativeNet,44.0,-1278948.0,0.0,508730.0
ExtinguishmentOfDebtGainLossNetOfTax,0.0,227940.0,,
InterestAndFeeIncomeOtherLoans,212270.0,616931.0,223509.0,232485.0
ServiceCharges,1093000.0,3163000.0,2231000.0,1083000.0
ProfitLossFromContinuingOperations,-1960000.0,-4512430.0,,-202114.0
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicShare,-0.06,,0.0,0.0
OtherComprehensiveIncomeLossTaxPortionAttributableToParent1,-17247.0,,,
InvestmentIncomeDividend,0.0,,,
InterestAndOtherIncomeExpense,143000.0,63000.0,36000.0,36000.0
SeriesCPreferredStockDividends,0.0,42873.0,0.0,
