,2019q2,2018q4,2019q3,2019q4
PrepaidExpensesAndDeposits,380930.0,740280.0,175361.0,
DiscountOnNotesPayable,0.0,0.0,,
CurrentPrepaidExpenses,11742.0,6756.0,159312.0,427894.0
StockSubscriptionReceivableCurrent,0.0,,,
CurrentFinancialAssetsAvailableforsale,2597.0,,,6948000000.0
ReclamationBondNonCurrentAsset,11444.0,,11444.0,11444.0
ReceivableHeldAtEscrow,677000.0,752000.0,677000.0,677000.0
AssetsHeldInTrustNoncurrent,70765966.0,69029443.0,50061450.0,70765966.0
StockholderEmployeesAccountsReceivableNetOfAllowanceForDoubtfulAccounts,0.0,,,
AccountsReceivableCrudeOilNaturalGasAndNaturalGasLiquidsSales,11659479.0,1412612.0,3657021.0,
AccountsReceivableOtherCurrent,739239.0,1743874.0,,160137.0
RestrictedEquitySecuritiesAtCost,1365950.0,1700050.0,1347850.0,1749450.0
NoncurrentTradeReceivables,16671608000.0,,,
OilAndGasJointInterestBillingReceivablesCurrent,828583.0,404422.0,495911.0,
SeriesBPreferredStockParOrStatedValuePerShare,1000.0,,,
RealEstateGrossAtCarryingValue,54543092.0,43892598.0,30896230.0,23383995.0
MineralPropertiesNet,230180.0,230180.0,230180.0,15617000.0
SeriesBPreferredStockSharesParValue,0.01,0.01,,
ContractAssets,16000.0,9000.0,12000.0,12000.0
DeferredRentReceivablesNet,158000.0,,158000.0,869600.0
NoteReceivableSaleOfLand,400000.0,,0.0,400000.0
SeriesBPreferredStockAuthorizedShares,10000000.0,10000000.0,,
MerchantReserveCurrent,626160.0,,,0.0
InventoryValuationReserves,0.0,142000.0,81196.0,35000.0
OtherReceivableCOF2,12239.0,,,
TradeUnbilled,1313000.0,,267000.0,1313000.0
HeldToMaturitySecurities,3824620.0,53882287.0,124000.0,124000.0
PreferredStockParOrStatedValuePerShare1,1000.0,1000.0,,
PromissoryNoteReceivable,1250000.0,,1250000.0,
AccruedInvestmentIncomeReceivable,2865.0,36000.0,15000.0,3013.0
DeferredCostsCurrent,2585000.0,3649000.0,2585000.0,2476000.0
DiscountsOnConvertibleNotesPayable,1401.0,0.0,4248.0,43715.0
DiscountOnNotesPayableRelatedParty,161000.0,,,
OtherNoncurrentNonfinancialAssets,18782000.0,,,
PrepaidExpenseCurrentAndNoncurrent,9338.0,1269.0,2651.0,3959.0
SeriesBPreferredStockIssuedShares,750000.0,750000.0,,
DeferredFinanceCostsCurrentNetCurrentAsset,0.0,251389.0,,
CumulativeConvertiblePreferredStockSeriesBCumulativeDividend,0.075,0.075,,
DepositsAssetsCurrent,3615000.0,8189.0,24308.0,350020.0
InsuranceSettlementsReceivable,24433512.0,19438534.0,25461271.0,
DerivativeAssetsCurrent,751158.0,,0.0,0.0
InventoryRealEstate,680000.0,,680000.0,680000.0
CumulativeConvertiblePreferredStockSeriesBSharesIssued,0.0,,,
DebtInstrumentUnamortizedDiscountCurrent,47483.0,0.0,12984.0,15704.0
SeriesBConvertiblePreferredStockParValue,0.001,,,
LoansGross,578907055.0,506048119.0,578450517.0,578450517.0
DiscountsOnConvertibleNotesPayableRelatedParties,7588.0,0.0,7588.0,7588.0
EquipmentFinancingReceivables,67000.0,116000.0,67000.0,67000.0
DeferredTaxAssets,2996000.0,,,2900000.0
PatentAccumulatedAmortization,58918.0,58918.0,,
DueToAffiliateCurrentAndNoncurrent,245113.0,245113.0,245113.0,245113.0
PremiumsReceivableAtCarryingValue,13961599.0,2080000.0,993000.0,0.0
CurrentPortionOfWorkersCompensationRiskPoolDeposits,99624.0,0.0,,
Cash,146281.0,4989.0,28756.0,
AllowanceForDoubtfulAccountsReceivableCurrent,50000.0,0.0,239000.0,29406.0
LoansAndLeasesReceivableNetOfDeferredIncome,804023000.0,786724000.0,833367000.0,845599000.0
EscrowDeposit,3000674.0,1645000.0,1645000.0,3006055.0
MarketableSecurities,2839243.0,1050961.0,193268000.0,1014000.0
AllowanceForDoubtfulAccountsReceivable,282000.0,439000.0,201664.0,7286.0
MarketableSecuritiesCurrent,494633.0,0.0,494633.0,198538.0
NoncurrentInventories,71187000.0,,,
OtherReceivables,85149.0,33949.0,621000.0,2142000000.0
InventoryRawMaterials,1223789.0,,1405000.0,3667721.0
Land,5840000.0,2345000.0,211000.0,4357950.0
AssetsArisingFromExplorationForAndEvaluationOfMineralResources,14465000.0,,,
CommonStockNoParValue,0.0,0.0,0.0,0.0
ImpairmentOfIntangibleAssetsFinitelived,0.0,506413.0,,
DiscountsOnNotesPayable,35844.0,35844.0,14943.0,3071.0
RoyaltyReceivable,50250.0,50250.0,0.0,
OtherInvestmentsAndSecuritiesAtCost,1159112.0,859112.0,,600000.0
ConvertiblePreferredStockSharesIssuedUponConversion,6196893.0,860000.0,860000.0,6196893.0
SeriesBPreferredStockOutstandingShares,750000.0,750000.0,,
AssetsHeldForSaleNotPartOfDisposalGroupCurrent,0.0,486000.0,65000.0,88000.0
CapitalizedContractCostNet,18000.0,379000.0,371000.0,18000.0
NetInvestmentInDirectFinancingAndSalesTypeLeases,21334.0,29326.0,21334.0,21334.0
NetInvestmentInFinanceLeases,0.0,0.0,12000.0,21000.0
CumulativeConvertiblePreferredStockSeriesBSharesAuthorized,4000.0,4000.0,,
AssetsNoncurrentOtherThanNoncurrentInvestmentsAndPropertyPlantAndEquipment,60000.0,,,
MineralRights,704053.0,2217952.0,704053.0,704053.0
CumulativeConvertiblePreferredStockSeriesBSharesOutstanding,0.0,,,
PrepaidExpenseNoncurrent,6935000.0,292075.0,191609.0,337860.0
CommonStockClassBNoParValue,0.0,0.0,,
DeferredTaxAssetsInProcessResearchAndDevelopment,1058010.0,271486.0,455564.0,258929.0
LeaseholdInterest,2249000.0,2429000.0,,2157000.0
SeriesBConvertiblePreferredStockAuthorizedShares,1000000.0,,,
ReinsuranceRecoverables,26367115.0,25018461.0,28643360.0,0.0
InventoryFinishedGoodsNetOfReserves,26997000.0,,10414000.0,11364000.0
RestrictedCash,139859.0,1000000.0,800031.0,609000.0
RestrictedCashAndCashEquivalents,1330000.0,171553.0,105700.0,49000.0
OilAndGasPropertiesNonCurrent,95250.0,,,
AccountsAndOtherReceivablesNetCurrent,11028000.0,102994.0,0.0,11028000.0
LicenseAgreementsNet,311548.0,488460.0,,
MachineryAndEquipmentGross,374986.0,78078.0,3097000.0,3928000.0
CapitalizedCostsOfUnprovedPropertiesExcludedFromAmortizationCumulative,1920000.0,0.0,2190000.0,6604000.0
OilAndGasPropertySuccessfulEffortMethodNotSubjectToAmortization,0.0,,,
CapitalLeasesNetInvestmentInDirectFinancingLeases,0.0,,,
OtherDeferredCostsNet,347490.0,,,
VineyardDevelopmentCostsNet,7028920.0,7007928.0,7028920.0,7028920.0
BuildingsAndImprovementsGross,286000.0,81974000.0,1328161.0,1527611.0
NotesAndLoansReceivableGrossCurrent,459000.0,156147.0,,156147.0
DeferredIncomeTaxesAndOtherAssetsCurrent,166000.0,0.0,108000.0,108000.0
DeferredPolicyAcquisitionCosts,18154281.0,48000.0,0.0,17907737.0
SeriesC1PreferredStockParOrStatedValuePerShare,0.001,,,
CommonStockIssuable1,1000000.0,,,1000000.0
CumulativeConvertiblePreferredStockSeriesBIssuedShares,0.0,0.0,,
DueFromRelatedParties,29000.0,3332.0,700000.0,6273.0
MiningAssets,4417.0,,,
FiniteLivedLicenseAgreementsGross,311548.0,2058214.0,311548.0,0.0
InterestPayableSubordinatedConvertibleDebentures,25744000.0,25032000.0,26403000.0,26735000.0
OtherInvestments,4361000.0,4394000.0,4361000.0,1855225.0
AvailableForSaleSecuritiesNoncurrent,1919000.0,3198000.0,2363000.0,27000.0
AssetsHeldForSaleNotPartOfDisposalGroupCurrentOther,150000.0,150000.0,,
LoansAndLeasesReceivableDeferredIncome,-329244.0,-318452.0,-363614.0,-360390.0
LoansReceivableHeldForSaleAmount,0.0,39775000.0,0.0,80863000.0
SeriesBConvertiblePreferredStockIssuedShares,150000.0,,,
LandImprovements,6781845.0,14000.0,1018000.0,14000.0
AvailableForSaleSecurities,494633.0,28615000.0,502132.0,1714000.0
CumulativeConvertiblePreferredStockDividendPercentage,0.075,,,
ConstructionInProgressGross,759000.0,2814220.0,3581000.0,3581000.0
SeriesBLiquidationPreference,922500.0,907500.0,,
TemporaryEquitySharesOutstanding,10061254.0,1170327.0,1170327.0,3258579.0
InventoryGross,304147.0,304147.0,45494000.0,50081234.0
IncomeTaxesReceivable,105000.0,97285.0,22913.0,3000.0
AccruedExpensesRelatedParties,83909.0,78593.0,104786.0,83909.0
ContractWithCustomerAssetNet,2282200.0,,,
CertificatesOfDepositAtCarryingValue,252298.0,9250000.0,15625000.0,252954.0
AccountsPayableOtherCurrent,403000.0,116000.0,265000.0,
OtherReceivablesNetCurrent,599000.0,889000.0,300000.0,756000.0
ContractWithCustomerAssetNetCurrent,422300.0,0.0,320843.0,56000.0
SeriesC1PreferredStockSharesAuthorized,20.3,,,
RestrictedCashAndInvestmentsNoncurrent,63345.0,57234.0,57247.0,57248.0
Vehicle,105132.0,,105132.0,105132.0
LifeSettlementContractsFairValueMethodCarryingAmount,186251760.0,179787002.0,188397206.0,
AutogenousImpactMillTechnology,1.0,1.0,1.0,
BrokerageAndOtherReceivables,73836000.0,,,
CommonStockClassBIssued,0.0,0.0,,
CumulativeConvertiblePreferredStockSeriesBStockOutstanding,0.0,0.0,,
SeriesCPreferredStockSharesParValue,0.01,0.01,,
OilAndGasPropertySuccessfulEffortMethodGross,33798095.0,33753833.0,,
NotesReceivableRelatedPartiesNoncurrent,100000.0,,100000.0,100000.0
NotesReceivableRelatedPartiesCurrent,156147.0,,,
TreasuryStockCommonShares,167700.0,33840.0,33840.0,1065108.0
InvestmentBuildingAndBuildingImprovements,15993490.0,1367293.0,15993490.0,16099297.0
AccountsNotesAndLoansReceivableNetCurrent,11868000.0,,,
LoansAndLeasesReceivableGrossCarryingAmount,638799000.0,506048119.0,638799000.0,638799000.0
InterestPayableConvertibleDebenturesRelatedParty,52915000.0,52915000.0,52915000.0,52915000.0
AccountsPayableRelatedPartiesCurrentAndNoncurrent,570835.0,,70335.0,548266.0
CurrentDepositsFromCustomers,0.0,106747.0,297309.0,0.0
PropertyPlantAndEquipment,100490.0,138418.0,,314659000.0
DeferredFinanceCostsNoncurrentNet,15000.0,15000.0,1126838.0,914408.0
SeriesBConvertiblePreferredStockOutstandingShares,150000.0,,,
TradeReceivablesHeldForSaleAmount,4314000.0,,,
SecurityDeposit,518765.0,38958.0,,
DeferredTaxAssetsNet,41325.0,0.0,0.0,0.0
LongtermDeposits,116.0,,,
NotesAndDebenturesIssued,1294693.0,,1294693.0,
RealEstateInvestmentsOther,140758.0,140758.0,140758.0,140758.0
PreferredStockLiquidationPreference,11800316.0,11503321.0,11727972.0,11800316.0
ProvenCrudeOilAndNaturalGasProperties,22144366.0,60351500.0,41992807.0,
InventoryBuildingsAndImprovements,512000.0,512000.0,512000.0,
IncomeTaxReceivable,106000.0,25057.0,0.0,640000.0
SeriesC1PreferredStockSharesIssued,4.3,,,
Inventories,194640000.0,,,980000000.0
PrepaidTaxes,43532000.0,514000.0,909000.0,126000.0
AccountsPayableAndAccruedLiabilitiesFairValueDisclosure,16843.0,6887.0,14244.0,14244.0
WorkersCompensationClaimsLiabilityLessCurrentPortion,191521.0,201563.0,193984.0,
PropertySubjectToOrAvailableForOperatingLeaseGross,9146038.0,9033540.0,4834101.0,4665356.0
ShareSubscriptionReceived,59241.0,,104861.0,391670.0
DepositOnStockPurchase,61030.0,61030.0,61030.0,61030.0
CommonStockClassBOutstanding,0.0,0.0,,
DueToRelatedPartiesCurrent1,71920.0,,,
LoansAndLeasesReceivableAllowance,5727842.0,5278445.0,33000.0,5641227.0
SeriesCPreferredStockAuthorizedShares,10000000.0,10000000.0,,
PreferredStockSharesDesignated,550000.0,550000.0,550000.0,550000.0
ReceivablesBiocellNetOfDiscount,0.0,,,
IntangibleAssetsCurrent,7970692.0,12419692.0,7868803.0,7521523.0
LeaseRightOfUseAssetNoncurrent,1331000.0,,,
LoansReceivableNetReportedAmount,2525000.0,,,
EquityMethodInvestment,0.0,,,
RealEstateInvestmentPropertyAtCost,12721775.0,23374000.0,12721775.0,23280168.0
InventoryNet,0.0,104891.0,1510000.0,7103.0
TreasuryStockParOrStatedValuePerShare,0.4262,0.4262,,
FinancedInsurancePolicy,11187.0,,,
InventoryPrepaid,0.0,,,
OilAndGasPropertyFullCostMethodGrossSubjectToAmortization,504139740.0,,504260484.0,504529916.0
PromissoryNote,100559.0,,106510.0,100559.0
WorkersCompensationRiskPoolDepositInReceivershipNet,260000.0,1800000.0,260000.0,
PropertySubjectToOrAvailableForOperatingLeaseAccumulatedDepreciation,13703605.0,5325654.0,36675500.0,4342137.0
CashSurrenderValueOfLifeInsurance,16031000.0,15552000.0,16126000.0,16222000.0
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipment,57835.0,2782.0,0.0,
AdvancesToAffiliate,5000000.0,,0.0,0.0
LoansAndLeasesReceivableNetReportedAmount,2525000.0,461957.0,79061.0,839021000.0
MarketableSecuritiesNoncurrent,1809428.0,1809428.0,,
LandAvailableForDevelopment,414000.0,414000.0,15038115.0,19164028.0
DeferredCostsLeasingNet,27967.0,,,
SeriesCPreferredStockIssuedShares,177904.0,177904.0,,
LongTermInvestmentsAndReceivablesNet,10000.0,29000.0,7000.0,6000.0
OtherCurrentNonfinancialAssets,695313000.0,,,
SeriesC1PreferredStockSharesOutstanding,4.3,,,
RestrictedCashCurrent,8356000.0,,250000.0,250000.0
CapitalizedSoftwareDevelopmentCostsForSoftwareSoldToCustomers,0.0,,125704.0,0.0
CustomerDepositsAndDeferredRevenueShortTerm,1630000.0,1630000.0,,1545000.0
CommonStockSharesIssuable,1122311.0,1122311.0,,
ShareSubscriptionsReceivable,-5400.0,,-2369.0,
OtherNoncurrentReceivables,77.0,,,
OtherAssetsCurrent,6362.0,193000.0,621000.0,43883.0
TradeAndOtherCurrentReceivables,100000.0,0.0,0.0,26904000000.0
BankLoans,1741272.0,90260.0,0.0,0.0
NoncurrentAssets,14317000.0,0.0,,711597.0
InterestPayableCurrentAndNoncurrent,937.0,783000.0,2939000.0,444118.0
WellsInProgress,1194114.0,9858262.0,1194114.0,
OilAndGasPropertyFullCostMethodGrossNotSubjectToAmortization,6794372.0,,0.0,
SeriesCPreferredStockOutstandingShares,177904.0,177904.0,,
LiabilityForClaimsAndClaimsAdjustmentExpense,107000.0,167000.0,4108000.0,4108000.0
IntangibleAssetsNetIncludingGoodwill,25262000.0,253777000.0,253777000.0,0.0
SuretyBond,230000.0,,,
PropertySubjectToOrAvailableForOperatingLeaseNet,3811150.0,4195734.0,3162542.0,3811150.0
DeferredOfferingCosts,64236.0,497735.0,28049.0,344936.0
RestrictedCashAndCashEquivalentsNoncurrent,1602000.0,246328.0,1546000.0,1602000.0
DueFromRelatedPartiesCurrent,1228.0,,,436320.0
SeriesC1PreferredStockLiquidationPreferenceValue,1049000.0,,,
WarrantsAndRightsOutstanding,1242120.0,85833.0,85833.0,15000000.0
OtherRealEstate,27000.0,118000.0,10000.0,1671000.0
RealEstateInvestmentPropertyAccumulatedDepreciation,164894.0,564441.0,669184.0,699184.0
CommercialPapersIssued,11961.0,,11961.0,
AdvanceAssetAmount,0.0,,,
CourseDevelopmentNetOfAccumulatedAmortization,1841000.0,1724000.0,1715000.0,
EquipmentFinancingReceivablesNonCurrent,184000.0,58000.0,184000.0,184000.0
TotalAcquisitionCostss,27967.0,,,
AccruedLiabilitiesFairValueDisclosure,1324000.0,1680000.0,1363000.0,1270000.0
OtherAssetsOther,11395.0,,118759.0,105860.0
AccountsPayableAndOtherAccruedLiabilitiesCurrent,2093428.0,36067.0,53399.0,53399.0
DeferredCostsCurrentAndNoncurrent,159497.0,36141.0,116885.0,159497.0
NotesAndLoansReceivableNetCurrent,0.0,181200.0,1700.0,1000000.0
OtherPrepaidExpenseCurrent,0.0,5400.0,7000.0,1254671.0
SeriesCLiquidationPreference,97847.0,97847.0,,
OtherCurrentFinancialAssets,955000.0,3751.0,,31579000000.0
SeriesC2PreferredStockParOrStatedValuePerShare,0.001,,,
DeferredIncomeTaxAssetsNet,354233.0,843000.0,1265000.0,1265000.0
SecurityDepositsAndOtherAssets,47800.0,,,
DebtInstrumentUnamortizedDiscountPremiumNet,573279.0,0.0,,
IncomeTaxesReceivableNoncurrent,157227.0,,,
DeferredCosts,5304000.0,,154344.0,154344.0
PreferredStockLiquidationPreferenceValue,8000000.0,3969000.0,3969000.0,100000.0
ProvedOilAndGasPropertySuccessfulEffortMethod,7869918.0,5422989.0,,
RealEstateInvestmentPropertyNet,12346634.0,22295000.0,16617579.0,736000.0
SuretyBonds,230000.0,230000.0,230000.0,230000.0
DeferredContractCost,698935.0,592160.0,698936.0,843000.0
OilAndGasPropertySuccessfulEffortMethodLessAccumulatedDepletionDepreciationAndImpairment,15524353.0,5644552.0,17008211.0,
ConvertibleSubordinatedDebt,8163000.0,8163000.0,8163000.0,8163000.0
ShorttermNotesPayable,899000.0,,,
FiniteLivedTradeNamesGross,850311.0,,,
OilAndGasPropertyFullCostMethodGross,51946000.0,10446196.0,5868932.0,51946000.0
PreferredStockRedemptionAmount,2267000.0,2163000.0,2371000.0,
UnprovedOilAndGasPropertySuccessfulEffortMethod,3079492.0,3662060.0,1531515.0,
PrepaidExpenseAndOtherAssetsCurrent,480000.0,894000.0,1000.0,3242000.0
FiniteLivedIntangibleAssetsGross,297000.0,9644000.0,4437132.0,13840000.0
FiniteLivedPatentsGross,0.0,1.0,16000.0,82000.0
OilAndGasPropertySuccessfulEffortMethodNet,29872352.0,25579279.0,40401982.0,
DueToOfficersOrStockholdersCurrent,764941.0,764941.0,764941.0,347185.0
CashAndCashEquivalentsAtCarryingValue,4020.0,0.0,1335000.0,54831.0
PrepaidRent,180000.0,0.0,,180000.0
FinanceLeaseRightOfUseAsset,320000.0,,15203003.0,14298613.0
AccruedFeesAndOtherRevenueReceivable,48188.0,39901.0,18271000.0,18271000.0
TotalAcquisitionFees,200808.0,,,
OilAndGasPropertyFullCostMethodDepletion,436642215.0,,436642215.0,436642215.0
SeriesDPreferredStockSharesParValue,0.01,0.01,,
AccountsPayableAndOtherAccruedLiabilities,5999.0,106000.0,134000.0,139000.0
ChecksIssuedPayable,46482.0,41820.0,113028.0,31705.0
InvestmentOwnedAtFairValue,1523286.0,240000.0,1508928.0,240000.0
InterestReceivable,45335.0,2.0,2078000.0,2300841.0
ContingencyNote1,,,,
GoingConcernNote1,,,,
FlowThroughPremiumLiability,54000.0,,,
CashAndCashEquivalents,33157.0,445133.0,493810.0,494443.0
SubscriptionsPayableShares,276960.0,254703.0,,
SeriesC2PreferredStockSharesAuthorized,5000.0,,,
OtherRealEstateAndForeclosedAssets,284235.0,324235.0,92084.0,201386.0
RelatedPartyConvertibleNotesPayableUnamortizedDiscountPremiumNet,4422.0,0.0,,
AccountsReceivableNetCurrent,0.0,55469.0,11000.0,84000.0
CapitalizedComputerSoftwareGross,16675.0,,,
AccountsReceivableNet,577107.0,2753199.0,0.0,1437200.0
FiniteLivedIntangibleAssetsAccumulatedAmortization,147000.0,12016512.0,22000.0,2470218.0
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,960842.0,,0.0,500000.0
ContractWithCustomerAssetNetNoncurrent,0.0,1194574.0,1659110.0,1488310.0
SeriesDPreferredStockAuthorizedShares,10000000.0,10000000.0,,
PrepaidServicesWithStock,270437.0,,,
LiabilitiesForFuturePaymentOfPremiumObligations,32259575.0,30225729.0,29027987.0,
ConvertibleNotesPayableUnamortizedDiscountPremiumNet,812306.0,1098455.0,,
CurrentAssetsOtherThanAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,13489632000.0,,,8045000000.0
AccruedExpensesAndOtherCurrentLiabilities,440000.0,425000.0,978000.0,449000.0
SeriesC2PreferredStockSharesIssued,0.0,,,
CommitmentsNote8,,,,
LiabilityForFuturePolicyBenefitsAndUnpaidClaimsAndClaimsAdjustmentExpense,56197106.0,53942957.0,56197106.0,56197106.0
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,0.0,45391.0,254000.0,1080000.0
DerivativeAssets,68413.0,352713.0,67000.0,228400.0
OilAndGasPropertyFullCostMethodNet,67497525.0,8502481.0,5986850.0,5968932.0
LongTermAccountsNotesAndLoansReceivableNetNoncurrent,0.0,,,5146000.0
PrepaidExpenseCurrent,706584.0,26528.0,198245.0,145424.0
FurnitureAndFixturesGross,0.0,124369.0,1703586.0,357236.0
PrepaidExpenseAndOtherAssets,561491.0,116000.0,80247.0,13116.0
ContingencyNote12,,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,1079908.0,1230000.0,652000.0,652000.0
SubsequentEventsNote15,,,,
SeriesC2PreferredStockSharesOutstanding,3.3,,,
AccruedLegalSettlement,10000000.0,10000000.0,10000000.0,10000000.0
MaturityLiability,14253643.0,13113876.0,14253643.0,
DueToFactor,10880.0,16048.0,16524.0,59104.0
SeriesDPreferredStockIssuedShares,1751005.0,1751005.0,,
RevenuePayable,557000.0,557000.0,831000.0,850000.0
EquityMethodInvestments,741194.0,500000.0,695374.0,222000.0
SalesTaxPayableOther,0.0,,,
RestrictedCashAndCashEquivalentsAtCarryingValue,714000.0,0.0,100000.0,3225000.0
PreferredStockParOrStatedValuePerShare,0.0001,0.001,0.001,0.0001
UnearnedPremiums,79032131.0,2012000.0,85488146.0,744000.0
TreasuryStockPreferredShares,2500.0,,2500.0,
ReceivablesFromBrokersDealersAndClearingOrganizations,351972.0,12866573.0,3730196.0,4789749.0
BankOwnedLifeInsurance,19607000.0,4721782.0,19464000.0,19901000.0
BankOverdrafts,2919.0,1012.0,2919.0,
DueToOfficersOrStockholdersCurrentAndNoncurrent,148482.0,22732.0,0.0,148482.0
TemporaryEquityCarryingAmountAttributableToParent,65669000.0,64472647.0,63431000.0,64538743.0
NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,0.0,,,
PreferredStockSharesAuthorized,20000000.0,5000000.0,1000000.0,50000000.0
SeriesC2PreferredStockLiquidationPreferenceValue,0.0,,,
CurrentAssets,13489632000.0,397725.0,527193.0,527193.0
SeriesDPreferredStockOutstandingShares,1751005.0,1751005.0,,
AccountPurchaseAgreementFacility,853562.0,853562.0,526142.0,
