filed,adsh,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,accepted,prevrpt,detail,instance,nciks,aciks,yr,fik,quarter
20181016,0001654954-18-011226,1654954,AMERICAN RESOURCES CORP,7600.0,US,IN,FISHERS,46038,9002 TECHNOLOGY LANE,,606-637-3740,US,IN,FISHERS,46038,9002 TECHNOLOGY LANE,,US,FL,463914127.0,"NGFC EQUITIES, INC.",20150512.0,4-NON,0,1231.0,S-1/A,20180630,2018.0,Q2,2018-10-16 15:20:00.0,1,1,arec-20180630.xml,1,,18,11226,2018q4
20181018,0001654954-18-011350,1654954,"AFTERMASTER, INC.",3663.0,US,CA,HOLLYWOOD,90028,"6671 SUNSET BLVD., SUITE 1520",,(310) 657-4886,US,CA,HOLLYWOOD,90028,"6671 SUNSET BLVD., SUITE 1520",,US,DE,232517953.0,"STUDIO ONE MEDIA, INC.",20060330.0,4-NON,0,630.0,10-Q/A,20170930,2018.0,Q1,2018-10-18 17:24:00.0,0,1,aftm-20170930.xml,1,,18,11350,2018q4
20181018,0001654954-18-011353,1654954,"AFTERMASTER, INC.",3663.0,US,CA,HOLLYWOOD,90028,"6671 SUNSET BLVD., SUITE 1520",,(310) 657-4886,US,CA,HOLLYWOOD,90028,"6671 SUNSET BLVD., SUITE 1520",,US,DE,232517953.0,"STUDIO ONE MEDIA, INC.",20060330.0,4-NON,0,630.0,10-Q/A,20171231,2018.0,Q2,2018-10-18 17:29:00.0,0,1,aftm-20171231.xml,1,,18,11353,2018q4
20181018,0001654954-18-011354,1654954,"AFTERMASTER, INC.",3663.0,US,CA,HOLLYWOOD,90028,"6671 SUNSET BLVD., SUITE 1520",,(310) 657-4886,US,CA,HOLLYWOOD,90028,"6671 SUNSET BLVD., SUITE 1520",,US,DE,232517953.0,"STUDIO ONE MEDIA, INC.",20060330.0,4-NON,0,630.0,10-Q/A,20180331,2018.0,Q3,2018-10-18 17:31:00.0,0,1,aftm-20180331.xml,1,,18,11354,2018q4
20181019,0001654954-18-011384,1654954,Q BIOMED INC.,2834.0,US,NY,NEW YORK,10017,366 MADISON AVE.,3RD FLOOR,212-588-0022,US,NY,NEW YORK,10017,366 MADISON AVE.,3RD FLOOR,US,NV,464013793.0,"ISMO TECH SOLUTIONS, INC.",20140107.0,4-NON,0,1130.0,10-Q/A,20180831,2018.0,Q3,2018-10-19 10:45:00.0,0,1,qbio-20180831.xml,1,,18,11384,2018q4
20181022,0001654954-18-011453,1654954,AMERICAN RESOURCES CORP,7600.0,US,IN,FISHERS,46038,9002 TECHNOLOGY LANE,,606-637-3740,US,IN,FISHERS,46038,9002 TECHNOLOGY LANE,,US,FL,463914127.0,"NGFC EQUITIES, INC.",20150512.0,4-NON,0,1231.0,10-K/A,20171231,2017.0,FY,2018-10-22 16:32:00.0,0,1,arec-20171231.xml,1,,18,11453,2018q4
20181022,0001654954-18-011454,1654954,AMERICAN RESOURCES CORP,7600.0,US,IN,FISHERS,46038,9002 TECHNOLOGY LANE,,606-637-3740,US,IN,FISHERS,46038,9002 TECHNOLOGY LANE,,US,FL,463914127.0,"NGFC EQUITIES, INC.",20150512.0,4-NON,0,1231.0,10-Q/A,20180331,2018.0,Q1,2018-10-22 16:31:00.0,0,1,arec-20180331.xml,1,,18,11454,2018q4
20181024,0001654954-18-011509,1654954,WNC HOUSING TAX CREDIT FUND VI LP SERIES 10,6513.0,US,CA,IRVINE,92614-6404,17782 SKY PARK CIRCLE,,7146625565,US,CA,IRVINE,92614-6404,17782 SKY PARK CIRCLE,,,,330974362.0,,,4-NON,0,331.0,10-Q,20180930,2019.0,Q2,2018-10-24 14:02:00.0,0,1,wnchvi10-20180930.xml,1,,18,11509,2018q4
20181029,0001654954-18-011636,1654954,"BLOCKCHAIN INDUSTRIES, INC.",7389.0,US,CA,SANTA MONICA,90401,"730 ARIZONA AVE, SUITE 220",,(866) 995-7521,US,CA,SANTA MONICA,90401,"730 ARIZONA AVE, SUITE 220",,US,NV,880335407.0,"OMNI GLOBAL TECHNOLOGIES, INC.",20170829.0,4-NON,0,430.0,10-K,20180430,2019.0,FY,2018-10-26 17:53:00.0,0,1,omgt-20180430.xml,1,,18,11636,2018q4
20181029,0001654954-18-011665,1654954,"VISTAGEN THERAPEUTICS, INC.",2834.0,US,CA,SOUTH SAN FRANCISCO,94080,343 ALLERTON AVENUE,,650-577-3600,US,CA,SOUTH SAN FRANCISCO,94080,343 ALLERTON AVENUE,,US,NV,205093315.0,"EXCALIBER ENTERPRISES, LTD.",20070906.0,4-NON,0,331.0,10-Q,20180930,2019.0,Q2,2018-10-29 16:17:00.0,0,1,vtgn-20180930.xml,1,,18,11665,2018q4
20181029,0001654954-18-011671,1654954,"AMAZING ENERGY OIL & GAS, CO.",1311.0,US,TX,AMARILLO,79101,701 SOUTH TAYLOR STREET,"SUITE 470, LB 113",855-448-1922,US,TX,AMARILLO,79101,701 SOUTH TAYLOR STREET,"SUITE 470, LB 113",US,NV,820290112.0,GOLD CREST MINES INC,20060915.0,4-NON,0,731.0,10-K,20180731,2018.0,FY,2018-10-29 17:03:00.0,0,1,amaz-20180731.xml,1,,18,11671,2018q4
20181101,0001654954-18-011875,1654954,ISSUER DIRECT CORP,2750.0,US,NC,MORRISVILLE,27560,500 PERIMETER PARK DRIVE,SUITE D,9194611600,US,NC,MORRISVILLE,27560,500 PERIMETER PARK DRIVE,SUITE D,,,261331503.0,DOCUCON INC,20071002.0,4-NON,0,1231.0,10-Q,20180930,2018.0,Q3,2018-11-01 17:05:00.0,0,1,isdr-20180930.xml,1,,18,11875,2018q4
20181102,0001654954-18-011937,1654954,"BLOCKCHAIN INDUSTRIES, INC.",7389.0,US,CA,SANTA MONICA,90401,"730 ARIZONA AVE, SUITE 220",,(866) 995-7521,US,CA,SANTA MONICA,90401,"730 ARIZONA AVE, SUITE 220",,US,NV,880335407.0,"OMNI GLOBAL TECHNOLOGIES, INC.",20170829.0,4-NON,0,430.0,10-Q/A,20180131,2018.0,Q3,2018-11-02 15:22:00.0,0,1,omgt-20180131.xml,1,,18,11937,2018q4
20181102,0001654954-18-011943,1654954,VOLTARI CORP,6500.0,US,NY,NEW YORK,10153,767 FIFTH AVENUE,47TH FLOOR,212-388-5500,US,NY,NEW YORK,10153,767 FIFTH AVENUE,47TH FLOOR,US,DE,0.0,,,4-NON,0,1231.0,10-Q,20180930,2018.0,Q3,2018-11-02 16:05:00.0,0,1,vltc-20180930.xml,1,,18,11943,2018q4
20181105,0001654954-18-012009,1654954,ENDRA LIFE SCIENCES INC.,3845.0,US,MI,ANN ARBOR,48105,3600 GREEN COURT,SUITE 350,734-335-0468,US,MI,ANN ARBOR,48105,3600 GREEN COURT,SUITE 350,US,DE,260579295.0,ENDRA INC.,20160805.0,4-NON,0,1231.0,10-Q,20180930,2018.0,Q3,2018-11-05 17:24:00.0,0,1,ndrau-20180930.xml,1,,18,12009,2018q4
20181106,0001654954-18-012075,1654954,"CREXENDO, INC.",4813.0,US,AZ,TEMPE,85281,1615 S. 52ND STREET,,8012270004,US,AZ,TEMPE,85281,1615 S. 52ND STREET,,US,DE,870591719.0,IMERGENT INC,20020710.0,4-NON,0,1231.0,10-Q,20180930,2018.0,Q3,2018-11-06 17:27:00.0,0,1,exe-20180930.xml,1,,18,12075,2018q4
20181106,0001654954-18-012062,1654954,"COMMAND CENTER, INC.",7363.0,US,CO,LAKEWOOD,80235,3609 S WADSWORTH BLVD.,SUITE 250,(208) 773-7450,US,CO,LAKEWOOD,80235,3609 S WADSWORTH BLVD.,SUITE 250,US,WA,912084501.0,TEMPORARY FINANCIAL SERVICES INC,20010507.0,4-NON,0,1231.0,10-Q,20180930,2018.0,Q3,2018-11-06 16:04:00.0,0,1,ccni-20180928.xml,1,,18,12062,2018q4
20181106,0001654954-18-012031,1654954,"CELLULAR BIOMEDICINE GROUP, INC.",2836.0,US,NY,NEW YORK,10105,1345 AVENUE OF THE AMERICAS,11TH FLOOR,(408) 973-7884,US,NY,NEW YORK,10105,1345 AVENUE OF THE AMERICAS,11TH FLOOR,US,DE,861032927.0,EASTBRIDGE INVESTMENT GROUP CORP,20061019.0,2-ACC,0,1231.0,10-Q,20180930,2018.0,Q3,2018-11-06 06:27:00.0,0,1,cmbg-20180930.xml,1,,18,12031,2018q4
20181107,0001654954-18-012085,1654954,"AEMETIS, INC",2860.0,US,CA,CUPERTINO,95014,20400 STEVENS CREEK BLVD,SUITE 700,408-517-3304,US,CA,CUPERTINO,95014,20400 STEVENS CREEK BLVD,SUITE 700,US,NV,261407544.0,"AE BIOFUELS, INC.",20110714.0,4-NON,0,1231.0,10-Q,20180930,2018.0,Q3,2018-11-07 09:33:00.0,0,1,amtx-20180930.xml,1,,18,12085,2018q4
20181107,0001654954-18-012124,1654954,CHROMADEX CORP.,2833.0,US,CA,IRVINE,92618,10005 MUIRLANDS BLVD.,"STE. G, FIRST FLOOR",949-419-0288,US,CA,IRVINE,92618,10005 MUIRLANDS BLVD.,"STE. G, FIRST FLOOR",US,DE,262940963.0,"CODY RESOURCES, INC.",20070112.0,2-ACC,0,1231.0,10-Q,20180930,2018.0,Q3,2018-11-07 16:02:00.0,0,1,cdxc-20180930.xml,1,,18,12124,2018q4
20181107,0001654954-18-012152,1654954,"SUPPORT.COM, INC.",7374.0,US,CA,SUNNYVALE,94089,1200 CROSSMAN AVE,SUITE 210,650-556-9440,US,CA,SUNNYVALE,94089,1200 CROSSMAN AVE,SUITE 210,US,DE,943282005.0,SUPPORTSOFT INC,20020328.0,4-NON,0,1231.0,10-Q,20180930,2018.0,Q3,2018-11-07 16:53:00.0,0,1,sprt-20180930.xml,1,,18,12152,2018q4
20181107,0001654954-18-012158,1654954,"BK TECHNOLOGIES, INC.",3663.0,US,FL,WEST MELBOURNE,32904,7100 TECHNOLOGY DRIVE,,321-984-1414,US,FL,WEST MELBOURNE,32904,7100 TECHNOLOGY DRIVE,,US,NV,593486297.0,RELM WIRELESS CORP,19980129.0,4-NON,0,1231.0,10-Q,20180930,2018.0,Q3,2018-11-07 17:00:00.0,0,1,bkti-20180930.xml,1,,18,12158,2018q4
20181108,0001654954-18-012244,1654954,BIG ROCK PARTNERS ACQUISITION CORP.,6770.0,US,FL,DELRAY BEACH,33483,2645 N. FEDERAL HIGHWAY,SUITE 230,3107342300,US,FL,DELRAY BEACH,33483,2645 N. FEDERAL HIGHWAY,SUITE 230,US,DE,822844431.0,,,4-NON,0,1231.0,10-Q,20180930,2018.0,Q3,2018-11-08 17:16:00.0,0,1,brpau-20180930.xml,1,,18,12244,2018q4
20181108,0001654954-18-012235,1654954,PARK CITY GROUP INC,7374.0,US,UT,SALT LAKE CITY,84111,299 S. MAIN STREET,SUITE 2225,435-645-2100,US,UT,SALT LAKE CITY,84111,299 S. MAIN STREET,SUITE 2225,US,NV,371454128.0,FIELDS TECHNOLOGIES INC,20010626.0,2-ACC,0,630.0,10-Q,20180930,2019.0,Q1,2018-11-08 16:53:00.0,0,1,pcyg-20180930.xml,1,,18,12235,2018q4
20181108,0001654954-18-012227,1654954,"AUTOWEB, INC.",7370.0,US,CA,IRVINE,92612-1400,18872 MACARTHUR BLVD,SUITE 200,9492254500,US,CA,IRVINE,92612-1400,18872 MACARTHUR BLVD,SUITE 200,US,DE,330711569.0,AUTOBYTEL INC,20100628.0,4-NON,0,1231.0,10-Q,20180930,2018.0,Q3,2018-11-08 16:19:00.0,0,1,auto-20180930.xml,1,,18,12227,2018q4
20181108,0001654954-18-012226,1654954,"WNC HOUSING TAX CREDIT FUND VI, L.P., SERIES 13",6513.0,US,CA,IRVINE,92614,17782 SKY PARK CIRCLE,,714-662-5565,US,CA,IRVINE,92614,17782 SKY PARK CIRCLE,,US,CA,202355224.0,,,4-NON,0,331.0,10-Q,20180930,2019.0,Q2,2018-11-08 16:19:00.0,0,1,wncvi13-20180930.xml,1,,18,12226,2018q4
20181108,0001654954-18-012243,1654954,"KINGSTONE COMPANIES, INC.",6331.0,US,NY,KINGSTON,12401,15 JOYS LANE,,516 374-7600,US,NY,KINGSTON,12401,15 JOYS LANE,,US,DE,362476480.0,DCAP GROUP INC,20050210.0,2-ACC,0,1231.0,10-Q/A,20180930,2018.0,Q3,2018-11-08 17:16:00.0,0,1,kins-20180930.xml,1,,18,12243,2018q4
20181108,0001654954-18-012224,1654954,WNC HOUSING TAX CREDIT FUND VI LP SERIES 7,6513.0,US,CA,IRVINE,92614-6404,17782 SKY PARK CIRCLE,,7146625565,US,CA,IRVINE,92614-6404,17782 SKY PARK CIRCLE,,US,CA,330761517.0,,,4-NON,0,331.0,10-Q,20180930,2019.0,Q2,2018-11-08 16:18:00.0,0,1,wncvi7-20180930.xml,1,,18,12224,2018q4
20181108,0001654954-18-012217,1654954,LIGHTPATH TECHNOLOGIES INC,3674.0,US,FL,ORLANDO,32826,2603 CHALLENGER TECH CT,SUITE 100,4073824003,,,,,,,US,DE,860708398.0,,,4-NON,0,630.0,10-Q,20180930,2019.0,Q1,2018-11-08 16:02:00.0,0,1,lpth-20180930.xml,1,,18,12217,2018q4
20181108,0001654954-18-012199,1654954,COMMUNITY BANCORP /VT,6021.0,US,VT,DERBY,05829,4811 US ROUTE 5,,802-334-7915,US,VT,NEWPORT,05855,4811 US ROUTE 5,,US,VT,30284070.0,,,2-ACC,0,1231.0,10-Q,20180930,2018.0,Q3,2018-11-08 13:43:00.0,0,1,cmtv-20180930.xml,1,,18,12199,2018q4
20181108,0001654954-18-012225,1654954,WNC HOUSING TAX CREDIT FUND VI LP SERIES 9,6513.0,US,CA,IRVINE,92614-6404,17782 SKY PARK CIRCLE,,7146625565,US,CA,IRVINE,92614-6404,17782 SKY PARK CIRCLE,,,,330974533.0,,,4-NON,0,331.0,10-Q,20180930,2019.0,Q2,2018-11-08 16:18:00.0,0,1,wnchvi9-20180930.xml,1,,18,12225,2018q4
20181108,0001654954-18-012186,1654954,PEOPLES BANCORP OF NORTH CAROLINA INC,6022.0,US,NC,NEWTON,28658-4007,518 WEST C STREET,PO BOX 467,8284645620,US,NC,NEWTON,28658-0467,PO BOX 467,,US,NC,562132396.0,,,2-ACC,0,1231.0,10-Q,20180930,2018.0,Q3,2018-11-08 11:09:00.0,0,1,pebk-20180930.xml,1,,18,12186,2018q4
20181109,0001654954-18-012330,1654954,MONOPAR THERAPEUTICS,2834.0,US,IL,NORTHBROOK,60062,"5 REVERE DRIVE, SUITE 200",,6143958936,US,IL,NORTHBROOK,60062,"5 REVERE DRIVE, SUITE 200",,US,DE,320463781.0,,,4-NON,0,1231.0,10-Q,20180930,2018.0,Q3,2018-11-09 16:47:00.0,0,1,mono-20180930.xml,1,,18,12330,2018q4
20181109,0001654954-18-012328,1654954,ATRION CORP,3841.0,US,TX,ALLEN,75002,ONE ALLENTOWN PARKWAY,,9723909800,US,TX,ALLEN,75002,ONE ALLENTOWN PARKWAY,,US,DE,630821819.0,ALATENN RESOURCES INC,19920703.0,1-LAF,0,1231.0,10-Q,20180930,2018.0,Q3,2018-11-09 16:43:00.0,0,1,atri-20180930.xml,1,,18,12328,2018q4
20181109,0001654954-18-012323,1654954,PALATIN TECHNOLOGIES INC,2834.0,US,NJ,CRANBURY,08512,4B CEDAR BROOK DRIVE,,609-495-2200,US,NJ,CRANBURY,08512,4B CEDAR BROOK DRIVE,,US,NJ,954078884.0,INTERFILM INC,19930825.0,2-ACC,0,630.0,10-Q,20180930,2019.0,Q1,2018-11-09 16:32:00.0,0,1,ptn-20180930.xml,1,,18,12323,2018q4
20181109,0001654954-18-012322,1654954,PGI INC,6500.0,US,MO,ST LOUIS,63105,212 SOUTH CENTRAL,SUITE 100,3145128650,US,MO,ST LOUIS,63105,212 SOUTH CENTRAL,SUITE 100,US,FL,590867335.0,PUNTA GORDA ISLES INC,19900403.0,4-NON,0,1231.0,10-Q,20180930,2018.0,Q3,2018-11-09 16:31:00.0,0,1,pgai-20180930.xml,1,,18,12322,2018q4
20181109,0001654954-18-012327,1654954,"AZURRX BIOPHARMA, INC.",2834.0,US,NY,BROOKLYN,11226,760 PARKSIDE AVENUE,SUITE 304,646-699-7855,US,NY,BROOKLYN,11226,760 PARKSIDE AVENUE,SUITE 304,US,DE,0.0,"BIOPHARMA D'AZUR, INC.",20140331.0,4-NON,0,1231.0,10-Q,20180930,2018.0,Q3,2018-11-09 16:42:00.0,0,1,azrx-20180930.xml,1,,18,12327,2018q4
20181109,0001654954-18-012310,1654954,"WRAP TECHNOLOGIES, INC.",3480.0,US,NV,LAS VEGAS,89103,"4620 ARVILLE STREET, STE E",,800-583-2652,US,NV,LAS VEGAS,89103,"4620 ARVILLE STREET, STE E",,US,DE,980551945.0,,,4-NON,0,1231.0,10-Q,20180930,2018.0,Q3,2018-11-09 16:15:00.0,0,1,wrap-20180930.xml,1,,18,12310,2018q4
20181109,0001654954-18-012307,1654954,TORCHLIGHT ENERGY RESOURCES INC,1311.0,US,TX,PLANO,75093,"5700 W. PLANO PARKWAY, SUITE 3600",,(214) 432-8002,US,TX,PLANO,75093,"5700 W. PLANO PARKWAY, SUITE 3600",,US,NV,743237581.0,"POLE PERFECT STUDIOS, INC.",20080409.0,2-ACC,0,1231.0,10-Q,20180930,2018.0,Q3,2018-11-09 16:06:00.0,0,1,trch-20180930.xml,1,,18,12307,2018q4
20181109,0001654954-18-012303,1654954,"TG THERAPEUTICS, INC.",2834.0,US,NY,NEW YORK,10014,"2 GANSEVOORT STREET, 9TH FLOOR",,(212) 554-4484,US,NY,NEW YORK,10014,"2 GANSEVOORT STREET, 9TH FLOOR",,US,DE,363898269.0,MANHATTAN PHARMACEUTICALS INC,20030310.0,2-ACC,0,1231.0,10-Q,20180930,2018.0,Q3,2018-11-09 16:01:00.0,0,1,tgtx-20180930.xml,1,,18,12303,2018q4
20181109,0001654954-18-012275,1654954,TEUCRIUM COMMODITY TRUST,6221.0,US,DE,WILMINGTON,19801,115 CHRISTINA LANDING DRIVE,UNIT 2004,302-543-5977,US,DE,WILMINGTON,19801,115 CHRISTINA LANDING DRIVE,UNIT 2004,,,0.0,,,2-ACC,0,1231.0,10-Q,20180930,2018.0,Q3,2018-11-09 11:20:00.0,0,1,tct-20180930.xml,1,,18,12275,2018q4
20181109,0001654954-18-012319,1654954,F&M BANK CORP,6022.0,US,VA,TIMBERVILLE,22853,P.O. BOX 1111,,540-896-8941,US,VA,TIMBERVILLE,22853,P. O. BOX 1111,,US,VA,541280811.0,,,4-NON,0,1231.0,10-Q,20180930,2018.0,Q3,2018-11-09 16:25:00.0,0,1,fmbm-20180930.xml,1,,18,12319,2018q4
20181113,0001654954-18-012513,1654954,OXBRIDGE RE HOLDINGS LTD,6331.0,KY,,GEORGETOWN,KY1-9006,"STRATHVALE HOUSE, 2ND FLOOR, PO BOX 469",90 NORTH CHURCH STREET,345-749-7570,KY,,GEORGETOWN,KY1-9006,"STRATHVALE HOUSE, 2ND FLOOR, PO BOX 469",90 NORTH CHURCH STREET,KY,,981150254.0,,,4-NON,0,1231.0,10-Q,20180930,2018.0,Q3,2018-11-13 16:03:00.0,0,1,oxbr-20180930.xml,1,,18,12513,2018q4
20181113,0001654954-18-012550,1654954,"FLUX POWER HOLDINGS, INC.",3690.0,US,CA,VISTA,90281,985 POINSETTIA AVE,SUITE A,877-505-3589,US,CA,VISTA,90281,985 POINSETTIA AVE,SUITE A,US,NV,860931332.0,"LONE PINE HOLDINGS, INC",20090415.0,4-NON,0,630.0,10-Q,20180930,2019.0,Q1,2018-11-13 17:22:00.0,0,1,flux-20180930.xml,1,,18,12550,2018q4
20181113,0001654954-18-012545,1654954,"SHARPSPRING, INC.",7372.0,US,FL,GAINESVILLE,32601,550 SW 2ND AVENUE,,(352) 502-4030,US,FL,GAINESVILLE,32601,550 SW 2ND AVENUE,,US,DE,50502529.0,"SMTP, INC.",20101123.0,4-NON,0,1231.0,10-Q,20180930,2018.0,Q3,2018-11-13 17:15:00.0,0,1,shsp-20180930.xml,1,,18,12545,2018q4
20181113,0001654954-18-012535,1654954,"KRAIG BIOCRAFT LABORATORIES, INC",2820.0,US,MI,ANN ARBOR,48104,2723 SOUTH STATE STREET,SUITE 150,(734) 619-8066,US,MI,ANN ARBOR,48104,2723 SOUTH STATE STREET,SUITE 150,US,WY,830459707.0,,,4-NON,0,1231.0,10-Q,20180930,2018.0,Q3,2018-11-13 16:33:00.0,0,1,kblb-20180930.xml,1,,18,12535,2018q4
20181113,0001654954-18-012532,1654954,"FUSION CONNECT, INC.",7372.0,US,NY,NEW YORK,10170,420 LEXINGTON AVENUE,SUITE 1718,(212) 201-2400,US,NY,NEW YORK,10170,420 LEXINGTON AVENUE,SUITE 1718,US,DE,582342021.0,FUSION TELECOMMUNICATIONS INTERNATIONAL INC,19981001.0,4-NON,0,1231.0,10-Q,20180930,2018.0,Q3,2018-11-13 16:22:00.0,0,1,fsnn-20180930.xml,1,,18,12532,2018q4
20181113,0001654954-18-012525,1654954,MYMETICS CORP,2836.0,CH,,EPALINGES,CH-1066,EUROPEAN EXECUTIVE OFFICE,"4, ROUTE DE LA CORNICHE",011-41-21-653-45-35,CH,,EPALINGES,CH-1066,EUROPEAN EXECUTIVE OFFICE,"4, ROUTE DE LA CORNICHE",US,DE,251741849.0,ICHOR CORP,19970407.0,4-NON,0,1231.0,10-Q,20180930,2018.0,Q3,2018-11-13 16:12:00.0,0,1,mymx-20180930.xml,1,,18,12525,2018q4
20181113,0001654954-18-012523,1654954,WILLAMETTE VALLEY VINEYARDS INC,2080.0,US,OR,TURNER,97392,8800 ENCHANTED WAY S E,,5035889463,US,OR,TURNER,97392,8800 ENCHANTED WAY SE,,US,OR,930981021.0,,,4-NON,0,1231.0,10-Q,20180930,2018.0,Q3,2018-11-13 16:11:00.0,0,1,wvvi-20180930.xml,1,,18,12523,2018q4
20181113,0001654954-18-012555,1654954,"MABVAX THERAPEUTICS HOLDINGS, INC.",2834.0,US,CA,SAN DIEGO,92121,11535 SORRENTO VALLEY ROAD,SUITE 400,8582599405,US,CA,SAN DIEGO,92121,11535 SORRENTO VALLEY ROAD,SUITE 400,US,DE,930987903.0,TELIK INC,20000313.0,4-NON,0,1231.0,10-Q,20180930,2018.0,Q3,2018-11-13 17:30:00.0,0,1,mbvx-20180930.xml,1,,18,12555,2018q4
20181113,0001654954-18-012514,1654954,NOBLE ROMANS INC,5812.0,US,IN,INDIANAPOLIS,46204,ONE VIRGINIA AVE,STE 800,3176343377,US,IN,INDIANAPOLIS,46204,ONE VIRGINIA AVENUE,SUITE 800,US,IN,351281154.0,,,5-SML,0,1231.0,10-Q,20180930,2018.0,Q3,2018-11-13 16:05:00.0,0,1,nrom-20180930.xml,1,,18,12514,2018q4
