,2009q2,2009q3,2009q4,2010q1,2010q2,2010q3,2010q4,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,2017q1,2017q2,2017q3,2017q4,2018q1,2018q2,2018q3,2018q4,2019q1,2019q2,2019q3,2019q4,2020q2,2020q3
TransferAgentFees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1215.0,,,1670.0,1215.0,1015.0,,,,,,,,,,
ConsultingServicesExpense,,,,,,,,,,,,,,,,,,,,,,,,,,9750.0,37440.0,177540.0,,,,,,,,,,,,,,,,
OtherNonoperatingIncomeExpense,,,,,,,,,,,,,,15312.0,6840.0,5555.0,21517.0,15312.0,-1554.0,-9949.0,32695.0,709580.0,,,,26805.0,0.0,87825.0,300.0,,221.0,-2814.0,,-10120.0,,2952.0,,,,-10120.0,-39506.0,-27570.0,330.0,
TravelAndEntertainmentExpense,,,,,,,,,676319.0,162376.0,,,,,,,,,,,,16681.0,,,,,,,642.0,2695.0,6433.0,4793.0,10544.0,10544.0,,,,,,,,,,
OtherGeneralAndAdministrativeExpense,,,,,,,,,1674626.0,,,,,,,,,,,,,,,,,,,,919.0,13071.0,4183.0,1120.0,20347.0,8278.0,,,,,,1866.0,1695.0,1459.0,,
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,,,,,,,,,,,,420.0,9358.0,,2500.0,,0.0,9778.0,9778.0,,,,-329.0,14260.0,23252.0,23252.0,,14260.0,,21685.0,-1567.0,-1567.0,,-22359.0,,-2084.0,-24442.0,
CorporateCommunicationsExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UtilitiesCosts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924.0,2229.0,3341.0,,,,,,,,,,,,,
CostmethodInvestmentsOtherThanTemporaryImpairment,,,,,,,,,,,,,,,,,,,,,,,,,,,1150000.0,1150000.0,510000.0,,,,,,,,,,,,,,,
DerivativeGainLossOnDerivativeNet,,,,,,,,,,,,,,,,,,,,,,,145632.0,,892614.0,708506.0,145632.0,-3258891.0,892614.0,,907999.0,,438792.0,-370306.0,,-3258891.0,-75824.0,,7854249.0,8255968.0,,121390.0,3614566.0,130961.0
ManagementConsultingExpenseRelatedParties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108000.0,,,,,,,,,,,,,,,
AmortizationOfIntangibleAssets,,,,,,,,,,,,,,,,,,8544.0,,,,,,,,,,,850.0,54188.0,108376.0,425.0,850.0,261591.0,,,,,,532893.0,,,,
ManagementFeeExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25500.0,,,,,,30000.0,71000.0,30000.0,791.0,,71000.0,7500.0,16400.0,104331.0,56430.0
ProfessionalFees,,,,,,,,,13668090.0,15302520.0,1500.0,641393.0,,,,25304.0,65500.0,,,,9950.0,70610.0,364605.0,5829.0,2740.0,13190.0,37531.0,22545.0,9457.0,45739.0,45730.0,611.0,193.0,1483.0,,,,,14549.0,2898.0,31845.0,47948.0,,
Depreciation,,,,,,,,,,,5386.0,8065.0,15339.0,2693.0,2671.0,8065.0,,,,,,,24283.0,72978.0,57.0,101659.0,,23.0,21721.0,321.0,426.0,15470.0,6984.0,6137.0,230.0,1251.0,138.0,24579.0,,25371.0,138.0,415.0,300.0,3716.0
InterestExpense,,,,,,,,,13299.0,-229573.0,-456110.0,-220634.0,-908375.0,-229573.0,1055.0,-676745.0,17859.0,3666.0,5036.0,75444.0,12659.0,167669.0,16332.0,144762.0,49663.0,6843.0,79739.0,66162.0,570037.0,11739.0,34554.0,272538.0,1073338.0,98337.0,,50243.0,5235.0,220468.0,280784.0,3246.0,102437.0,3140.0,,125999.0
PrivatePlacementExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372000.0,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,,,,,,,,,,,-154314.0,-75416.0,-111357.0,-332226.0,-132070.0,-52877.0,-262811.0,-2414147.0,493760.0,20120.0,-1001634.0,-401134.0,493760.0,-5217894.0,-6007772.0,-401134.0,-214570.0,-720673.0,-789878.0,,-214570.0,,-720673.0,-1321431.0,-1756317.0,,-921360.0,-1388129.0,-210688.0,-2870013.0,-725714.0
ResearchAndDevelopmentExpense,,,,,,,,,4927.0,,,87294.0,,39036.0,68011.0,13307.0,119163.0,,,,13307.0,,,,,15000.0,,,,,,,,,,,,,,,,,,
WarrantExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,1354015.0,,,,,,,,,,,,,,,,
GeneralAndAdministrativeExpense,,,,,,,,,,399561.0,62069.0,0.0,156570.0,298065.0,97102.0,4033.0,446231.0,85799.0,1588894.0,1011016.0,2101497.0,54806.0,446231.0,,1744263.0,6753.0,1744263.0,164887.0,70350.0,,,,1809121.0,,7831.0,1187379.0,,,9781.0,,,462963.0,136317.0,42250.0
OperatingExpenses,,,,,,,,,29791040.0,469130.0,14944.0,1187210.0,16024.0,335255.0,606340.0,18432.0,1250017.0,1854706.0,556387.0,1011465.0,15997.0,1052940.0,312087.0,22806.0,6175.0,20391.0,1596727.0,57791.0,2819009.0,500964.0,1796474.0,1251504.0,1701651.0,2797870.0,16606.0,7139172.0,,2797870.0,,4886421.0,6680317.0,17737328.0,131677.0,172312.0
DividendsPreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,20000.0,,60000.0,,20000.0,40000.0,,20000.0,,80000.0,75315.0,60000.0,,146260.0,129794.0,180842.0,61690.0,26632.0
OperatingIncomeLoss,,,,,,,,,-903696.0,-1295621.0,-55775.0,-49418.0,-1229535.0,187634.0,-89568.0,73047.0,-364921.0,-63678.0,-233008.0,-1621465.0,-3952.0,-654457.0,15755.0,-229318.0,-13431.0,-187389.0,97599.0,-343743.0,-1291491.0,-217160.0,-712323.0,-514526.0,-1504752.0,-46977.0,-7831.0,-2276982.0,-36242.0,-558398.0,-505326.0,-2523491.0,-24013.0,-279770.0,-228147.0,-68168.0
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,,,,,,-362905.0,-609303.0,-1714713.0,-2067392.0,-693427.0,-1572873.0,-1714713.0,,,,,,,-2067392.0,,,,-180624.0,-1314769.0,-7552111.0,-234570.0,-760673.0,-1540919.0,-2916311.0,-376071.0,,-2122504.0,-580785.0,-155942.0,,-2632374.0,-1165107.0,-912139.0,-10286380.0,216086.0
InterestIncomeExpenseNet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56.0,,,-3750.0,14795.0,-7500.0,45000.0,,-7500.0,,,,-55101.0,-10069.0,,
EarningsPerShareBasic,,,,,,,,,,,0.0,,-0.14,,,,-0.12,0.0,0.0,0.0,0.0,0.01,0.0,0.0,-0.03,-0.01,0.0,0.0,-0.07,-0.04,0.0,-0.01,,-0.02,,-0.02,-0.11,0.0,,-1.62,-0.01,0.0402,0.16,0.0
OtherNonoperatingIncome,,,,,,,,,,,,,,,,,,,,22000.0,22000.0,22000.0,,,,,221.0,,5128.0,,,,,,,,1422.0,136.0,,,0.0,,,
EarningsPerShareDiluted,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,0.0,-0.01,,0.0,0.0,0.01,0.0,-0.04,-0.01,-0.01,,0.0,,-0.07,-0.01,0.0,,0.0,-0.01,-0.01,0.0,-0.01
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,,,54358.0,8808.0,,,8807.0,0.0,,4715.0,8807.0,,,0.0,,4393.0,4393.0,,5000.0,,,,,-559867.0,,-559867.0,107081.0,,137054.0,270822.0,5750.0,,-20545.0,
NonoperatingIncomeExpense,,,,,,,,,,,-7052.0,-544896.0,-33575.0,,-2559.0,-18762.0,-15868.0,-12422.0,2437.0,13461.0,-974.0,-791212.0,-791212.0,0.0,-48874.0,-33647.0,,-349882.0,441369.0,2590.0,-8350.0,-275352.0,,-5208326.0,-1064678.0,-5208326.0,-656592.0,-656592.0,-189611.0,-1261468.0,-296648.0,-3140.0,-166559.0,-296648.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,-15130980.0,-1853724.0,,-27021621.0,,,,,,,,,,-479520.0,,46187.0,-20391.0,-54142.0,-1504405.0,-1287098.0,-158351.0,,,-1154285.0,-18653.0,-1096608.0,-15300.0,-111677.0,-135689.0,-1154285.0,,-111677.0,-116138.0,-25085.0,-116138.0,-505152.0
WeightedAverageNumberOfSharesOutstandingBasic,,,,,,,,,,,62753972.0,67911180.0,74520248.0,,279675295.0,71078136.0,73352334.0,78451650.0,87223215.0,81236894.0,26200000.0,18098869.0,105790195.0,21859995.0,26200000.0,26200000.0,76853464.0,56090117.0,104363874.0,129899595.0,129899595.0,105790195.0,335710079.0,106255568.0,,2885798.0,2694299.0,130252778.0,41328152.0,137512588.0,137512588.0,140851262.0,124136135.0,12349447.0
IncomeTaxExpenseBenefit,,,,,,,,,-52805.0,,,0.0,,1616.0,,0.0,1662.0,,,,,0.0,1600.0,,,,1600.0,,,,,,,,,,,-78815.0,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,,,,,,,,,,,74520248.0,73068388.0,69934953.0,,,74511549.0,73352334.0,11218180.0,73352334.0,86931169.0,,77398919.0,96135126.0,86985754.0,,105790195.0,98879655.0,56090117.0,104363874.0,105790195.0,105790195.0,105790195.0,,130252778.0,,106255568.0,132710431.0,130252778.0,991333336.0,124136135.0,137512588.0,140851262.0,137512588.0,137512588.0
NetIncomeLoss,,,,,,,,,,,-57990.0,-27021621.0,-35451.0,-127041.0,-1085909.0,-5728.0,,-354163.0,-407642.0,-218270.0,-981287.0,-174758.0,-406292.0,-229318.0,-20391.0,-1599297.0,-110951.0,-44455.0,-1287098.0,-17474.0,-506103.0,-1480919.0,-23143.0,-89413.0,-116138.0,-244178.0,-1011607.0,-1154285.0,3347781.0,-126558.0,-250606.0,-90723.0,-16114.0,-72588.0
EarningsPerShareBasicAndDiluted,,,,,,,,,-0.47,0.0,0.0,-0.08,-0.02,0.0,,0.0,-0.01,0.0,0.0,-0.11,-0.11,-0.03,-0.01,,0.0,0.0,-0.09,,-0.08,-0.03,-0.04,-0.01,-0.01,-0.1,0.0,-0.01,-0.01,0.0,,-0.02,0.0,0.0,0.0,0.0
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,,,,,,,,96135126.0,2384407.0,743293205.0,96135126.0,88007611.0,11306667.0,9222607.0,100384960.0,86934233.0,,914368.0,86760000.0,86822000.0,15702037.0,90031869.0,471080.0,2355400.0,2442404.0,11112421.0,11112421.0,54974977.0,19220608.0,55824970.0,122413803.0,52000000.0,,19220608.0,103804390.0,15656201.0,52000000.0,50562551.0
SalesRevenueServicesNet,,,,,,,,,,,,,,,,,,165399.0,,,447091.0,,,,,,,,,,,,,0.0,,375.0,,,,,,,,
SubscriptionRevenue,,,,,,,,,,,194889.0,325433.0,136354.0,,,673650.0,118237.0,609951.0,255153.0,0.0,,0.0,0.0,27625.0,,63451.0,13285.0,18996.0,,,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,,,,,,,,,,,,,,,,,,,,,,,-349914.0,-30306.0,,,,,,,,,-244178.0,,,-46977.0,-355341.0,,,-8962.0,
DepreciationNonproduction,,,,,,,,,,2693.0,,,,,,,,,,,,,,,,,23.0,23.0,,,,,,,,,,,,,,,,
OilAndGasSalesRevenue,,,,,,,,,,,,,,,,,,,524881.0,,,234058.0,,,,,102612.0,,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperations,,,,,,,,,,,-943121.0,-144984.0,-165752.0,-37851.0,-173339.0,-198939.0,-41178.0,-388687.0,-368740.0,-1670813.0,-926356.0,-1246025.0,345532.0,,,-84148.0,-61683.0,-210719.0,,,,,,,,-4315032.0,-189611.0,,2231803.0,-4315032.0,,,-1694533.0,
SalesRevenueNet,,,,,,,,,0.0,0.0,14073.0,148811.0,116649.0,,,190837.0,86105.0,619309.0,405958.0,213351.0,,2689885.0,2118896.0,238701.0,163911.0,,615085.0,112907.0,,,,,,,,,,,,,,,,
ManagementConsultingExpense,,,,,,,,,,,,,,,,,,,,,,259243.0,,,,16000.0,,50738.0,,,,,,,,,,,,,,,,
LeaseAndRentalExpense,,,,,,,,,14340.0,19073.0,,,,,,,,46254.0,,,74305.0,17847.0,,,,137298.0,0.0,,,,,,,103423.0,,,,,,,,896066.0,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,,,,,,,,,,,,,,,,,-982.0,,,36.0,,,,,-224.0,,,,,,,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,,,,,,,,,,,,,,,,,,,,,,,,-37091.0,-65115.0,,,,,,,,,,,,,,,,
ProductionTaxes,,,,,,,,,,,,,,,,,,,,,,,,,,48616.0,0.0,,,,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,,,,,,,,,1394998.0,,-1015673.0,-671704.0,-338092.0,,,50271.0,-176941.0,-159565.0,,,-75808.0,,,,,-346508.0,-113226.0,,,,,,,,,,,,,,,-46128.0,214694.0,214694.0
MarketableSecuritiesUnrealizedGainLoss,,,,,,,,,,,,,,,,,,,,,,,,,,,18578.0,14354.0,,,,,,,,,,,,,,,,
ProceedsFromDivestitureOfBusinesses,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,,,,,,1800.0,-6169.0,-10806.0,,,-99501.0,-2556.0,,,27741.0,,147484.0,17205.0,11380.0,,-284885.0,-65919.0,-84428.0,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,,,,,,,,0.0,-0.02,-0.02,,,-0.02,0.0,-0.01,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,
AssetImpairmentCharges,,,,,,,,,,,,,,,,,,,,,,,,27368.0,7814365.0,27368.0,0.0,,,,,,,,,,,,,,,732948.0,,
ExplorationExpense,,,,,,,,,,,,,,,,,,,,,,,,,,78403.0,-18842.0,,,,,,,,,,,,,,,76282.0,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,-0.11,0.01,0.01,0.01,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,,,,,,,,,,,,,-0.11,,0.0,-0.08,-0.11,0.0,0.0,,,0.0,0.0,,,,,,,,,-0.07,,-0.07,-1.5,,,0.16,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,
GainLossOnDispositionOfAssets1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,-320399.0,,
InterestAndOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,61.0,,211.0,,,,,,,,,,,,,,,2844.0,,
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.01,,,0.0,0.0,,,,,,,,,-0.01,,0.0,-1.5,,,-0.02,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,,,,,,,,,,,,,,,0.01,,,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,
ProfitLoss,,,,,,,,,,-349532.0,-459458.0,,0.0,,,,-237659.0,,,,,,,,,-1004473.0,-1521934.0,,,,,,,,,,,,-785770.0,-1819106.0,,786891.0,-1703495.0,-159067.0
ImpairmentOfFarmoutExpenses,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FeesAndCommissionsOther,,,,,,,,,,,97235.0,41349.0,368256.0,,,203188.0,103817.0,203188.0,103817.0,26912.0,,18974.0,12755.0,44223.0,,,,,,,,,,,,,,,,,,,,
FilingFees,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,953.0,,,3800.0,1000.0,,,1722.0,2000.0,,
InvestmentAdvisoryFees,,,,,,,,,,74970.0,56100.0,46963.0,242472.0,54892.0,131071.0,43363.0,,,,,,,242472.0,,,,,,,,,,178328.0,,,109194.0,,,,,,,,
PremiumsEarnedNet,,,,,,,,,,499039.0,239793.0,681160.0,929355.0,255040.0,221576.0,225084.0,,,,,,,1203318.0,,,,,,,,,,859717.0,,,,,,,,,,,
SeminarsAndMentoring,,,,,,,,,,,103796.0,278330.0,199703.0,,,616483.0,141580.0,478033.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,
NetInvestmentIncome,,,,,,,,,-267557.0,70017.0,135099.0,207468.0,279410.0,58989.0,65082.0,207468.0,,,,,,,279410.0,,,,,,,,,,226192.0,,,493829.0,,,,,,,,
RealizedInvestmentGainsLosses,,,,,,,,,,12093.0,2626.0,26994.0,116187.0,11426.0,14455.0,-2363.0,,,,,,,43238.0,,,,,,,,,,-45206.0,,,-79060.0,,,,,,,,
OtherIncome,,,,,,,,,,645.0,6188.0,7623.0,19193.0,645.0,15240.0,368.0,29094.0,,,347.0,29094.0,5000.0,300.0,5693.0,15678.0,,,,,,,,75568.0,,,160493.0,,,,,,,,
WeightedAverageNumberOfCommonStockOutstanding,,,,,,,,,,,4280000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncurredClaimsPropertyCasualtyAndLiability,,,,,,,,,,60413.0,43183.0,50386.0,204323.0,60413.0,43183.0,153982.0,,,,,,,181414.0,,,,,,,,,,968017.0,,,179335.0,,,,,,,,
ForeignCurrencyTransactionLossBeforeTax,,,,,,,,,,,6402.0,6021.0,24320.0,,,18762.0,6402.0,34.0,18762.0,,,,,,,,,,,,,,,,,,,,,,,,,
InsurancePolicyAcquisitionCosts,,,,,,,,,,84919.0,68389.0,71876.0,311385.0,84919.0,153308.0,65868.0,,,,,,,311385.0,,,,,,,,,,298756.0,,,284127.0,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,,,,,,,,,-74352.0,-25064.0,-111063.0,,,-99130.0,,23620.0,,,,,,,,,,,,,,,,,,,,,,,,-58964.0,35277.0,35277.0
PreferredStockDividendsAndOtherAdjustments,,,,,,,,,,-123129.0,-87825.0,-98610.0,-14069.0,0.0,-28719.0,-43374.0,,,,,,,-57855.0,,,,,,,,,,65374.0,,,65374.0,,,,,,,,
AccretionOfMandatorilyRedeemableConvertiblePreferredStockIncludingAccruedDividends,,,,,,,,,,-34705.0,-70104.0,,,,-18752.0,-95542.0,,,,,,,-74774.0,,,,,,,,,,77811.0,,,84492.0,,,,,,,,
AccruedDividendsOnSeriesCPreferredStockEquity,,,,,,,,,,-204564.0,-383858.0,-215190.0,-781062.0,-221474.0,-415500.0,-630690.0,,,,,,,-847833.0,,,,,,,,,,-1072461.0,,,,,,,,,,,
WeightedAverageSharesOutstandingBasicAndDiluted,,,,,,,,,,,252842859.0,101674121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CostOfServices,,,,,,,,,,,,,,14177.0,101053.0,30408.0,202780.0,20037.0,49002.0,147464.0,60829.0,14037.0,168623.0,43764.0,,,,,,,,,,,,,,,,,,,,
AssetRetirementObligationAccretionExpense,,,,,,,,,,,,,,,,,72122.0,,,,,72122.0,72122.0,,,,,,,,,,,,,,,,,,,,,
OilAndGasPropertyDepreciationAndDepletion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoodwillImpairmentLoss,,,,,,,,,,,,,339195.0,,,,,,,,,,,,,7780336.0,,,,,,,,,,,,,,,,,6760767.0,
LitigationSettlementExpense,,,,,,,,,,,,,,,,,704247.0,,,,,570.0,704247.0,570.0,,,,,,,,,,,,,,,,,,,,
IncomeLossAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeTaxesPaid,,,,,,,,,,,,,,-1662.0,,,,,,,,,,-1600.0,,,,,,,,,,,,,,,,,,,,
CurrentIncomeTaxExpenseBenefit,,,,,,,,,,,,,,,,-6930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeightedAverageNumberOfCommonSharesOutstanding,,,,,,,,,,,,,,,,,11773206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
RevenueFromRelatedParties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754379.0,,1771529.0,2028317.0,754379.0,,128164.0,546884.0,397438.0,267575.0,71401.0
TotalRevenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4549827.0,5474359.0,6875929.0,2653007.0,4807568.0
OfficersCompensation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000.0,60000.0,90000.0,,
OperatingLeaseExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25500.0,51000.0,30564.0,,
ComputerProgrammingExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,,,,1000.0,1000.0,,
ProfessionalAndContractServicesExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,95053.0,,
LegalFees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16580.0,,37550.0,31190.0,26510.0,39580.0,53615.0,,39580.0,86907.0,20165.0,3000.0,49791.0
InvestmentCompanyRegistrationExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7901.0,12500.0,,,7901.0,6630.0,6500.0,130.0,
TransferAgentExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,6121.0,,
CostsAndExpenses,,,,,,,,,16170568.0,19897060.0,,1604407.0,,,,,,,,,,,,,,,,,,,,611.0,55938.0,39430.0,91138.0,19697.0,89607.0,8474.0,,357997.0,161309.0,28551.0,35118.0,87815.0
InterestIncomeOther,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2340.0,0.0,,
InducedConversionOfConvertibleDebtExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpenseDebt,,,,,,,,,-208677.0,-114918.0,,40157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
OtherNonoperatingExpense,,,,,,,,,,,,,,,,,,,,,,,17815.0,17815.0,,,,,,,,,,70000.0,1328000.0,,14111.0,,,70000.0,,,,132593.0
RevenueFromContractWithCustomerExcludingAssessedTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486108.0,3446042.0,6188320.0,,,,,11474.0,690653.0
CostOfGoodsAndServicesSold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264295.0,,,0.0,0.0
InterestExpenseRelatedParty,,,,,,,,,,,,,,,,,,,,,974.0,133.0,,240.0,240.0,1102.0,,,,,,,,,,,,,,,,,,2366.0
AmortizationOfDebtDiscountPremium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55081.0,67712.0
AmortizationOfFinancingCosts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6500.0,
NetIncomeLossAttributableToNoncontrollingInterest,,,,,,,,,,,,,0.0,,,,,,,,,,,,,-11977.0,,,,,,,,,,,,,-179126.0,-422375.0,,-4722.0,,-3232.0
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4342.0,1067.0,-3755.0
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742832.0,-124857.0,218449.0
CostOfGoodsSold,,,,,,,,,,,,0.0,,,,,,,,,,3240.0,,4410.0,,350.0,,65522.0,,,,,,,,,,,,,,,,
SellingAndMarketingExpense,,,,,,,,,,,,,,,,,,,,,,,,,,150094.0,,1043.0,,,,,,,,,,,,,,,,
WriteOffOfDeferredDebtIssuanceCost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WriteoffOfAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WriteoffOfInventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,93949.0,,,,,,,,,,,,,,,,
WriteoffOfIntangibleAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,73765.0,,,,,,,,,,,,,,,,
