,2009q2,2009q3,2009q4,2010q1,2010q2,2010q3,2010q4,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,2017q1,2017q2,2017q3,2017q4,2018q1,2018q2,2018q3,2018q4,2019q1,2019q2,2019q3,2019q4,2020q2,2020q3
AmortizationOfIntangibleAssets,,,,,,,,,26000.0,19185.0,0.0,19185.0,2056.0,0.0,0.0,0.0,39003.0,1225000.0,4733000.0,0.0,54583.0,1180000.0,4100000.0,20055.0,10000.0,3900000.0,4951000.0,2822000.0,265547.0,10000.0,6500000.0,381000.0,482000.0,2817000.0,5800000.0,705512.0,11800000.0,8293000.0,11038000.0,0.0,100.0,5499.0,810.0,3700000.0
ExplorationExpenditures,,,,,,,,,,42177.0,184627.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LossOnSalesOfUnprovedInterestsNet,,,,,,,,,,,0.0,,,-153130.0,-153130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ExplorationMiningPropertyGoldfieldUsa,,,,,,,,,,1545.0,454374.0,302359.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ManagementFees,,,,,,,,,,3000.0,57000.0,9000.0,,12000.0,6000.0,72000.0,,3000.0,81000.0,9000.0,,12000.0,3000.0,3000.0,,12000.0,3000.0,9000.0,,12000.0,6000.0,3000.0,,,,111655.0,,,,140000.0,30000.0,30000.0,32841.0,30859.0
BusinessTaxAndSurcharges,,,,,,,,,,-227.0,-6342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrEntertainmentAndMealCosts,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CostOfRevenue,,,,,,,18067000.0,17910000.0,31274574.0,104351.0,0.0,1532901.0,71260768.0,32944000.0,607406.0,27412665.0,55122.0,4555276.0,0.0,0.0,43675974.0,7409.0,0.0,0.0,0.0,333054.0,115940.0,25828352.0,3031.0,185308.0,16842337.0,7607190.0,9642803.0,3863872.0,191320.0,112472.0,972409.0,74652000.0,12820453.0,533161.0,511360.0,298408.0,4018421.0,129696000.0
CostOfServices,,,,,,,,,33364.0,48138.0,1122536.0,37967.0,76065.0,48138.0,,250606000.0,114032.0,1122536.0,,,,,,,,,,,,,,364000.0,,37999.0,53106.0,2212828.0,,,,,,,,
ExplorationExpense,,,,,,,,,308534.0,0.0,13336656.0,0.0,0.0,95254.0,5784277.0,308534.0,0.0,1324008.0,1725190.0,573757.0,20929945.0,516405.0,1146948.0,55509.0,60000.0,30000.0,45000.0,236791.0,69803.0,15000.0,15000.0,,69522.0,,,,,,,,,,,
ImpairmentOfOngoingProject,,,,,,,,,11143091.0,281065.0,0.0,11584703.0,8550.0,0.0,11593253.0,11600053.0,11690053.0,0.0,32681.0,15350.0,0.0,90000.0,0.0,90000.0,0.0,,0.0,201250.0,201250.0,,,0.0,250000.0,,,,,,,,,,,
MergerAndAcquisitionCosts,,,,,,,,,0.0,0.0,6000.0,,6000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ExplorationMiningPropertyBellevilleUsa,,,,,,,,,,24087.0,155972.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherOperatingIncome,,,,,,,,,,90700.0,32022.0,32700.0,11923.0,232522.0,232522.0,49887.0,16143.0,38122.0,,11923.0,0.0,39989.0,,,,,,,,,,,,,,0.0,0.0,0.0,2930000.0,37000.0,32000.0,2921000.0,,
GrossProfit,,,,,,,,,64240.0,0.0,465911.0,446253.0,53897.0,270012.0,386.0,518058.0,-677418.0,30008.0,32073.0,442363.0,-296715.0,0.0,2645154.0,129095.0,2831229.0,0.0,0.0,253254.0,0.0,26309000.0,59635845.0,2513835.0,0.0,4315899.0,2991017.0,-47265.0,681506.0,34128000.0,152900000.0,373740000.0,2437772.0,81858000.0,16366.0,1248391.0
Depletion,,,,,,,,,,0.0,68618.0,1256066.0,122230.0,1256066.0,298489.0,0.0,298489.0,1256066.0,298489.0,0.0,298489.0,0.0,0.0,298489.0,,,,,,,,,,,,1716848.0,,,,,,,,
ResearchAndDevelopmentExpenseSoftwareExcludingAcquiredInProcessCost,,,,,,,,,,0.0,0.0,268.0,,1692.0,1692.0,268.0,,0.0,1692.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,
AbandonedMineralPropertyInterests,,,,,,,,,277251.0,0.0,0.0,0.0,,,277251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DepreciationAmortizationAndAccretionNet,,,,,,,,,,3022986.0,260878.0,314648.0,,298579.0,375236.0,935124.0,,1155959.0,,1216563.0,,1275557.0,489484.0,615.0,,242899.0,,,,,,,,,105456000.0,,,,105456000.0,,,,,
ExplorationMiningPropertyIowaCanyonUsa,,,,,,,,,,7000.0,57010.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherExpenses,,,,,,,,,28.0,0.0,20472.0,6357.0,785985.0,1935.0,20511.0,461578.0,160.0,151627.0,31701.0,6106.0,0.0,0.0,0.0,15902.0,0.0,8290.0,11.0,15902.0,8290.0,31920.0,9298.0,22250.0,26743.0,30432.0,11804.0,19436.0,7475.0,282000.0,14158.0,109.0,5362.0,34858.0,21475.0,29018.0
OtherNonrecurringExpense,,,,,,,,,0.0,13241020.0,13241020.0,0.0,0.0,0.0,,0.0,13241020.0,13241020.0,0.0,0.0,0.0,713269.0,0.0,,,0.0,,713269.0,,,,,,,,,,,,,,,,
WriteDownOfMineralPropertyCosts,,,,,,,,,,0.0,0.0,348221.0,348221.0,0.0,0.0,348221.0,0.0,348221.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
InvestorRelations,,,,,,,,,,451200.0,732000.0,0.0,761207.0,451200.0,581600.0,487996.0,121272.0,79802.0,0.0,987273.0,108138.0,22585.0,213653.0,248868.0,0.0,2738.0,,16000.0,16000.0,31829.0,0.0,26962.0,0.0,91681.0,91681.0,50679.0,41002.0,,,84000.0,,,376076.0,
CostOfOtherPropertyOperatingExpense,,,,,,,,,,0.0,0.0,2774.0,,17752.0,2774.0,17752.0,,17752.0,0.0,17752.0,,,,,,,,2166000.0,1365000.0,,,,,,,,,,,,,,,
ConsultingFees,,,,,,,,,,1445171.0,246645.0,1676416.0,13000.0,135590.0,0.0,58762.0,130693.0,0.0,10500.0,594708.0,1575.0,0.0,1575.0,,142822.0,36013.0,266353.0,140498.0,,,,,,,,,,91651.0,60000.0,288387.0,,91816.0,,
MineralExplorationCosts,,,,,,,,,3065966.0,3356907.0,239576.0,1084929.0,517021.0,105209.0,324943.0,427488.0,307865.0,710157.0,0.0,5547670.0,32386.0,77296.0,32356.0,190398.0,41869.0,,,,,,,,,,,,,11465.0,9172.0,6083.0,,122423.0,124532.0,1046.0
MarketingExpense,,,,,,,,,,20702.0,53877.0,2094124.0,91385.0,609828.0,91339.0,890664.0,627037.0,177835.0,38000.0,21782.0,918327.0,7500.0,56475.0,0.0,31687.0,33073.0,7500.0,32383.0,31687.0,0.0,32383.0,32383.0,0.0,0.0,,2780.0,,0.0,26.0,280000.0,-33323.0,3321.0,253915.0,32130.0
InvestmentIncomeNet,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AssetRetirementObligationAccretionExpense,,,,,,,,,8496.0,2604.0,2892.0,4713.0,169000.0,3046.0,1152.0,119000.0,169000.0,2731.0,49899.0,6446.0,16000.0,12061.0,2914.0,7074.0,12061.0,,16000.0,7806.0,3661.0,,48634.0,,,,,,,,,,,,,
ProvisionForDoubtfulAccounts,,,,,,,,,,0.0,8551783.0,3023.0,366946.0,672991.0,1795356.0,7787.0,-5087650.0,3049421.0,9809192.0,4758484.0,777.0,38652.0,1958000.0,0.0,200000.0,0.0,10000.0,0.0,200000.0,1140000.0,1013000.0,0.0,7126.0,2085337.0,156000.0,-761482.0,650.0,578024.0,9465000.0,579000.0,5435.0,635.0,99000.0,0.0
ImpairmentOfLongLivedAssetsHeldForUse,,,,,,,,,,925547.0,0.0,0.0,6324194.0,3918959.0,514525.0,0.0,3616508.0,143396.0,62527213.0,250746.0,3207649.0,0.0,28891.0,0.0,293040.0,0.0,,0.0,2624487.0,30845.0,,0.0,0.0,0.0,,0.0,,95750.0,,,,,,
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,8258312.0,8776336.0,0.0,,,,,,,,,,,,,,9656000.0,,,,,,,,,,,,,,,,,,
ProductionCosts,,,,,,,,,22443.0,8398.0,14237.0,544.0,7824.0,4365.0,15499.0,730902.0,378619.0,1167045.0,1896822.0,2148647.0,207127.0,356410.0,,251000.0,503000.0,,,,,,,,,,149424000.0,,,,,,,,,
LossOnCashFlowHedgeIneffectiveness,,,,,,,,,13392853.0,319542.0,13712395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpenseRelatedParty,,,,,,,,,17309.0,70829.0,80369.0,83102.0,20572.0,-21175.0,235183.0,382154.0,20572.0,271228.0,0.0,0.0,489059.0,1022970.0,190000.0,241856.0,64000.0,43000.0,,,615.0,,42807.0,,615.0,,,,,,,,,,,
ImpairmentOfIntangibleAssetsFinitelived,,,,,,,,41771000.0,,17500.0,0.0,0.0,0.0,17500.0,0.0,0.0,41771000.0,0.0,-310000.0,3411309.0,,0.0,,,,,,,,,,,,,,,,,,,,,,
SellingAndMarketingExpense,,,,,,,,,9832.0,38845.0,101591.0,547613.0,1416531.0,83519.0,227996.0,6654.0,1752896.0,2621.0,378054.0,1914579.0,846.0,464081.0,331641.0,10507616.0,1663652.0,15.0,1780.0,19035.0,4145351.0,988540.0,633863.0,302188.0,0.0,2035511.0,1497594.0,2714705.0,449757.0,1031227.0,4985955.0,68259.0,54785.0,967689.0,433392.0,3831866.0
SalariesWagesAndOfficersCompensation,,,,,,,,,1161209.0,120551.0,2965318.0,281858.0,694775.0,48863.0,4425897.0,1088541.0,171001.0,32514.0,12500.0,736995.0,6250.0,4340670.0,163123.0,,,,,,,,,,,,,,,,,,,,,
CumulativeTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,,,,,,,,,1655.0,1054.0,-336.0,,-1515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AssetManagementCosts,,,,,,,,,14170.0,174283.0,17510.0,,918.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SellingExpense,,,,,,,,,97994.0,62995.0,95867.0,128059.0,515819.0,3961498.0,2648251.0,1161787.0,1068130.0,1198434.0,1848488.0,8820434.0,38936.0,3151939.0,0.0,1045384.0,478832.0,4510.0,5676816.0,812557.0,169000.0,1081918.0,13027.0,5479.0,6668.0,793644.0,2661545.0,5949034.0,2552403.0,1362191.0,,,,,,
UnrealizedGainLossOnDerivatives,,,,,,,,,3938610.0,-226852.0,-1038103.0,28681.0,1215000.0,8509.0,1503000.0,28681.0,1215000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
DrillingAndExplorationExpense,,,,,,,,,247686.0,226987.0,118381.0,229886.0,1197305.0,318.0,642478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MineralPropertyDevelopmentExpenditures,,,,,,,,,,,754566.0,,2175506.0,91926.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoodwillImpairmentLoss,,,,,,,,,37378000.0,0.0,0.0,0.0,0.0,5408584.0,3274109.0,0.0,5408584.0,0.0,5408584.0,5408584.0,5408584.0,5408584.0,0.0,0.0,0.0,0.0,,8918427.0,0.0,,0.0,7015727.0,,,4442367.0,19865000.0,20917000.0,20917000.0,25000.0,0.0,,,,
InterestExpenseDebt,,,,,,,,,562359.0,795704.0,197597.0,112451.0,81701.0,2442.0,4410.0,226076.0,90453.0,1681602.0,9602000.0,71000.0,0.0,39000.0,17396.0,134000.0,176995.0,262000.0,9853000.0,432727.0,625.0,,899810.0,,,,,,,,,,,2759000.0,77619.0,60625.0
InterestExpenseDeposits,,,,,,,,,20671.0,10087.0,48053.0,12917.0,102688.0,44718.0,,9194.0,,52905.0,9324.0,9324.0,,,4229.0,,,,4229.0,,,,,,,,,,,,,,,,,
InterestExpenseOtherShortTermBorrowings,,,,,,,,,,2896.0,249.0,247.0,869.0,134.0,247.0,,247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherOperatingIncomeExpenseNet,,,,,,,,,-84060.0,,-53918.0,491084.0,-1378000.0,4233.0,1125972.0,-494724.0,-647000.0,-492525.0,143951.0,58126.0,26506.0,-1799000.0,115865.0,1141000.0,-2132000.0,-11000.0,-10094000.0,-104000.0,-637000.0,-22723000.0,-28292000.0,-5443000.0,-607000.0,-22723000.0,-23660000.0,402000.0,-583000.0,-1317000.0,-2825000.0,43512000.0,-583000.0,39744000.0,1298000.0,333000.0
GainLossOnExplorationAdvance,,,,,,,,,,0.0,-325000.0,-325000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtInstrumentConvertibleInterestExpense,,,,,,,,,,-1312878.0,3237.0,108199.0,-1312878.0,0.0,0.0,,214414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
GainFromSaleOfInvestment,,,,,,,,,,3864197.0,3864197.0,3864197.0,0.0,0.0,3864197.0,0.0,0.0,0.0,3864197.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
EngineeringServicingExpense,,,,,,,,,13090.0,0.0,13090.0,61841.0,9750.0,71591.0,71591.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ComprehensiveIncomeNetIncome,,,,,,,7399000.0,-21604000.0,87302000.0,7399000.0,25090000.0,52633000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherGeneralAndAdministrativeExpense,,,,,,,,,2920.0,100.0,46858.0,3150.0,17067.0,2859.0,300.0,864.0,148091.0,9147.0,2590838.0,4242044.0,1435.0,1504.0,304428.0,451193.0,733818.0,154.0,,480.0,573.0,160.0,229.0,,935.0,,147.0,,,,,,,,,
MineralExtractionProcessingAndMarketingCosts,,,,,,,,,51614994.0,9000.0,0.0,288722.0,1165000.0,0.0,6661909.0,6661909.0,0.0,18117336.0,22801376.0,317000.0,109474279.0,672848.0,22801376.0,183000.0,,,,,,,,,,,,,,,,,,,,
BankChargesAndExchangeLoss,,,,,,,,,,,26832.0,,81693.0,,8965.0,-360.0,-7489.0,,2436.0,13800.0,3153.0,-29058.0,-12890.0,-5983.0,14240.0,850.0,-11488.0,5503.0,9059.0,850.0,75.0,3784.0,11071.0,15382.0,-6415.0,,,,,,,,,
GainLossOnSaleOfOilAndGasProperty,,,,,,,,,,0.0,372499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522976.0,522976.0,,,,,,,,,,,,,,,,,,,,,
ImpairmentOfRealEstate,,,,,,,,,55000.0,0.0,0.0,0.0,0.0,0.0,10811.0,0.0,77492074.0,0.0,60000.0,0.0,77492074.0,77492074.0,0.0,,,,,0.0,235000.0,,,5000.0,,,,52129.0,,,,,,,,
OtherCostAndExpenseOperating,,,,,,,,,,,859.0,,,1137.0,,,,4855.0,4855.0,0.0,0.0,2929.0,0.0,0.0,,0.0,364.0,63677.0,,,,,,,,,,793.0,,,456.0,,,
LossFromSaleOfInvestment,,,,,,,,,,0.0,0.0,0.0,900.0,0.0,0.0,900.0,0.0,0.0,0.0,900.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
CapitalLeasesIncomeStatementInterestExpense,,,,,,,,,1971.0,0.0,6284.0,0.0,,,,,,,,,,,,,52566.0,103866.0,153121.0,,,,,,,,,,,,,,,,,
DerivativeLossOnDerivative,,,,,,,,,,-88241.0,2087730.0,,,,,,,0.0,925742.0,,,,,,,,,,,,,,,,,,,,,,,,,
InducedConversionOfConvertibleDebtExpense,,,,,,,,,0.0,0.0,0.0,103437.0,103437.0,0.0,,103437.0,0.0,103437.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
ShareBasedCompensation,,,,,,,,,1720000.0,812485.0,3964450.0,0.0,164354.0,2877598.0,775315.0,361239.0,223698.0,14000.0,164912.0,6214690.0,48000.0,826660.0,8424.0,5390.0,214837.0,1079000.0,0.0,1231250.0,80000.0,0.0,2869000.0,0.0,223000.0,319125.0,4148000.0,10200.0,73000.0,2607000.0,3364000.0,2350000.0,41880.0,188000.0,636786.0,17308.0
ExplorationExpenseMining,,,,,,,,,13359132.0,2132018.0,6895291.0,233844.0,0.0,175166.0,938717.0,0.0,3058000.0,14954.0,1567894.0,22155531.0,221977.0,1849002.0,1105960.0,0.0,489000.0,5706080.0,463124.0,174245.0,66480.0,220094.0,104572.0,262015.0,57856.0,906585.0,222.0,32669.0,10810.0,,,,,,,
UnrealizedGainLossOnHybridInstrumentNet,,,,,,,,,,-25955.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestAndOtherIncome,,,,,,,,,0.0,160.0,0.0,,103826.0,160.0,53.0,1645.0,103826.0,0.0,0.0,1645.0,0.0,-81054.0,0.0,,12.0,27748.0,9415.0,9415.0,109500.0,1120.0,,,,,,,,,,,,,,
DebtConversionExpense,,,,,,,,,,2010076.0,0.0,0.0,2010076.0,0.0,0.0,0.0,504160.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,
