,2009q2,2009q3,2009q4,2010q1,2010q2,2010q3,2010q4,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,2017q1,2017q2,2017q3,2017q4,2018q1,2018q2,2018q3,2018q4,2019q1,2019q2,2019q3,2019q4,2020q2,2020q3
OperatingIncomeLoss,,,,,,,,,,,,,2116000.0,6237000.0,693000.0,-5784000.0,-6256000.0,-4260000.0,,-5784000.0,-4887000.0,330000.0,,-6484000.0,7896000.0,330000.0,,6680000.0,12358000.0,11751000.0,,-1406000.0,13896000.0,19613000.0,,-1406000.0,12335000.0,8684000.0,,2664000.0,2103000.0,26165000.0,-5168000.0,2103000.0
InterestExpense,,,,,,,,,,,,,4689000.0,8957000.0,8957000.0,4711000.0,9422000.0,4492000.0,,4703000.0,9397000.0,14130000.0,,,4694000.0,14026000.0,,4814000.0,4700000.0,4512000.0,,4535000.0,5029000.0,5937000.0,,5926000.0,5917000.0,5909000.0,,5947000.0,12847000.0,5909000.0,7140000.0,12847000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,,,,,,,,,,,-6094000.0,17004000.0,-2185000.0,-2395000.0,-5183000.0,-20177000.0,,-11187000.0,-15678000.0,-18637000.0,,,-3097000.0,-7014000.0,,-9276000.0,11521000.0,4489000.0,,2145000.0,1099000.0,3846000.0,,-6207000.0,1099000.0,3846000.0,,-3240000.0,-12240000.0,-32048000.0,-29187000.0,-23355000.0
IncomeTaxExpenseBenefit,,,,,,,,,,,,,-2273000.0,-2663000.0,,-5296000.0,-6983000.0,-1737000.0,,-5296000.0,-4923000.0,-8720000.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,656000.0,608000.0,,-138000.0,1267000.0,-48000.0,,354000.0,-8154000.0,346000.0,354000.0,-8508000.0
EarningsPerShareBasicAndDiluted,,,,,,,,,,,,,,,,,,,,-0.23,-0.35,-0.05,,,-0.06,-0.2,,-0.27,0.25,0.16,,-0.16,0.25,0.35,,-0.16,0.01,0.07,,-0.09,0.17,-0.54,-0.44,-0.39
WeightedAverageNumberOfSharesOutstandingBasic,,,,,,,,,,,,,21652950.0,22524537.0,22580468.0,,,,,,,,,,,34797490.0,,34882302.0,,,,35101757.0,35109610.0,35152091.0,,35384223.0,35415416.0,35431806.0,,,,35735680.0,,50868929.0
WeightedAverageNumberOfDilutedSharesOutstanding,,,,,,,,,,,,,22413285.0,22524537.0,22580468.0,,,,,,,,,,,44678514.0,,34882302.0,34890661.0,34930326.0,,35384223.0,44818528.0,44855778.0,,35384223.0,44941819.0,44937641.0,,,,45410556.0,,41051354.0
NetIncomeLoss,,,,,,,,,,,,,-3777000.0,11159000.0,-8908000.0,-3527000.0,-3638000.0,-6342000.0,,-5199000.0,-1932000.0,-13519000.0,,-7429000.0,-4977000.0,-7014000.0,,2145000.0,11521000.0,16010000.0,,2145000.0,9376000.0,4489000.0,,-5596000.0,6039000.0,2795000.0,,-11469000.0,-15201000.0,-6812000.0,-11469000.0,-14367000.0
OtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,,,,,-13000.0,0.0,,0.0,-13000.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-7387000.0
ComprehensiveIncomeNetOfTax,,,,,,,,,,,,,-3709000.0,3405000.0,-19304000.0,-3565000.0,-3570000.0,-6342000.0,,-5212000.0,-3496000.0,-1721000.0,,-7429000.0,-4977000.0,-11082000.0,,-9276000.0,-4977000.0,7239000.0,,2145000.0,9376000.0,4489000.0,,-3102000.0,6039000.0,2795000.0,,-3102000.0,-3732000.0,-6812000.0,-27418000.0,-15201000.0
BusinessCombinationBargainPurchaseGainRecognizedAmount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,208000.0,0.0,,22000.0,0.0,0.0,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,,,-1509000.0,-1244000.0,-1244000.0,,0.0,-1509000.0,,,,,,,0.0,-12635000.0,,,-12635000.0,0.0,,,,,,,,,,,-7443000.0,0.0,,-7443000.0
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,,,,,,,,,,22868894.0,22413285.0,23020529.0,,23151523.0,30766524.0,23020529.0,,23151523.0,30766524.0,,,,,,,,,,,,,,,,,,36045137.0,
OtherIncome,,,,,,,,,,,,,342000.0,450000.0,444000.0,185000.0,185000.0,0.0,,185000.0,0.0,185000.0,,,,,,,,,,,,,,,,,,,,,,
ShareBasedCompensation,,,,,,,,,,,,,,588000.0,,,,,1205000.0,,,,1180000.0,,,,1438000.0,,,,2053000.0,,,,3518000.0,,,,5812000.0,,,,,
IncomeLossFromContinuingOperations,,,,,,,,,,,,,,-175000.0,,-5199000.0,-3682000.0,-2762000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,,,,,,,,,,5208000.0,10106000.0,11742000.0,0.0,44000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,,,,,,,,,,,,,-0.13,-0.15,-0.28,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,,,,,,,,,,,,,0.0,0.03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,,,,,,,,,,,,,-68000.0,-68000.0,-38000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesTaxEffectPeriodIncreaseDecrease,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeDefinedBenefitPlansTax,,,,,,,,,,,,,,98000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherNonoperatingIncomeExpense,,,,,,,,,,,,,,720000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AssetImpairmentCharges,,,,,,,,,,,,,155000.0,252000.0,977000.0,26000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,,,-532000.0,-6692000.0,-524000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,,,,,,,,0.01,0.02,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,,,,,,,,,,0.38,0.54,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,,,,,,,,-0.17,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,,,,,,,,,,,,,106000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,,,,,,,,,,0.0,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,,,,,,,,,,,,,,-382000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,,,,10768000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RevenueFromContractWithCustomerExcludingAssessedTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061693000.0,290789000.0,368418000.0
CostOfGoodsAndServicesSold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191732000.0,313015000.0,,109157000.0
CostsAndExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662413000.0
OperatingCostsAndExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102927000.0,
IncomeTaxExpenseBenefitContinuingOperations,,,,,,,,,,,,,,,-10093000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToParent,,,,,,,,,,,,,,,484000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659348000.0,,,
