,2009q2,2009q3,2009q4,2010q1,2010q2,2010q3,2010q4,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,2017q1,2017q2,2017q3,2017q4,2018q1,2018q2,2018q3,2018q4,2019q1,2019q2,2019q3,2019q4,2020q2,2020q3
AccruedInvestmentIncomeReceivable,,,,,,,,,,,,,,,,,,,,,,,,597000000.0,591000000.0,591000000.0,569000000.0,567000000.0,564000000.0,567000000.0,567000000.0,577000000.0,573000000.0,590000000.0,569000000.0,576000000.0,569000000.0,569000000.0,569000000.0,614000000.0,633000000.0,600000000.0,600000000.0,600000000.0
PropertyPlantAndEquipmentNet,,,,,,,,,,,,,,,,,,,,,,,,1026000000.0,1038000000.0,1050000000.0,1031000000.0,1011000000.0,1024000000.0,1024000000.0,1024000000.0,1065000000.0,1072000000.0,1067000000.0,1065000000.0,1060000000.0,1040000000.0,1032000000.0,1045000000.0,1045000000.0,1058000000.0,1092000000.0,1145000000.0,1145000000.0
Goodwill,,,,,,,,,,,,,,,,,,,,,,,,1219000000.0,1219000000.0,1219000000.0,1219000000.0,1219000000.0,1219000000.0,1219000000.0,1219000000.0,1219000000.0,2309000000.0,2309000000.0,1219000000.0,2189000000.0,2181000000.0,2181000000.0,2530000000.0,2530000000.0,2547000000.0,2545000000.0,2545000000.0,2544000000.0
OtherAssets,,,,,,,,,,,,,,,,,,,,,,,,2046000000.0,2356000000.0,2091000000.0,2010000000.0,2010000000.0,2850000000.0,2169000000.0,2010000000.0,2923000000.0,1835000000.0,1835000000.0,2838000000.0,2838000000.0,3154000000.0,3061000000.0,3007000000.0,3007000000.0,3007000000.0,3007000000.0,3876000000.0,3534000000.0
SeparateAccountAssets,,,,,,,,,,,,,,,,,,,,,,,,4304000000.0,4396000000.0,3677000000.0,3658000000.0,3658000000.0,3438000000.0,3469000000.0,3658000000.0,3436000000.0,3416000000.0,3422000000.0,3444000000.0,3314000000.0,3444000000.0,3444000000.0,2805000000.0,3050000000.0,3058000000.0,2942000000.0,2434000000.0,2906000000.0
Assets,,,,,,,,,,,,,,,,,,,,,,,,108064000000.0,107117000000.0,105849000000.0,123460000000.0,104656000000.0,104656000000.0,104656000000.0,104656000000.0,108610000000.0,110865000000.0,113632000000.0,112422000000.0,113289000000.0,113369000000.0,114490000000.0,112422000000.0,112249000000.0,112249000000.0,112249000000.0,116107000000.0,121266000000.0
LiabilityForClaimsAndClaimsAdjustmentExpensePropertyCasualtyLiability,,,,,,,,,,,,,,,,,,,,,,,,22923000000.0,22923000000.0,22923000000.0,22923000000.0,23869000000.0,24904000000.0,25450000000.0,25250000000.0,25628000000.0,25250000000.0,25250000000.0,26325000000.0,26325000000.0,26325000000.0,26325000000.0,26325000000.0,27423000000.0,28105000000.0,28076000000.0,27148000000.0,27712000000.0
LiabilityForFuturePolicyBenefits,,,,,,,,,,,,,,,,,,,,,,,,12380000000.0,12380000000.0,12380000000.0,12380000000.0,12224000000.0,12247000000.0,12247000000.0,12239000000.0,12239000000.0,12239000000.0,12239000000.0,12239000000.0,12549000000.0,12549000000.0,12549000000.0,12549000000.0,12208000000.0,12337000000.0,12378000000.0,12300000000.0,12471000000.0
PolicyholderContractDeposits,,,,,,,,,,,,,,,,,,,,,,,,22529000000.0,22529000000.0,22529000000.0,24304000000.0,21092000000.0,20845000000.0,20583000000.0,20260000000.0,20051000000.0,19832000000.0,19650000000.0,21295000000.0,19139000000.0,19434000000.0,19434000000.0,21295000000.0,18161000000.0,18371000000.0,18371000000.0,17692000000.0,17396000000.0
UnearnedPremiums,,,,,,,,,,,,,,,,,,,,,,,,11489000000.0,11655000000.0,12343000000.0,11655000000.0,12202000000.0,12300000000.0,12772000000.0,12583000000.0,12705000000.0,13024000000.0,13535000000.0,12583000000.0,13448000000.0,13824000000.0,14408000000.0,14510000000.0,14510000000.0,14510000000.0,14510000000.0,15343000000.0,15448000000.0
ClaimPaymentsOutstanding,,,,,,,,,,,,,,,,,,,,,,,,796000000.0,784000000.0,804000000.0,842000000.0,842000000.0,946000000.0,934000000.0,842000000.0,845000000.0,939000000.0,959000000.0,875000000.0,865000000.0,894000000.0,904000000.0,875000000.0,875000000.0,915000000.0,952000000.0,892000000.0,929000000.0
DeferredTaxLiabilities,,,,,,,,,,,,,,,,,,,,,,,,779000000.0,475000000.0,715000000.0,715000000.0,90000000.0,90000000.0,90000000.0,90000000.0,487000000.0,1104000000.0,1249000000.0,782000000.0,725000000.0,782000000.0,782000000.0,782000000.0,782000000.0,997000000.0,1079000000.0,,
OtherLiabilities,,,,,,,,,,,,,,,,,,,,,,,,5653000000.0,5462000000.0,5558000000.0,,5704000000.0,5304000000.0,5304000000.0,,6599000000.0,6583000000.0,6968000000.0,,7226000000.0,7363000000.0,7325000000.0,,7737000000.0,9142000000.0,7737000000.0,,
LongTermDebt,,,,,,,,,,,,,,,,,,,,,,,,5194000000.0,5194000000.0,5194000000.0,5140000000.0,5108000000.0,5109000000.0,5110000000.0,6347000000.0,6346000000.0,6348000000.0,6349000000.0,6347000000.0,6350000000.0,6448000000.0,6450000000.0,6451000000.0,6350000000.0,6451000000.0,6451000000.0,6631000000.0,6631000000.0
SeparateAccountsLiability,,,,,,,,,,,,,,,,,,,,,,,,4396000000.0,4121000000.0,3677000000.0,4396000000.0,3658000000.0,3658000000.0,3658000000.0,3393000000.0,3393000000.0,3393000000.0,3393000000.0,3393000000.0,3444000000.0,3444000000.0,3444000000.0,3444000000.0,2805000000.0,2805000000.0,2805000000.0,3044000000.0,2906000000.0
Liabilities,,,,,,,,,,,,,,,,,,,,,,,,,85819000000.0,85345000000.0,6627000000.0,,84631000000.0,84631000000.0,84631000000.0,88037000000.0,88037000000.0,88037000000.0,89871000000.0,89871000000.0,90247000000.0,90857000000.0,89871000000.0,90937000000.0,90937000000.0,90937000000.0,93952000000.0,93952000000.0
CommitmentsAndContingencies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PreferredStockIncludingAdditionalPaidInCapital,,,,,,,,,,,,,,,,,,,,,,,,1746000000.0,1746000000.0,1746000000.0,1746000000.0,1746000000.0,1746000000.0,1746000000.0,1746000000.0,1746000000.0,1746000000.0,1746000000.0,1746000000.0,2303000000.0,1746000000.0,1746000000.0,1746000000.0,1930000000.0,1930000000.0,1930000000.0,2248000000.0,1970000000.0
CommonStockValueOutstanding,,,,,,,,,,,,,,,,,,,,,,,,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,,,,,,,,,,,3109000000.0,3199000000.0,3224000000.0,3199000000.0,3237000000.0,3203000000.0,3237000000.0,3245000000.0,3285000000.0,3303000000.0,3330000000.0,3313000000.0,3313000000.0,3313000000.0,3313000000.0,3313000000.0,3313000000.0,3477000000.0,3511000000.0,3463000000.0,3541000000.0
RetainedEarningsAccumulatedDeficit,,,,,,,,,,,,,,,,,,,,,,,,37842000000.0,37842000000.0,37842000000.0,39413000000.0,39413000000.0,39413000000.0,39413000000.0,39413000000.0,40678000000.0,40678000000.0,40678000000.0,43162000000.0,45031000000.0,45508000000.0,46178000000.0,45708000000.0,44033000000.0,44033000000.0,44033000000.0,48326000000.0,49380000000.0
UnearnedESOPShares,,,,,,,,,,,,,,,,,,,,,,,,23000000.0,23000000.0,23000000.0,13000000.0,13000000.0,13000000.0,13000000.0,13000000.0,6000000.0,6000000.0,6000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,,
TreasuryStockValue,,,,,,,,,,,,,,,,,,,,,,,,21030000000.0,22273000000.0,23058000000.0,21030000000.0,23620000000.0,24310000000.0,24537000000.0,24741000000.0,24887000000.0,25241000000.0,25413000000.0,24741000000.0,25982000000.0,25982000000.0,25982000000.0,25982000000.0,25982000000.0,28500000000.0,28085000000.0,30209000000.0,29746000000.0
AccumulatedOtherComprehensiveIncomeLossOtherthanTemporaryImpairmentNotCreditLossNetofTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31000000.0,-56000000.0,-56000000.0,,-57000000.0,-65000000.0,-68000000.0,,-84000000.0,-83000000.0,-86000000.0,,-75000000.0,-83000000.0,-82000000.0,0.0,1000000.0
AccumulatedOtherComprehensiveIncomeLossOtherUnrealizedNetCapitalGainsAndLosses,,,,,,,,,,,,,,,,,,,,,,,,1988000000.0,1435000000.0,886000000.0,608000000.0,1259000000.0,608000000.0,608000000.0,608000000.0,1091000000.0,1590000000.0,1715000000.0,1091000000.0,1981000000.0,1981000000.0,1981000000.0,1981000000.0,-51000000.0,1865000000.0,2276000000.0,714000000.0,3079000000.0
AccumulatedOtherComprehensiveIncomeLossUnrealizedAdjustmentToDeferredPolicyAcquisitionCostsDeferredSalesInducementCostsAndInsuranceReserves,,,,,,,,,,,,,,,,,,,,,,,,-134000000.0,-78000000.0,-134000000.0,-44000000.0,-44000000.0,-44000000.0,-44000000.0,-95000000.0,-95000000.0,-95000000.0,-95000000.0,-404000000.0,-180000000.0,-404000000.0,-404000000.0,-26000000.0,-104000000.0,-26000000.0,-26000000.0,-277000000.0,-476000000.0
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,2137000000.0,1419000000.0,879000000.0,1926000000.0,620000000.0,620000000.0,620000000.0,1053000000.0,1053000000.0,1526000000.0,1651000000.0,1053000000.0,187000000.0,54000000.0,-16000000.0,-2000000.0,-2000000.0,1654000000.0,2023000000.0,530000000.0,2602000000.0
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,-2000000.0,-2000000.0,-52000000.0,-2000000.0,-46000000.0,-41000000.0,-48000000.0,-60000000.0,-53000000.0,-42000000.0,-14000000.0,-50000000.0,-13000000.0,-20000000.0,-34000000.0,-64000000.0,-49000000.0,-40000000.0,-50000000.0,-59000000.0,-59000000.0
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,1363000000.0,1314000000.0,1289000000.0,1315000000.0,1315000000.0,1288000000.0,1267000000.0,1419000000.0,1400000000.0,1382000000.0,1309000000.0,1347000000.0,1324000000.0,1302000000.0,1234000000.0,1491000000.0,-157000000.0,-169000000.0,-169000000.0,-122000000.0,-115000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,774000000.0,561000000.0,-462000000.0,-755000000.0,-755000000.0,295000000.0,502000000.0,-755000000.0,-197000000.0,102000000.0,328000000.0,-416000000.0,-1150000000.0,306000000.0,306000000.0,306000000.0,1889000000.0,1760000000.0,2107000000.0,558000000.0,2628000000.0
StockholdersEquity,,,,,,,,,,,,,,,,,,,,,,,,22179000000.0,21298000000.0,20504000000.0,22304000000.0,20025000000.0,20553000000.0,20934000000.0,20573000000.0,21158000000.0,20573000000.0,20573000000.0,20025000000.0,23277000000.0,22551000000.0,22551000000.0,22551000000.0,21312000000.0,24476000000.0,26140000000.0,23418000000.0,25998000000.0
LiabilitiesAndStockholdersEquity,,,,,,,,,,,,,,,,,,,,,,,,,107117000000.0,108533000000.0,26587000000.0,104656000000.0,107284000000.0,108537000000.0,108610000000.0,110243000000.0,110865000000.0,113632000000.0,108610000000.0,113289000000.0,112422000000.0,112422000000.0,112422000000.0,112422000000.0,118374000000.0,121073000000.0,116107000000.0,121266000000.0
EquitySecuritiesFvNi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6621000000.0,6621000000.0,5036000000.0,5802000000.0,5036000000.0,8206000000.0,8162000000.0,8162000000.0
AccumulatedOtherComprehensiveIncomeLossOtherThanTemporaryImpairmentNotCreditLossNetOfTaxAvailableforsaleDebtSecurities,,,,,,,,,,,,,,,,,,,,,,,,-72000000.0,-72000000.0,-57000000.0,,,,,,,,,,,,,,,,,,
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,5304000000.0,,,,5304000000.0,,,,6639000000.0,,,,6639000000.0,7737000000.0,,,,
AccumulatedOtherComprehensiveIncomeLossUnrealizedNetCapitalGainsandLossesFixedIncomeSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,56000000.0,,,,57000000.0,,,,85000000.0,,,,85000000.0,75000000.0,,,,
EquitySecuritiesFvNiCost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4489000000.0,3631000000.0,6568000000.0
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
OtherShortTermInvestmentsAmortizedCost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5671000000.0,4256000000.0
OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5671000000.0,5344000000.0
ReinsuranceAndIndemnificationRecoverablesNet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9211000000.0,9211000000.0
DeferredIncomeTaxLiabilitiesNet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331000000.0,842000000.0
OtherLiabilitiesAndAccruedExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9147000000.0,9147000000.0
