,2009q2,2009q3,2009q4,2010q1,2010q2,2010q3,2010q4,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,2017q1,2017q2,2017q3,2017q4,2018q1,2018q2,2018q3,2018q4,2019q1,2019q2,2019q3,2019q4,2020q2,2020q3
CommonStockParOrStatedValuePerShare,,,,,,,,,0.001,0.001,0.001,0.0,0.0001,0.0001,,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.01,0.001,0.001,0.0001,0.001,0.001,0.0001,0.04,0.0001,0.001,0.0001,0.001,0.0001,0.0001,0.0001,0.001,0.001,0.0001,0.001
TotalPropertyAndEquipmentAndIntangibleAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9850.0,8255.0,9850.0,7192.0,6660.0,6129.0,,,,,,,,,,
CommonStockSharesAuthorized,,,,,,,,,100000000.0,490000000.0,50000000.0,250000000.0,100000000.0,490000000.0,,3000000000.0,100000000.0,100000000.0,495000000.0,100000000.0,100000000.0,495000000.0,495000000.0,50000000.0,275000000.0,200000000.0,1000000000.0,500000000.0,200000000.0,1000000000.0,200000000.0,1000000000.0,200000000.0,1000000000.0,150000000.0,490000000.0,200000000.0,2000000000.0,100000000.0,1000000000.0,200000000.0,200000000.0,25000000.0,200000000.0
IndefiniteLivedLicenseAgreements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CommonStockSharesIssued,,,,,,,,,49276177.0,244709253.0,254930437.0,734513814.0,2384407.0,275259668.0,,96135126.0,16236527.0,86986939.0,11503477.0,11681477.0,11681477.0,26200000.0,76853464.0,76853464.0,21859995.0,15295025.0,98879655.0,76853464.0,95219213.0,2612980.0,129899595.0,55824970.0,2100000.0,130252778.0,52000000.0,52000000.0,43025671.0,120105418.0,41025671.0,59803654.0,103804390.0,173041338.0,52000000.0,21525481.0
CommonStockSharesOutstanding,,,,,,,,,28710656.0,242304304.0,254930437.0,259180106.0,2384407.0,96135126.0,,745761432.0,96135126.0,96135126.0,87413464.0,96135126.0,98879655.0,26200000.0,322107908.0,342465.0,100878825.0,15295025.0,15978075.0,56090117.0,86822000.0,129899595.0,129899595.0,130252778.0,352741649.0,130252778.0,122164114.0,130252778.0,120105418.0,52000000.0,59303654.0,137512588.0,52000000.0,17697721.0,498495977.0,21525481.0
CashAndCashEquivalentsAtCarryingValue,,,,,,,,,7879.0,,30359.0,123088.0,28405.0,,34096.0,81295.0,1031167.0,475940.0,33790.0,492729.0,121174.0,2440123.0,315226.0,7187.0,1.0,165715.0,240.0,2635.0,,49663.0,49663.0,14175.0,669897.0,49663.0,,272321.0,34454.0,326179.0,,,20444.0,19748.0,34454.0,33251.0
AccountsReceivableNetCurrent,,,,,,,,,,,,44850.0,,93340.0,93340.0,93340.0,62887.0,39300.0,148385.0,,62887.0,149185.0,42235.0,38313.0,19366.0,35660.0,17481.0,11583.0,138308.0,347945.0,427866.0,427866.0,,427866.0,,877570.0,873769.0,689359.0,,877570.0,280151.0,0.0,854650.0,1667336.0
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,670014.0,2116904.0,,3993128.0,,,,,,,,,,,,19695.0,660901.0,116005.0,155819.0,,7848.0,8589.0,12991.0,12991.0,28640.0,12991.0,,,,,,4993970.0,,1564540.0,,
SecurityDeposit,,,,,,,,,,,,,,8244.0,8244.0,8244.0,8244.0,14199.0,14199.0,8244.0,8244.0,5955.0,5955.0,5955.0,5955.0,5955.0,9455.0,8821.0,5955.0,3500.0,3500.0,3500.0,,3500.0,,14600.0,146091.0,17800.0,,13800.0,13800.0,13800.0,13800.0,9800.0
OtherIndefiniteLivedIntangibleAssets,,,,,,,,,,,,,,,,,,,,,,,,,20202.0,20202.0,20202.0,20202.0,20202.0,20202.0,20202.0,20202.0,,20202.0,,,,,,,,,,
InventoryNet,,,,,,,,,,,,,,,,,,,,,,,,515450.0,515211.0,193748.0,,93949.0,,6537.0,13338.0,13338.0,13338.0,13338.0,,,538425.0,271802.0,,39998.0,38833.0,36749.0,304569.0,287409.0
AssetsCurrent,,,,,,,,,18476.0,3271099.0,0.0,213582.0,25.0,168236.0,168236.0,263813.0,76866.0,266118.0,298889.0,518186.0,237.0,129615.0,53236.0,525859.0,92777.0,93976.0,165715.0,235548.0,22600.0,366392.0,489955.0,537941.0,34370.0,436049.0,34454.0,42094.0,14175.0,1642896.0,4953.0,183347.0,29333.0,4182651.0,2502640.0,48438.0
IntangibleAssetsNetIncludingGoodwill,,,,,,,,,,,,,,,,,,34203.0,,,42721.0,,,,,,1786017.0,,1623624.0,1569436.0,1623624.0,1461062.0,,13016769.0,,10428531.0,10184403.0,9940276.0,,9546757.0,7907899.0,8396151.0,658877.0,658877.0
CommitmentsAndContingencies,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
OtherAssetsNoncurrent,,,,,,,,,,,3500.0,,478200.0,,90594.0,102580.0,,13642.0,61289.0,61330.0,61330.0,5955.0,5955.0,1820000.0,294715.0,294715.0,1815674.0,1814867.0,26157.0,1593138.0,1647326.0,250000.0,14550.0,250000.0,250000.0,10443131.0,250000.0,267059.0,,8165825.0,7917699.0,269408.0,668677.0,625368.0
PropertyPlantAndEquipmentNet,,,,,,,,,384743.0,33140.0,27754.0,25076.0,84041.0,19733.0,22404.0,14391.0,15675.0,161128.0,34100.0,5790087.0,225140.0,12386.0,19066.0,19066.0,15487031.0,19564.0,19564.0,158930.0,8668.0,1030.0,64361.0,1429.0,710.0,1429.0,853.0,853.0,853.0,179234.0,,138739.0,138739.0,58702.0,91422.0,194809.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,158267.0,158267.0,99945.0,102616.0,,107959.0,102616.0,,2419.0,37094.0,121297.0,65038.0,7754.0,24033.0,0.0,,233.0,23.0,697281.0,23.0,,,346.0,113302.0,1527.0,806.0,944.0,,307227.0,,1497.0,1359.0,15121743.0,80545.0,52908.0
OfficeEquipmentNet,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375.0,1095.0,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,,,,,,,,,,,0.0,333123.0,359756.0,85100.0,86383.0,17012.0,78268.0,494603.0,374219.0,192517.0,91966.0,78268.0,607629.0,291182.0,70713.0,625565.0,594676.0,1219783.0,267805.0,267919.0,267805.0,267805.0,,8867.0,,502144.0,451924.0,430433.0,5080.0,766160.0,383.0,91815.0,95373.0,95373.0
LinesOfCreditCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,90082.0,,,80806.0,176709.0,356901.0,,282175.0,,205368.0,484173.0,0.0,,417618.0,643656.0,740428.0,417618.0,396687.0
CostMethodInvestmentsOriginalCost,,,,,,,,,,,,,,,,,,,,,,,,,,,1150000.0,420000.0,510000.0,,,,,,,,,,,,,,,
DeferredRevenueAndCreditsCurrent,,,,,,,,,,,437123.0,310867.0,291595.0,,,244378.0,244378.0,23649.0,123849.0,93283.0,,90716.0,111734.0,90716.0,,87047.0,143893.0,3998.0,11998.0,3998.0,52874.0,335642.0,,335642.0,,620504.0,710893.0,107712.0,,1081570.0,1081570.0,1320397.0,1503808.0,1746406.0
CostMethodInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,50000.0,,,,,,,,,,,,,,,,,,
ConvertibleNotesPayableCurrent,,,,,,,,,,,,,,,,300000.0,,1535000.0,,1475000.0,1475000.0,193807.0,310843.0,140008.0,140008.0,619321.0,619321.0,1501511.0,87086.0,88749.0,90413.0,92040.0,,93686.0,,97013.0,1484859.0,1486948.0,13673.0,53000.0,0.0,514830.0,45028.0,468145.0
Assets,,,,,,,,,441289.0,8661398.0,3500.0,12410245.0,990701.0,259949.0,25.0,113015.0,1062208.0,2847681.0,2317308.0,125976.0,175215.0,2452462.0,104626.0,2494270.0,16550886.0,1460539.0,1145796.0,261639.0,31224.0,2210439.0,42094.0,42094.0,11873683.0,30762.0,265604.0,42470142.0,2057590.0,145472.0,4998.0,162.0,9840759.0,4241353.0,3366047.0,3359189.0
DerivativeLiabilitiesCurrent,,,,,,,,,,,,,,,,,,,,,2169051.0,1600545.0,2169051.0,2763927.0,2169051.0,6311091.0,,1951201.0,,,,248126.0,,,,,,107081.0,4454993.0,2296080.0,,213611.0,342850.0,342850.0
AccountsPayableCurrent,,,,,,,,,631780.0,,0.0,580707.0,602040.0,91144.0,24857.0,581775.0,91144.0,581775.0,219246.0,176871.0,69946.0,52206.0,127602.0,62349.0,12536.0,61866.0,256836.0,700903.0,46154.0,293350.0,177383.0,7173.0,1066.0,177383.0,3407.0,164135.0,486690.0,3407.0,,15227.0,6720.0,67954.0,721.0,251603.0
ConvertibleLongTermNotesPayable,,,,,,,,,,,,,,,,,,,,,10528.0,10528.0,62847.0,10528.0,81563.0,81563.0,85753.0,,81563.0,,,,,,,,100000.0,,,5000.0,,,,
AccountsPayableRelatedPartiesCurrent,,,,,,,,,111604.0,,,,,,2700.0,,,,,,,,,,,,,,88500.0,,,,,,,,,5066.0,,741577.0,,,,
OtherLiabilitiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherAccruedLiabilitiesNoncurrent,,,,,,,,,,,,,,,,,,,,,222153.0,222153.0,220053.0,222153.0,222153.0,217953.0,215853.0,217953.0,217953.0,212703.0,213753.0,210953.0,,213753.0,,206753.0,207803.0,204653.0,,207803.0,203603.0,203603.0,199403.0,197303.0
NotesPayableCurrent,,,,,,,,,,,,,,,,,126984.0,2001.0,7003.0,24500.0,7003.0,,,250000.0,55161.0,,55161.0,55161.0,1400.0,461979.0,461979.0,1046779.0,,1271673.0,,,,,,375000.0,666667.0,783210.0,375000.0,506919.0
LiabilitiesNoncurrent,,,,,,,,,,,,,,,,,,,281962.0,307854.0,307854.0,307854.0,282900.0,301859.0,299516.0,463208.0,299516.0,214803.0,299516.0,,,,,213753.0,,1284062.0,1155187.0,1284062.0,,,204491.0,200453.0,224257.0,197303.0
LiabilitiesCurrent,,,,,,,,,2295831.0,3973210.0,2083729.0,5981618.0,1033826.0,330111.0,197653.0,343820.0,590060.0,551752.0,454599.0,2929355.0,2573561.0,,762156.0,711738.0,2715099.0,43816.0,1441420.0,2715099.0,124154.0,1413435.0,1650752.0,151066.0,445567.0,2691088.0,21907.0,18687.0,151066.0,42846.0,1086217.0,101599.0,1618533.0,5439060.0,192047.0,192047.0
Liabilities,,,,,,,,,2295831.0,13823247.0,2083729.0,13498305.0,1028896.0,16534181.0,16802789.0,17512.0,1334278.0,2139577.0,2139577.0,2139577.0,3237209.0,1928540.0,16158156.0,3654817.0,4026049.0,19695.0,2155739.0,3544798.0,1408.0,1627188.0,1408.0,2659813.0,303017.0,2900991.0,313883.0,4707245.0,3670045.0,7224273.0,3849975.0,16748215.0,5663317.0,6945123.0,49961.0,192047.0
PreferredStockValue,,,,,,,,,,9686843.0,0.0,10112969.0,0.0,,,,,,,,,0.0,1841555.0,,,,0.0,,,28.0,28.0,28.0,1000.0,1000.0,,142.0,1000.0,1000.0,,,0.0,,142.0,142.0
CommonStockValue,,,,,,,,,49277.0,28711.0,4280.0,59836.0,74520.0,96135.0,,7458.0,16237.0,988797.0,11503.0,11681.0,11681.0,21594.0,20152.0,20152.0,342.0,8682.0,988797.0,8682.0,9528.0,129899.0,129899.0,130252.0,52000.0,52000.0,122164.0,37991.0,392.0,120105.0,392.0,137513.0,103804.0,17698.0,22696.0,12354.0
AdditionalPaidInCapitalCommonStock,,,,,,,,,26010779.0,5312288.0,,39549660.0,,,,,,4896040.0,4896040.0,5629205.0,5629205.0,18380.0,,56546.0,105900.0,105900.0,1205900.0,1205900.0,1205900.0,,,,,,,,,,,,,,,
AdditionalPaidInCapital,,,,,,,,,29392934.0,3580519.0,98710.0,-314.0,2758001.0,7334613.0,3664923.0,285573.0,2315515.0,2600410.0,3880469.0,3880469.0,7466090.0,3826606.0,4013242.0,178673.0,24537415.0,3826606.0,16049665.0,7679033.0,18547641.0,18547641.0,18760704.0,1691528.0,4615374.0,18969288.0,5673913.0,29094147.0,29268409.0,38481538.0,650611.0,1131837.0,1890353.0,102888.0,286914.0,-9179.0
AdditionalPaidInCapitalWarrants,,,,,,,,,,,,,,,,,,,,,,,,,,,,1354015.0,,,,,,,,,,,,,,,,
OtherAdditionalCapital,,,,,,,,,,,,,,,,,,,,,,,,,90000.0,90000.0,90000.0,,,,,1360000.0,1360000.0,1430000.0,1360000.0,1430000.0,1430000.0,1430000.0,,1430000.0,1562593.0,1562593.0,1562593.0,1562593.0
RetainedEarningsAccumulatedDeficit,,,,,,,,,,0.0,-3003014.0,-2767957.0,-2767957.0,-23975144.0,-17072509.0,-7450007.0,-2783986.0,-3143392.0,-981287.0,-3031116.0,-2515790.0,-3084474.0,-9886461.0,-3566634.0,-11056972.0,-15356883.0,-3096380.0,-5152484.0,-1419216.0,-18094317.0,-552586.0,-552586.0,-29144834.0,-2993815.0,-6093354.0,-22622935.0,-38276879.0,-35235449.0,-5222959.0,-3521333.0,-26562581.0,2092685.0,-35616328.0,-184877.0
StockholdersEquity,,,,,,,,,-2720018.0,5893809.0,-8524755.0,-315408.0,-602384.0,-19259.0,-74770.0,-19397.0,-543124.0,-314091.0,,2260453.0,3132394.0,,716127.0,-984676.0,-2631027.0,716127.0,13495738.0,-2407479.0,-129953.0,26572.0,583251.0,114538.0,-12563108.0,114538.0,158400.0,583251.0,127711.0,-343681.0,-578745.0,-791302.0,-3632710.0,1853326.0,-191803.0,3175979.0
LiabilitiesAndStockholdersEquity,,,,,,,,,6257322.0,2844170.0,1850430.0,13793895.0,1762265.0,8888439.0,25.0,178611.0,1062208.0,2836661.0,7655915.0,6369603.0,6369603.0,2644667.0,104626.0,139679.0,81905.0,342777.0,14829253.0,,32351.0,2210439.0,42094.0,42094.0,11873683.0,2210439.0,0.0,11308851.0,4998.0,180307.0,4998.0,6619.0,2566542.0,9840759.0,6619.0,2498225.0
RestrictedCashAndCashEquivalents,,,,,,,,,,,,,,,,,,47984.0,211456.0,47984.0,,83730.0,83730.0,83730.0,,83730.0,70000.0,70000.0,,,,,23000.0,,,412959.0,,,,,,,,
AccruedCommissionsReceivable,,,,,,,,,,,41199.0,41199.0,41199.0,,,15805.0,70456.0,15805.0,13537.0,2000.0,,6031.0,12706.0,11036.0,,4094.0,4094.0,4094.0,,,,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,60792.0,,,,,,,,,37834.0,498.0,,,,,,,
DueFromAffiliateCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,28000.0,50000.0,,,,,,,,,,,,,,,,,
FiniteLivedIntangibleAssetsNet,,,,,,,,,199867.0,195567.0,,161228.0,,,1273.0,1273.0,1273.0,286000.0,,286000.0,,220000.0,220000.0,170500.0,,169028.0,118320.0,118320.0,,,,,,,,,73370.0,9546757.0,,,8400.0,8396151.0,,
Goodwill,,,,,,,,,,,1503860.0,1503860.0,1503860.0,,,1503860.0,1503860.0,2252849.0,2252849.0,2027564.0,,2027564.0,2027564.0,1570000.0,7780336.0,7780336.0,7780336.0,799383.0,,,,,,,,,,,,924361.0,50000.0,,,
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,1686264.0,1902277.0,,,,,,,,,,,,,,,,,
NoncurrentAssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,,,,,,,,,,,,,,,,291175.0,,,,,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationsNoncurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
ProvedOilAndGasPropertySuccessfulEffortMethod,,,,,,,,,,,,,,,,,,,,,,,,,10003625.0,10003625.0,0.0,,,,,,,,,,,,,,,11679817.0,,
UnprovedOilAndGasPropertySuccessfulEffortMethod,,,,,,,,,,,,,,,,,,,,,,,,,8087991.0,7830877.0,7859844.0,,,,,,,,,,,,,,,4758798.0,,
MachineryAndEquipmentGross,,,,,,,,,,,,,,260179.0,260179.0,450630.0,260179.0,449164.0,449884.0,266789.0,23982.0,59067.0,23982.0,192745.0,192745.0,1398.0,1398.0,1398.0,,,,,,,,,,,,,,,,
PropertyPlantAndEquipmentOther,,,,,,,,,,,,,,,,,,11576.0,25554.0,11576.0,25554.0,33953.0,,,,396355.0,396236.0,,,,,,,,,,,,,,,404514.0,,
DueToRelatedPartiesCurrent,,,,,,,,,35400.0,35400.0,262761.0,,262761.0,,142943.0,606827.0,606827.0,606827.0,924057.0,812205.0,812205.0,311010.0,916253.0,1056685.0,,49637.0,1243867.0,1339847.0,,,,,124409.0,,313883.0,124323.0,,,,323563.0,12882.0,819351.0,41850.0,405772.0
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,,,,,,,7745.0,268452.0,7745.0,,,211899.0,216548.0,,,160116.0,161391.0,,,,,,,,,,,,,,,2345861.0,
CostmethodInvestmentsOtherThanTemporaryAccumulatedImpairment,,,,,,,,,,,,,,,,,,,,,,,,,,,1150000.0,1150000.0,,,,,,,,,,,,,,,,
DepositAssets,,,,,,,,,23032.0,,,,25000.0,,,,,,,,,,,,294715.0,,294715.0,,,,,,,,,,,,,,,269408.0,,
SalesAndExciseTaxPayableCurrent,,,,,,,,,,,,,,,,,,,,,,,,,5128.0,5128.0,,,,,,,,,,,46.0,46.0,,,,,,
AssetRetirementObligationCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,173878.0,,,,,,,,,,,,,,,183731.0,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,-9525.0,-10824.0,-62806.0,322668.0,182671.0,148375.0,197018.0,128335.0,-102858.0,-102858.0,-102858.0,-102858.0,4832.0,-102858.0,96795.0,-102858.0,,5680.0,5680.0,-102858.0,,,,,21413.0,,,-2305.0,,,,,,-117513.0,-82219.0,-82219.0
AssetRetirementObligationsNoncurrent,,,,,,,,,,,,,,,,,,,281962.0,,,307854.0,,,,,294132.0,,,,,,,,,,,,,,,1176190.0,,
PreferredStockSharesSubscribedButUnissuedSubscriptionsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,53038.0,,,,,,,,,,,,,,,,,
PreferredStockSharesSubscribedButUnissuedValue,,,,,,,,,,,,,,,,,,,,,,,,,,,53038.0,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtSecurities,,,,,,,,,,6637754.0,6874454.0,6038718.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,,6380170.0,5858595.0,7051976.0,5858595.0,,6700515.0,5915428.0,,,,,,,5915428.0,,,,,,,,,,7170789.0,,,33634403.0,,,,,,,,
AvailableForSaleSecuritiesEquitySecurities,,,,,,,,,,451303.0,448751.0,453456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AvailableForSaleEquitySecuritiesAmortizedCostBasis,,,,,,,,,,450908.0,496215.0,450908.0,519120.0,,488760.0,519120.0,,,,,,,455708.0,,,,,,,,,,790368.0,,,1550217.0,,,,,,,,
ShortTermInvestments,,,,,,,,,,1007617.0,517692.0,246935.0,1007617.0,331675.0,262333.0,655970.0,,,,,,,991875.0,,,,,,,,,,301262.0,,,0.0,,,,,,,,
AssetsOfDiscontinuedOperations,,,,,,,,,,,99375.0,103125.0,103125.0,,,95625.0,95625.0,72458.0,95625.0,97521.0,,116313.0,,,,80771.0,,,,,,,,,,,,,,,,,,
SeriesBRedeemablePreferredStockParOrStatedValue,,,,,,,,,,0.0001,0.0001,0.0001,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InvestmentsAndCash,,,,,,,,,,8049886.0,7790360.0,8256038.0,7833876.0,7833876.0,7869398.0,7748428.0,,,,,,,7833876.0,,,,,,,,,,9830077.0,,,9382263.0,,,,,,,,
SeriesBRedeemablePreferredStockSharesAuthorized,,,,,,,,,,3136.405,3136.405,3136.405,3136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SeriesBRedeemablePreferredStockSharesIssued,,,,,,,,,,2817.004,2817.004,2817.004,2817.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AccruedInvestmentIncomeReceivable,,,,,,,,,,30300.0,49391.0,38736.0,38736.0,42981.0,42981.0,25734.0,,,,,,,41605.0,,,,,,,,,,56172.0,,,299555.0,,,,,,,,
PremiumsAndOtherReceivablesNet,,,,,,,,,,187222.0,171702.0,171702.0,289463.0,289463.0,289463.0,173413.0,,,,,,,289463.0,,,,,,,,,,228752.0,,,291856.0,,,,,,,,
SeriesBRedeemablePreferredStockSharesOutstanding,,,,,,,,,,2817.004,2817.004,2817.004,2817.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrepaidReinsurancePremiums,,,,,,,,,,264763.0,165099.0,264763.0,243877.0,241529.0,243877.0,160353.0,,,,,,,196565.0,,,,,,,,,,207413.0,,,418124.0,,,,,,,,
SeriesBRedeemablePreferredStockShareLiquidationValue,,,,,,,,,,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SeriesAPreferredStockParOrStatedValue,,,,,,,,,,0.0001,0.0001,0.0001,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FundsHeldUnderReinsuranceAgreementsAsset,,,,,,,,,,,71385.0,0.0,42458.0,0.0,42458.0,79389.0,,,,,,,42458.0,,,,,,,,,,90647.0,,,0.0,,,,,,,,
FarmoutAgreement,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SeriesAPreferredStockSharesAuthorized,,,,,,,,,,1000000.0,1000000.0,1000000.0,1000000.0,,1000000.0,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeferredPolicyAcquisitionCosts,,,,,,,,,,190711.0,130750.0,155728.0,167010.0,167010.0,155122.0,167010.0,,,,,,,138497.0,,,,,,,,,,152608.0,,,154978.0,,,,,,,,
Cash,,,,,,,,,2808960.0,265567.0,0.0,216200.0,487501.0,63104.0,220772.0,259079.0,,,,,,,315226.0,,,,,,,,,,197644.0,,,250603.0,403475.0,403475.0,,225096.0,5939.0,,,
SeriesAPreferredStockSharesIssued,,,,,,,,,,2675.0,2675.0,2675.0,1549.0,,1549.0,1549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SeriesAPreferredStockSharesOutstanding,,,,,,,,,,2675.0,2675.0,2675.0,1549.0,,1549.0,1549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherAssets,,,,,,,,,,15146.0,21986.0,90874.0,21986.0,26517.0,20396.0,17336.0,13244.0,16199.0,14199.0,13244.0,5955.0,250000.0,,,,,,,,,,,,,,,,,,1483830.0,8400.0,,,
SeriesAPreferredStockShareLiquidationValue,,,,,,,,,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DueToAffiliateCurrent,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SeriesCPreferredStockParOrStatedValue,,,,,,,,,,0.0001,0.0001,0.0001,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SeriesCPreferredStockSharesAuthorized,,,,,,,,,,10000.0,10000.0,10000.0,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LiabilitiesOfDiscontinuedOperations,,,,,,,,,,,381399.0,381399.0,381399.0,,,381399.0,374756.0,374756.0,303358.0,220424.0,,216548.0,,,,220217.0,,,,,,,,,,,,,,,,,,
ReserveForLossesAndLossAdjustmentExpenses,,,,,,,,,,875924.0,919108.0,969494.0,1026489.0,1026489.0,1026489.0,1026489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SeriesCPreferredStockSharesIssued,,,,,,,,,,6804.936,6804.936,6804.936,6805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
