,2009q2,2009q3,2009q4,2010q1,2010q2,2010q3,2010q4,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,2017q1,2017q2,2017q3,2017q4,2018q1,2018q2,2018q3,2018q4,2019q1,2019q2,2019q3,2019q4,2020q2,2020q3
IncreaseDecreaseInOtherOperatingAssets,,,,,,,,,,,,,-5901000.0,-10242000.0,,717000.0,-11906000.0,-18347000.0,,-1988000.0,6683000.0,-183000.0,,-9384000.0,6770000.0,-53000.0,,-9384000.0,6886000.0,1863000.0,,-1802000.0,6886000.0,1863000.0,,-7197000.0,269000.0,-8551000.0,,-7197000.0,1384000.0,-7487000.0,-3121000.0,-20430000.0
NetCashProvidedByUsedInOperatingActivities,,,,,,,,,,,,,18287000.0,25714000.0,18207000.0,1050000.0,2654000.0,16182000.0,18207000.0,351000.0,2654000.0,16182000.0,21581000.0,351000.0,-1861000.0,10930000.0,14707000.0,10806000.0,28285000.0,55585000.0,62288000.0,9996000.0,28729000.0,56568000.0,70702000.0,19838000.0,38827000.0,67777000.0,80769000.0,7988000.0,38827000.0,67777000.0,-3790000.0,47892000.0
PaymentsToDevelopRealEstateAssets,,,,,,,,,,,,,0.0,1757000.0,0.0,0.0,0.0,582000.0,3166000.0,1408000.0,29000.0,582000.0,1696000.0,18000.0,1614000.0,1661000.0,574000.0,18000.0,3261000.0,5857000.0,574000.0,545000.0,3261000.0,5857000.0,14759000.0,7132000.0,12157000.0,3726000.0,23171000.0,7132000.0,19120000.0,17753000.0,10517000.0,19120000.0
PaymentsForCapitalImprovements,,,,,,,,,,,,,6556000.0,5541000.0,8533000.0,2012000.0,22141000.0,10618000.0,8533000.0,4020000.0,22141000.0,23345000.0,21342000.0,8792000.0,19689000.0,23345000.0,38197000.0,12708000.0,26085000.0,45312000.0,65767000.0,5492000.0,26085000.0,45312000.0,65767000.0,5492000.0,10995000.0,21505000.0,31951000.0,7054000.0,12990000.0,21505000.0,7607000.0,7349000.0
PaymentsToAcquireOtherPropertyPlantAndEquipment,,,,,,,,,,,,,2015000.0,3861000.0,4177000.0,2096000.0,4032000.0,3861000.0,6247000.0,2096000.0,4032000.0,5724000.0,6247000.0,1283000.0,4632000.0,7367000.0,7203000.0,2552000.0,8531000.0,12037000.0,15168000.0,4265000.0,7810000.0,13613000.0,10772000.0,3288000.0,7810000.0,13613000.0,15168000.0,3201000.0,8784000.0,15643000.0,4474000.0,8784000.0
PaymentsToAcquireOtherProductiveAssets,,,,,,,,,,,,,8717000.0,2700000.0,10053000.0,4247000.0,8717000.0,9232000.0,4849000.0,355000.0,1084000.0,2478000.0,5397000.0,704000.0,925000.0,1801000.0,3920000.0,704000.0,1308000.0,1801000.0,5397000.0,1844000.0,1629000.0,4285000.0,4936000.0,1844000.0,3717000.0,2661000.0,4936000.0,541000.0,2198000.0,6670000.0,4954000.0,6288000.0
PaymentsToAcquireProductiveAssets,,,,,,,,,,,,,8669000.0,13649000.0,13649000.0,7437000.0,17288000.0,23711000.0,27771000.0,6965000.0,18654000.0,32712000.0,50486000.0,6965000.0,18654000.0,37531000.0,50486000.0,18682000.0,25648000.0,37531000.0,52010000.0,12470000.0,26814000.0,65387000.0,94099000.0,17928000.0,26814000.0,44660000.0,73516000.0,17928000.0,43092000.0,54247000.0,18175000.0,43092000.0
PaymentsToAcquireBusinessesNetOfCashAcquired,,,,,,,,,,,,,0.0,12135000.0,0.0,,12135000.0,0.0,0.0,,681000.0,0.0,12135000.0,,681000.0,13021000.0,52750000.0,59877000.0,805000.0,1657000.0,52750000.0,68461000.0,48088000.0,36556000.0,48088000.0,0.0,0.0,27595000.0,48088000.0,,127980000.0,27595000.0,,127980000.0
SaleLeasebackTransactionNetProceedsInvestingActivities,,,,,,,,,,,,,,,,,,,,,,6604000.0,1177000.0,1808000.0,5455000.0,6604000.0,19565000.0,5015000.0,17687000.0,11707000.0,19565000.0,5015000.0,17687000.0,29394000.0,9148000.0,1292000.0,2717000.0,4257000.0,4257000.0,1292000.0,4637000.0,7018000.0,13685000.0,4637000.0
ProceedsFromInsuranceSettlementInvestingActivities,,,,,,,,,,,,,,0.0,477000.0,,,,0.0,,,,0.0,,,,,500000.0,1016000.0,1216000.0,0.0,500000.0,0.0,481000.0,1413000.0,,,642000.0,1413000.0,0.0,0.0,642000.0,123000.0,1720000.0
NetCashProvidedByUsedInInvestingActivities,,,,,,,,,,,,,-47341000.0,-52587000.0,-65908000.0,-13518000.0,-27286000.0,-40358000.0,-25961000.0,-13518000.0,-27286000.0,-40358000.0,-50486000.0,-8756000.0,-24774000.0,-39093000.0,-103429000.0,-10955000.0,-40010000.0,-72280000.0,-68003000.0,-32843000.0,-60660000.0,-77882000.0,-108105000.0,-32843000.0,-60660000.0,-77882000.0,-96221000.0,-18809000.0,-166312000.0,-221802000.0,-15750000.0,-166312000.0
ProceedsFromIssuanceOfSeniorLongTermDebt,,,,,,,,,,,,,150000000.0,150000000.0,150000000.0,150000000.0,0.0,0.0,150000000.0,,,,0.0,,0.0,0.0,200000000.0,,0.0,0.0,0.0,,79875000.0,0.0,79875000.0,,0.0,0.0,0.0,,422875000.0,0.0,,71250000.0
ProceedsFromLongTermLinesOfCredit,,,,,,,,,,,,,32700000.0,0.0,59800000.0,0.0,19200000.0,0.0,59800000.0,0.0,32750000.0,0.0,0.0,0.0,32750000.0,32750000.0,,,12750000.0,50250000.0,,0.0,12750000.0,183250000.0,,4500000.0,4500000.0,4500000.0,,4500000.0,175750000.0,312500000.0,190000000.0,0.0
RepaymentsOfLongTermLinesOfCredit,,,,,,,,,,,,,32700000.0,32700000.0,99000000.0,8600000.0,23200000.0,23200000.0,55800000.0,18750000.0,0.0,0.0,23200000.0,0.0,0.0,0.0,,,12750000.0,39750000.0,,72750000.0,196750000.0,196750000.0,,0.0,196750000.0,196750000.0,,0.0,150750000.0,253000000.0,,
RepaymentsOfLongTermCapitalLeaseObligations,,,,,,,,,,,,,81000.0,35000.0,35000.0,0.0,521000.0,789000.0,2000.0,245000.0,521000.0,756000.0,620000.0,245000.0,625000.0,945000.0,1280000.0,354000.0,625000.0,945000.0,1050000.0,395000.0,804000.0,1222000.0,1480000.0,440000.0,888000.0,1222000.0,1811000.0,,,,,
PaymentsOfFinancingCosts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102000.0,102000.0,,0.0,1921000.0,1966000.0,,358000.0,11516000.0,11516000.0,314000.0,11516000.0
NetCashProvidedByUsedInFinancingActivities,,,,,,,,,,,,,70296000.0,3505000.0,2943000.0,-6142000.0,-529000.0,-797000.0,69301000.0,1505000.0,66823000.0,66564000.0,69301000.0,1505000.0,66823000.0,66564000.0,33780000.0,-459000.0,34542000.0,34120000.0,66215000.0,-456000.0,-818000.0,63187000.0,33780000.0,4060000.0,63650000.0,63187000.0,727000.0,5416000.0,154878000.0,185733000.0,5416000.0,154878000.0
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,,,,,,33387000.0,1003000.0,21517000.0,-11604000.0,-25161000.0,32742000.0,-29988000.0,-6900000.0,47670000.0,-24973000.0,13629000.0,3066000.0,47670000.0,35007000.0,1053000.0,3066000.0,39783000.0,50612000.0,12919000.0,-9944000.0,-12543000.0,-12137000.0,27410000.0,651000.0,31719000.0,-9849000.0,-20272000.0,5089000.0,-602000.0,-9849000.0,,
Cash,,,,,,,,,,,,,1733000.0,24661000.0,38290000.0,38290000.0,38290000.0,24661000.0,3144000.0,38290000.0,38290000.0,13317000.0,21221000.0,8302000.0,61004000.0,71833000.0,8302000.0,21221000.0,21221000.0,21221000.0,2002000.0,22274000.0,22274000.0,22274000.0,22274000.0,2002000.0,38165000.0,29412000.0,2002000.0,1668000.0,4014000.0,2961000.0,,
BusinessCombinationBargainPurchaseGainRecognizedAmountNetOfCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,230000.0,,20000.0,230000.0,230000.0,,
PropertiesPurchasedForSaleLeaseback,,,,,,,,,,,,,,2058000.0,0.0,,,,2058000.0,3412000.0,3412000.0,3412000.0,3412000.0,697000.0,3412000.0,3412000.0,3412000.0,0.0,1991000.0,3575000.0,9046000.0,,,,9046000.0,0.0,0.0,1404000.0,1404000.0,2173000.0,0.0,0.0,0.0,0.0
ProceedsFromLeasePayments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2692000.0,2692000.0,,,0.0,2692000.0,,
InterestPaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9198000.0,11952000.0,,320000.0,15988000.0,,,
InterestPaidOnLeaseFinancingObligations,,,,,,,,,,,,,52000.0,96000.0,96000.0,25000.0,,,96000.0,,,,101000.0,,,,101000.0,,,,105000.0,,,,104000.0,,52000.0,78000.0,105000.0,26000.0,52000.0,78000.0,26000.0,52000.0
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,,,,839000.0,307000.0,5034000.0,3672000.0,,,524000.0,,,,5034000.0,,,,524000.0,,,,4032000.0,,,,6839000.0,,1992000.0,3144000.0,4032000.0,3577000.0,4882000.0,3589000.0,5161000.0,4882000.0
IncomeTaxesPaidNet,,,,,,,,,,,,,-515000.0,-440000.0,-2889000.0,0.0,,,-1733000.0,,,,-41000.0,,,,1733000.0,,,,-2416000.0,,,,153000.0,,0.0,-30000.0,-270000.0,-45000.0,133000.0,-211000.0,-45000.0,0.0
OtherSignificantNoncashTransactionValueOfConsiderationReceived1,,,,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,,,,858000.0,,,,,,,,,,277000.0,277000.0,,,,,,
IncreaseDecreaseInIncomeTaxesReceivable,,,,,,,,,,,,,,-1514000.0,2196000.0,-1626000.0,,618000.0,2379000.0,0.0,0.0,4269000.0,-177000.0,,-177000.0,-2416000.0,-2416000.0,-2416000.0,-2416000.0,0.0,-177000.0,,,,-99000.0,,,30000.0,-55000.0,32000.0,41000.0,176000.0,32000.0,-96000.0
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,,,,,,,-1509000.0,0.0,,,,,,,-12635000.0,-12635000.0,,,-12635000.0,-12635000.0,,,,,,,,,,,,,,
ProceedsFromSaleOfProductiveAssets,,,,,,,,,,,,,,,,,,,,,,54000.0,0.0,,0.0,54000.0,534000.0,,534000.0,534000.0,0.0,,,,0.0,,,,,,,,,
EarlyRepaymentOfSeniorDebt,,,,,,,,,,,,,,,0.0,,,,0.0,,,,61750000.0,,159771000.0,159771000.0,0.0,,0.0,0.0,159771000.0,,,,0.0,,,,,,,,,
ProceedsFromIssuanceOfCommonStock,,,,,,,,,,,,,,,,,,,,,0.0,0.0,67327000.0,,0.0,0.0,67327000.0,,,,0.0,,,,,,,,,,,,,
PaymentsOfDebtIssuanceCosts,,,,,,,,,,,,,0.0,0.0,1845000.0,8000.0,5378000.0,5931000.0,1845000.0,0.0,7000.0,8000.0,5945000.0,0.0,7000.0,7000.0,5169000.0,148000.0,102000.0,102000.0,5169000.0,107000.0,,,1992000.0,,,,1992000.0,,,,,
DeferredRevenueRevenueRecognized,,,,,,,,,,,,,,,,-9000.0,0.0,-100000.0,,-9000.0,-56000.0,-130000.0,,,,,,,,,,,,,,,,,,,,,,
SaleLeasebackTransactionNetProceeds,,,,,,,,,,,,,,2818000.0,1177000.0,,,0.0,3144000.0,1621000.0,5455000.0,,,,,,,,,,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,,,,,,,,,,668000.0,10761000.0,-624000.0,0.0,0.0,0.0,0.0,,,,-72000.0,,,,,,,,,,,,,,,,,,,,,
RecognitionOfDeferredRevenue,,,,,,,,,,,,,,,,,,,143000.0,,,,143000.0,,,,,,,,,,,,,,,,,,,,,
WriteOffOfDeferredDebtIssuanceCost,,,,,,,,,,,,,1509000.0,733000.0,1509000.0,,,,1509000.0,,,,0.0,,,,12635000.0,,,,12635000.0,,,,0.0,,,,,,,,,
IncreaseDecreaseInAccountsReceivable,,,,,,,,,,,,,,,,,,,99000.0,,,,3183000.0,,,,1094000.0,,,,1094000.0,,,,1310000.0,,,,2275000.0,,,,,
IncreaseDecreaseInAccountsPayable,,,,,,,,,,,,,,-2026000.0,-932000.0,,,,7160000.0,,,,2194000.0,,,,2054000.0,,,,1686000.0,,,,3084000.0,,,,1686000.0,,,,,
IncreaseDecreaseInInterestPayableNet,,,,,,,,,,,,,,-862000.0,-27000.0,,,,2000.0,,,,2112000.0,,,,2000.0,,,,30000.0,,,,996000.0,,,,4000.0,,,,,
IncreaseDecreaseInEmployeeRelatedLiabilities,,,,,,,,,,,,,,2810000.0,574000.0,,,,2780000.0,,,,-700000.0,,,,2780000.0,,,,-700000.0,,,,336000.0,,,,-1553000.0,,,,,
IncreaseDecreaseInOtherOperatingCapitalNet,,,,,,,,,,,,,,17880000.0,20167000.0,,,,-3611000.0,,,,596000.0,,,,-628000.0,,,,726000.0,,,,3778000.0,,,,-1870000.0,,,,,
IncreaseDecreaseInRestrictedCash,,,,,,,,,,,,,0.0,20000000.0,20000000.0,,0.0,20000000.0,0.0,,,,0.0,,,,-20000000.0,,,,0.0,,,,,,,,,,,,,
ProceedsFromSaleOfOtherRealEstate,,,,,,,,,,,,,572000.0,2082000.0,2082000.0,2082000.0,0.0,2082000.0,2082000.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,
ProceedsFromPaymentsForOtherFinancingActivities,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CashDivestedFromDeconsolidation,,,,,,,,,,,,,5490000.0,5490000.0,5490000.0,,0.0,5490000.0,5490000.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,
ProceedsFromIssuanceOfLongTermDebt,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
RepaymentsOfLongTermDebt,,,,,,,,,,,,,0.0,0.0,17750000.0,1625000.0,0.0,0.0,0.0,,,,1625000.0,,,,,,,,,,,,,,,,,,,0.0,,
EarlyRepaymentOfSubordinatedDebt,,,,,,,,,,,,,,,165000000.0,,,,165000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
PaymentsOfDistributionsToAffiliates,,,,,,,,,,,,,0.0,0.0,0.0,2500000.0,2500000.0,2500000.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,,,,,,,,,0.0,825000.0,0.0,825000.0,825000.0,825000.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,
ProceedsFromStockOptionsExercised,,,,,,,,,,,,,295000.0,295000.0,64000.0,0.0,0.0,295000.0,551000.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInContinuingOperations,,,,,,,,,,,,,-4532000.0,-326000.0,,-10447000.0,-25161000.0,40596000.0,10430000.0,,,,12919000.0,,,,,,,,,,,,,,,,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,,,,,3834000.0,14488000.0,21052000.0,0.0,0.0,0.0,0.0,,,,3718000.0,,,,,,,,,,,,,,,,,,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,,,,,-6990000.0,-15007000.0,-15007000.0,-10625000.0,0.0,0.0,-15082000.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,,,,,,,,,,,923000.0,5117000.0,3318000.0,2524000.0,3318000.0,3318000.0,3318000.0,,,,3318000.0,,,,,,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInDiscontinuedOperations,,,,,,,,,,,,,3121000.0,11087000.0,-7971000.0,0.0,0.0,-7854000.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,
InterestExpenseLongTermDebt,,,,,,,,,,,,,8184000.0,18317000.0,18055000.0,777000.0,,,18055000.0,,,,17659000.0,,,,17731000.0,,,,17088000.0,,,,17088000.0,,,,23098000.0,,,,,
CapitalLeaseObligationsIncurred,,,,,,,,,,,,,10870000.0,10870000.0,0.0,,,,0.0,,,,10779000.0,,,,1459000.0,,,,583000.0,,,,583000.0,,,,49000.0,,,,,
StockIssuedDuringPeriodValueAcquisitions,,,,,,,,,,,,,,,0.0,,,,57711000.0,,,,57711000.0,,,,,,,,,,,,,,,,,,,,,
RestructuringSettlementAndImpairmentProvisions,,,,,,,,,,,,,,,,,,,,,,,1100000.0,,,,4462000.0,,,,300000.0,,,,300000.0,,,,400000.0,,,,,
DeferredIncomeTaxExpenseBenefit,,,,,,,,,,,,,2182000.0,115000.0,2046000.0,,,,,,,,-9399000.0,,,,0.0,,,,0.0,,,,574000.0,,,,-28085000.0,,,,,
ProceedsFromLinesOfCredit,,,,,,,,,,,,,,,,,,,,,,,59000000.0,,,,0.0,,,,0.0,,,,129000000.0,,,,129000000.0,,,,,
RepaymentsOfLinesOfCredit,,,,,,,,,,,,,,,,,,,,,,,59000000.0,,,,0.0,,,,115500000.0,,,,0.0,,,,196750000.0,,,,,
Noncashreductionofcapitalleaseassetsandobligation,,,,,,,,,,,,,,,,,,,,,,,1055000.0,,,,0.0,,,,1055000.0,,,,0.0,,,,2538000.0,,,,,
AssetImpairmentCharges,,,,,,,,,,,,,127000.0,125000.0,709000.0,26000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AmortizationOfUnearnedPurchaseDiscounts,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GainLossOnSettlementsOfLeaseFinancingObligations,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AccretionOfInterestOnLeaseFinancingObligations,,,,,,,,,,,,,-2000.0,7000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,,,,,,,,,,,,46409000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,,,,,,,,-25961000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromContributionsFromAffiliates,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RepaymentsOfSeniorDebt,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromIssuanceOfSecuredDebt,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LineOfCreditFacilityIncreaseAdditionalBorrowings,,,,,,,,,,,,,,-97100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LineOfCreditFacilityDecreaseRepayments,,,,,,,,,,,,,,99000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RepaymentsOfDebt,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RepaymentsOfSubordinatedDebt,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PaymentsForLoans,,,,,,,,,,,,,1625000.0,12000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ScheduledPrincipalPaymentsOnTermLoans,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromLeaseFinancingObligations,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SettlementOfLeaseFinancingObligations,,,,,,,,,,,,,,1945000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PaymentsOfFinancingCostAssociatedWithLeaseFinancingObligations,,,,,,,,,,,,,,4000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,,,,,,,,,-29276000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonCashReductionOfAssetsUnderLeaseFinancingObligationsDueToLeaseAmendments,,,,,,,,,,,,,,288000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonCashReductionOfLeaseFinancingObligations,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BusinessCombinationBargainPurchaseGainRecognizedAmount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,230000.0,,,,,
GainLossRelatedToLitigationSettlement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1913000.0,0.0,1913000.0,1913000.0
GainLossonExtinguishmentofDebtNonCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0
RetirementofDebtPremiumandFees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0
BorrowingsUnderPriorRevolvingCreditFacility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500000.0,4500000.0,0.0,0.0
RepaymentsUnderPriorRevolvingCreditFacility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500000.0,4500000.0,0.0,0.0
FinanceLeasePrincipalPayments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476000.0,981000.0,1555000.0,476000.0,981000.0
PurchasefromSaleofTreasuryStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
InterestPaidNet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11952000.0,503000.0,12363000.0
CommonStockIssuedForConsiderationInAcquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145333000.0,0.0,,
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,
LeaseAssetsandLiabilitiesResultingFromLeaseModifications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10255000.0,11185000.0,,
FinanceLeaseObligationsAcquiredOrIncurred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,24000.0,,
RepaymentsOfUnsecuredDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1063000.0,2125000.0
RepaymentsOfSecuredDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124000000.0,195750000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2346000.0,43004000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41272000.0,45978000.0
SeniorNotes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000000.0,,,,200000000.0,,,,275000000.0,,,,,
Proceedsfromleasefinancingobligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,2692000.0,,,,,
ProceedsfromLeaseIncentives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
