,2009q2,2009q3,2009q4,2010q1,2010q2,2010q3,2010q4,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,2017q1,2017q2,2017q3,2017q4,2018q1,2018q2,2018q3,2018q4,2019q1,2019q2,2019q3,2019q4,2020q2,2020q3
LifeAndAnnuityContractBenefitsNetOfReinsuranceRecoveries,,,,,,,,,,,,,,,,,,,,,,,,441000000.0,413000000.0,1347000000.0,1803000000.0,441000000.0,446000000.0,460000000.0,1857000000.0,474000000.0,486000000.0,456000000.0,1923000000.0,504000000.0,987000000.0,1485000000.0,1973000000.0,504000000.0,1008000000.0,1521000000.0,497000000.0,497000000.0
InterestCreditedToPolicyholdersAccountBalances,,,,,,,,,,,,,,,,,,,,,,,,307000000.0,212000000.0,194000000.0,919000000.0,199000000.0,185000000.0,183000000.0,919000000.0,173000000.0,175000000.0,174000000.0,761000000.0,161000000.0,165000000.0,163000000.0,690000000.0,162000000.0,156000000.0,169000000.0,132000000.0,318000000.0
DeferredPolicyAcquisitionCostAmortizationExpense,,,,,,,,,,,,,,,,,,,,,,,,1070000000.0,2156000000.0,3248000000.0,4002000000.0,1129000000.0,1126000000.0,1138000000.0,,1169000000.0,2345000000.0,3545000000.0,,1169000000.0,1296000000.0,1317000000.0,,1364000000.0,1296000000.0,1425000000.0,1401000000.0,1349000000.0
OtherCostAndExpenseOperating,,,,,,,,,,,,,,,,,,,,,,,,1094000000.0,2151000000.0,1068000000.0,4081000000.0,982000000.0,1040000000.0,1021000000.0,28000000.0,1097000000.0,2183000000.0,3401000000.0,4081000000.0,1307000000.0,2762000000.0,4296000000.0,5869000000.0,1303000000.0,2760000000.0,1425000000.0,1380000000.0,1380000000.0
RestructuringCharges,,,,,,,,,,,,,,,,,,,,,,,,6000000.0,23000000.0,13000000.0,39000000.0,5000000.0,19000000.0,9000000.0,18000000.0,5000000.0,11000000.0,5000000.0,109000000.0,10000000.0,63000000.0,77000000.0,83000000.0,96000000.0,23000000.0,13000000.0,5000000.0,27000000.0
InterestExpense,,,,,,,,,,,,,,,,,,,,,,,,,73000000.0,78000000.0,321000000.0,,145000000.0,218000000.0,322000000.0,85000000.0,83000000.0,83000000.0,335000000.0,85000000.0,169000000.0,251000000.0,295000000.0,83000000.0,82000000.0,80000000.0,81000000.0,79000000.0
BenefitsLossesAndExpenses,,,,,,,,,,,,,,,,,,,,,,,,7776000000.0,8457000000.0,7719000000.0,30423000000.0,8518000000.0,8457000000.0,8075000000.0,333000000.0,8518000000.0,17307000000.0,25764000000.0,34553000000.0,8634000000.0,8974000000.0,8918000000.0,35436000000.0,9371000000.0,9204000000.0,27000000000.0,9371000000.0,9652000000.0
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,,,,,,,,,,,,,,,,,,,,,,,,-1000000.0,9000000.0,-27000000.0,-688000000.0,2000000.0,1000000.0,2000000.0,5000000.0,2000000.0,12000000.0,1000000.0,20000000.0,1000000.0,3000000.0,4000000.0,6000000.0,1000000.0,3000000.0,3000000.0,1000000.0,2000000.0
IncomeLossFromOperationsBeforeIncomeTaxExpenseBenefit,,,,,,,,,,,,,,,,,,,,,,,,1081000000.0,1804000000.0,2562000000.0,3396000000.0,1081000000.0,526000000.0,955000000.0,3282000000.0,1012000000.0,376000000.0,765000000.0,3282000000.0,1012000000.0,845000000.0,1039000000.0,2744000000.0,4549000000.0,2160000000.0,3338000000.0,661000000.0,1546000000.0
IncomeTaxExpenseBenefit,,,,,,,,,,,,,,,,,,,,,,,,,575000000.0,409000000.0,-108000000.0,,171000000.0,305000000.0,-142000000.0,317000000.0,589000000.0,894000000.0,1111000000.0,249000000.0,418000000.0,587000000.0,802000000.0,468000000.0,180000000.0,199000000.0,112000000.0,296000000.0
NetIncomeLoss,,,,,,,,,,,,,,,,,,,,,,,,600000000.0,645000000.0,2026000000.0,2850000000.0,246000000.0,517000000.0,1037000000.0,2850000000.0,695000000.0,1274000000.0,1940000000.0,2171000000.0,695000000.0,1651000000.0,2521000000.0,2252000000.0,1006000000.0,2143000000.0,3074000000.0,549000000.0,851000000.0
PreferredStockDividendsIncomeStatementImpact,,,,,,,,,,,,,,,,,,,,,,,,13000000.0,58000000.0,75000000.0,116000000.0,29000000.0,58000000.0,87000000.0,116000000.0,29000000.0,29000000.0,29000000.0,116000000.0,29000000.0,39000000.0,37000000.0,148000000.0,148000000.0,39000000.0,105000000.0,31000000.0,30000000.0
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,,,,,,,,,,,,,,,,,,,,587000000.0,326000000.0,750000000.0,2055000000.0,648000000.0,326000000.0,621000000.0,2746000000.0,217000000.0,1216000000.0,1853000000.0,2055000000.0,946000000.0,1583000000.0,2416000000.0,-312000000.0,1261000000.0,1655000000.0,2971000000.0,1261000000.0,2082000000.0
EarningsPerShareBasic,,,,,,,,,,,,,,,,,,,,,,,,1.31,1.41,1.77,5.12,0.57,0.65,1.32,1.19,1.82,3.34,5.1,1.82,1.82,3.34,5.1,1.82,3.79,4.71,7.43,3.79,6.27
WeightedAverageNumberOfSharesOutstandingBasic,,,,,,,,,,,,,,,,,,,,,,,,415800000.0,411400000.0,424500000.0,464400000.0,,373600000.0,371500000.0,431400000.0,365700000.0,364600000.0,363500000.0,362000000.0,354100000.0,351600000.0,349700000.0,347800000.0,332600000.0,351600000.0,349700000.0,332600000.0,313700000.0
EarningsPerShareDiluted,,,,,,,,,,,,,,,,,,,,,,,,1.3,2.33,1.74,1.18,1.53,1.21,2.51,1.18,0.57,1.21,2.51,0.57,2.63,1.8,2.37,4.67,5.7,6.17,7.31,3.74,5.43
WeightedAverageNumberOfDilutedSharesOutstanding,,,,,,,,,,,,,,,,,,,,,,,,,440700000.0,412400000.0,470300000.0,422600000.0,417600000.0,412400000.0,406800000.0,382900000.0,378100000.0,375900000.0,377300000.0,371300000.0,369000000.0,367100000.0,377300000.0,367800000.0,357200000.0,355400000.0,337500000.0,317000000.0
CommonStockDividendsPerShareDeclared,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.28,1.0,0.3,0.66,0.99,1.12,0.37,0.33,0.33,1.2,0.37,0.37,0.37,1.84,1.32,,,,
SalesAndValuationChangesOnEquityInvestmentsandDerivatives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193000000.0,131000000.0,131000000.0,,676000000.0,339000000.0,211000000.0,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-491000000.0,,,,0.0,,,,,,,,,,,,,
CededPremiumsEarned,,,,,,,,,,,,,,,,,,,,,,,,,,,1708000000.0,,,,1338000000.0,,,,1338000000.0,,,,1274000000.0,1274000000.0,,,,
OtherSalesRevenueNet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216000000.0,,,,,,,,
DefinedBenefitPlanActuarialGainLossImmediateRecognitionAsComponentInNetPeriodicBenefitCostCredit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7000000.0,32000000.0,-15000000.0,-73000000.0
AmortizationOfIntangibleAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32000000.0,105000000.0,23000000.0,24000000.0,32000000.0,57000000.0
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,55000000.0
PolicyholderBenefitsShelterinPlacePayback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,738000000.0
PremiumsEarnedNet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33582000000.0,33582000000.0,,,,
OtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939000000.0,939000000.0,,,,
DeferredPolicyAcquisitionCostsAndPresentValueOfFutureProfitsAmortization1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4550000000.0,,,,4784000000.0,,,,5222000000.0,5222000000.0,,,,
GoodwillImpairmentLoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000000.0,,,,0.0,125000000.0,,,,
DefinedBenefitPlanRemeasurementGainLoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-468000000.0,,,,
