filed,adsh,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,accepted,prevrpt,detail,instance,nciks,aciks,yr,fik,quarter
20190814,0001376474-19-000212,1376474,"LIVING 3D HOLDINGS, INC.",3674.0,HK,,"MONGKOK, KOWLOON",00000,"RM. 1801-02, OFFICE TOWER TWO,","GRAND PLAZA, 625 NATHAN ROAD,",852-3563-9280,HK,,"MONGKOK, KOWLOON",00000,"RM. 1801-02, OFFICE TOWER TWO,","GRAND PLAZA, 625 NATHAN ROAD,",US,NV,870451230.0,AIRWARE INTERNATIONAL CORP.,20110907.0,4-NON,0,1231.0,10-Q,20190630,2019.0,Q2,2019-08-14 09:16:00.0,0,1,ltdh-20190630_htm.xml,1,,19,212,2019q3
20190814,0001376474-19-000213,1376474,REAL ESTATE ASSOCIATES LTD IV,6500.0,US,CA,BEVERLY HILLS,90211,9090 WILSHIRE BLVD,STE 201,310-278-2191,US,CA,BEVERLY HILLS,90211,9090 WILSHIRE BLVD,STE 201,US,CA,953718731.0,,,4-NON,0,1231.0,10-Q,20190630,2019.0,Q2,2019-08-14 09:19:00.0,0,1,real4-20190630_htm.xml,1,,19,213,2019q3
20190814,0001376474-19-000215,1376474,"NUZEE, INC.",5900.0,US,CA,VISTA,92081,2865 SCOTT STREET,SUITE 107,(760) 842-5522,US,CA,VISTA,92081,2865 SCOTT STREET,SUITE 107,US,NV,383849791.0,HAVANA FURNISHINGS INC.,20110815.0,4-NON,0,930.0,10-Q,20190630,2019.0,Q3,2019-08-14 15:06:00.0,0,1,nuze-20190630_htm.xml,1,,19,215,2019q3
20190814,0001376474-19-000214,1376474,FULLNET COMMUNICATIONS INC,4813.0,US,OK,OKLAHOMA CITY,73102,201 ROBERT S KERR AVENUE,SUITE 210,405-236-8200,US,OK,OKLAHOMA CITY,73102,201 ROBERT S KERR AVENUE,SUITE 210,US,OK,731473361.0,,,4-NON,0,1231.0,10-Q,20190630,2019.0,Q2,2019-08-14 13:19:00.0,0,1,fulo-20190630_htm.xml,1,,19,214,2019q3
20190819,0001376474-19-000220,1376474,GEOSPATIAL CORP,7389.0,US,PA,SARVER,16055,229 HOWES RUN ROAD,,7243533400,US,PA,SARVER,16055,229 HOWES RUN ROAD,,US,NV,870554463.0,"GEOSPATIAL HOLDINGS, INC.",20080501.0,4-NON,0,1231.0,10-Q,20190630,2019.0,Q2,2019-08-19 16:05:00.0,0,1,gsph-20190630_htm.xml,1,,19,220,2019q3
20190823,0001376474-19-000225,1376474,ADVANSOURCE BIOMATERIALS CORP,3841.0,US,MA,WILMINGTON,01887,229 ANDOVER STREET,,978-657-0075,US,MA,WILMINGTON,01887,229 ANDOVER STREET,,US,DE,43186647.0,CARDIOTECH INTERNATIONAL INC,19960321.0,4-NON,0,331.0,10-K/A,20190331,2019.0,FY,2019-08-23 14:20:00.0,0,0,asnb-20190331_htm.xml,1,,19,225,2019q3
20191021,0001376474-19-000252,1376474,RAMPART STUDIOS INC.,6770.0,CA,BC,WEST VANCOUVER,V751M6,642 SOUTHBOROUGH DRIVE,C/O RAMPART CAPITAL CORP.,604-925-7659,CA,BC,WEST VANCOUVER,V7V4S4,P.O. BOX 91983,C/O G.J. DE KLERK,US,DE,0.0,"EDGEWORTH INVESTMENTS, INC.",20080414.0,4-NON,0,1231.0,10-Q,20190930,2019.0,Q3,2019-10-21 09:54:00.0,0,1,rmp-20190930_htm.xml,1,,19,252,2019q4
20191021,0001376474-19-000251,1376474,DUTCH OVEN GOLD GROUP INC.,6770.0,CA,BC,WEST  VANCOUVER,V7V4S4,P.O. BOX 91983,C/O G.J. DE KLERK,604-925-7659,CA,BC,WEST  VANCOUVER,V7V4S4,P.O. BOX 91983,C/O G.J. DE KLERK,US,DE,0.0,NEXAM ACQUISITION CORP.,20070830.0,4-NON,0,1231.0,10-Q,20190930,2019.0,Q3,2019-10-21 09:53:00.0,0,0,dug-20190930_htm.xml,1,,19,251,2019q4
20191108,0001376474-19-000273,1376474,GHAR INC,7389.0,US,NV,LAS VEGAS,89108,5348 VEGAS DRIVE,,18004044238,US,NV,LAS VEGAS,89108,5348 VEGAS DRIVE,,US,NV,0.0,,,4-NON,0,331.0,10-Q,20190930,2020.0,Q2,2019-11-08 13:09:00.0,0,1,ghar-20190930_htm.xml,1,,19,273,2019q4
20191114,0001376474-19-000284,1376474,FULLNET COMMUNICATIONS INC,4813.0,US,OK,OKLAHOMA CITY,73102,201 ROBERT S KERR AVENUE,SUITE 210,405-236-8200,US,OK,OKLAHOMA CITY,73102,201 ROBERT S KERR AVENUE,SUITE 210,US,OK,731473361.0,,,4-NON,0,1231.0,10-Q,20190930,2019.0,Q3,2019-11-14 12:16:00.0,0,1,fulo-20190930_htm.xml,1,,19,284,2019q4
20191114,0001376474-19-000282,1376474,"LIVING 3D HOLDINGS, INC.",3674.0,HK,,"MONGKOK, KOWLOON",00000,"RM. 1801-02, OFFICE TOWER TWO,","GRAND PLAZA, 625 NATHAN ROAD,",852-3563-9280,HK,,"MONGKOK, KOWLOON",00000,"RM. 1801-02, OFFICE TOWER TWO,","GRAND PLAZA, 625 NATHAN ROAD,",US,NV,870451230.0,AIRWARE INTERNATIONAL CORP.,20110907.0,4-NON,0,1231.0,10-Q,20190930,2019.0,Q3,2019-11-14 09:46:00.0,0,1,ltdh-20190930_htm.xml,1,,19,282,2019q4
20191114,0001376474-19-000283,1376474,REAL ESTATE ASSOCIATES LTD IV,6500.0,US,CA,BEVERLY HILLS,90211,9090 WILSHIRE BLVD,STE 201,310-278-2191,US,CA,BEVERLY HILLS,90211,9090 WILSHIRE BLVD,STE 201,US,CA,953718731.0,,,4-NON,0,1231.0,10-Q,20190930,2019.0,Q3,2019-11-14 09:48:00.0,0,1,real4-20190930_htm.xml,1,,19,283,2019q4
20191114,0001376474-19-000286,1376474,1ST FRANKLIN FINANCIAL CORP,6141.0,US,GA,TOCCOA,30577,135 E TUGALO ST,P O BOX 880,7068867571,US,GA,TOCCOA,30577,135 EAST TUGALO STREET,PO  BOX  880,US,GA,580521233.0,FIRST FRANKLIN FINANCIAL CORP,19920703.0,4-NON,0,1231.0,10-Q,20190930,2019.0,Q3,2019-11-14 14:35:00.0,0,1,ffc-20190930.xml,1,,19,286,2019q4
20191118,0001376474-19-000293,1376474,GEOSPATIAL CORP,7389.0,US,PA,SARVER,16055,229 HOWES RUN ROAD,,7243533400,US,PA,SARVER,16055,229 HOWES RUN ROAD,,US,NV,870554463.0,"GEOSPATIAL HOLDINGS, INC.",20080501.0,4-NON,0,1231.0,10-Q,20190930,2019.0,Q3,2019-11-18 12:28:00.0,0,1,gsph-20190930_htm.xml,1,,19,293,2019q4
20191226,0001376474-19-000307,1376474,"NUZEE, INC.",5900.0,US,TX,PLANO,75074,1700 CAPITAL AVENUE,SUITE 100,713.530.7688,US,TX,PLANO,75074,1700 CAPITAL AVENUE,SUITE 100,US,NV,383849791.0,HAVANA FURNISHINGS INC.,20110815.0,2-ACC,0,930.0,10-K,20190930,2019.0,FY,2019-12-26 13:46:00.0,0,1,nuze-20190930_htm.xml,1,,19,307,2019q4
